town,address,land_area,object_num,building_area,n_bed,n_hall,n_bath,price,unitprice,main_area,aux_area,balcony_area,trans_num,year,month,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,percent_aux,percent_balcony,n_story,n_material,n_urb_zoning,d_urban,d_elevator,completion_year,age,d_presale,d_comp,d_manager,d_spec_rel,d_presale_2,d_notreg,d_hotspring,d_leak,d_reno,closest_station,min_dist
三星鄉,宜蘭縣三星鄉大埔中路２６５巷６２弄１１號,99.93,土地1建物1車位0,176.86,4,2,4,7700000.0,43537.0,161.79,0.0,15.07,,2020,5,19585,14128,12444,7407,0.0,8.52,3.0,rc,,0,,2013.0,7.0,0,1,0,0,0,0,0,0,0,羅東,7407
羅東鎮,宜蘭縣羅東鎮仁愛新村２７號,157.57,土地1建物1車位0,132.08,4,3,2,12300000.0,93125.0,132.08,0.0,0.0,,2020,5,11610,7880,4469,2647,0.0,0.0,2.0,enf_brick,,0,,1983.0,37.0,0,1,0,0,0,0,0,0,0,羅東,2647
五結鄉,宜蘭縣五結鄉五結中路二段１１７巷３２弄２號,95.73,土地1建物1車位0,104.02,3,2,2,4000000.0,38454.0,104.02,0.0,0.0,,2020,5,13586,11316,6510,4299,0.0,0.0,2.0,enf_brick,,0,,1979.0,41.0,0,1,0,0,0,1,0,0,0,羅東,4299
冬山鄉,宜蘭縣冬山鄉冬山路五段２９７巷２０弄７號,80.24,土地2建物1車位0,103.5,2,2,3,6800000.0,65700.0,103.5,0.0,0.0,,2020,4,14728,10997,7587,1641,0.0,0.0,2.0,enf_brick,env,1,,1974.0,46.0,0,1,0,0,0,0,0,0,0,羅東,1641
蘇澳鎮,宜蘭縣蘇澳鎮志成路392號,134.15,土地2建物1車位0,191.5,4,2,5,9300000.0,48564.0,178.11,0.0,13.39,,2020,4,25188,22918,18752,12530,0.0,6.99,3.0,rc,res,1,,2020.0,0.0,0,1,0,0,0,0,0,0,0,羅東,12530
羅東鎮,宜蘭縣羅東鎮復興路二段２１３巷４２號,133.62,土地1建物1車位0,159.43,4,2,3,7000000.0,43906.0,144.46,14.97,0.0,,2020,4,12311,8581,5170,2058,9.39,0.0,2.0,enf_brick,,0,,1990.0,30.0,0,1,0,0,0,0,0,0,0,羅東,2058
宜蘭市,宜蘭縣宜蘭市中山路二段２２６巷６０號,75.5,土地1建物1車位0,207.3,4,2,3,7300000.0,35215.0,176.32,14.98,16.0,,2020,5,4894,1056,3120,8752,7.23,7.720000000000001,3.0,rc,res,1,,1991.0,29.0,0,1,0,0,0,0,0,0,0,宜蘭,1056
員山鄉,宜蘭縣員山鄉賢好路23巷45號,122.97,土地1建物1車位0,193.23,4,2,3,9000000.0,46577.0,176.92,0.0,16.31,,2020,5,11576,5910,4247,8857,0.0,8.44,3.0,rc,,0,,2013.0,7.0,0,1,0,0,0,1,0,0,0,縣政中心,4247
宜蘭市,宜蘭縣宜蘭市宜興路三段９３巷１６號,130.0,土地3建物1車位0,271.16,5,2,4,18600000.0,68594.0,260.31,0.0,10.85,,2020,4,2488,1616,7008,11779,0.0,4.0,3.0,rc,res,1,,2015.0,5.0,0,1,0,0,0,0,0,0,0,宜蘭,1616
五結鄉,宜蘭縣五結鄉親河路二段２９１巷５１弄２５號,109.0,土地1建物1車位0,211.8,4,2,4,9000000.0,42493.0,199.05,0.0,12.75,,2020,5,14209,11940,7727,4882,0.0,6.02,3.0,,,0,,2015.0,5.0,0,1,0,0,0,0,0,0,0,羅東,4882
冬山鄉,宜蘭縣冬山鄉廣安路５１巷２號,101.92,土地1建物1車位0,129.36,5,3,3,7500000.0,57978.0,129.36,0.0,0.0,,2020,5,15734,12004,8593,3057,0.0,0.0,2.0,enf_brick,,0,,1978.0,42.0,0,1,0,0,0,0,0,0,0,羅東,3057
冬山鄉,宜蘭縣冬山鄉梅花路６９４號,113.41,土地1建物1車位0,135.99,3,2,3,4500000.0,33091.0,135.99,0.0,0.0,,2020,5,17642,13911,10501,4692,0.0,0.0,2.0,brick,,0,,1981.0,39.0,0,1,0,0,0,0,0,0,0,羅東,4692
羅東鎮,宜蘭縣羅東鎮仁愛新村４７號,156.65,土地1建物1車位0,132.08,4,2,3,11200000.0,84797.0,132.08,0.0,0.0,,2020,4,11610,7880,4469,2647,0.0,0.0,2.0,enf_brick,,0,,1983.0,37.0,0,1,0,0,0,1,0,0,0,羅東,2647
冬山鄉,宜蘭縣冬山鄉清溝路２２６巷１２號,111.42,土地5建物1車位0,175.17,5,2,4,10550000.0,60227.0,160.6,0.0,14.57,,2019,11,15454,11724,8313,4137,0.0,8.32,3.0,,agr,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,4137
蘇澳鎮,宜蘭縣蘇澳鎮中興四巷15號,90.0,土地1建物1車位0,188.23,4,2,4,7400000.0,39314.0,174.75,0.0,13.48,,2020,5,24823,22553,15073,9611,0.0,7.16,3.0,,,0,,2017.0,3.0,0,1,0,0,0,0,0,0,0,羅東,9611
宜蘭市,宜蘭縣宜蘭市東後街８６號,60.35,土地1建物1車位0,45.0,1,2,1,3000000.0,66667.0,45.0,0.0,0.0,,2020,5,3501,817,5179,10915,0.0,0.0,1.0,brick,res,1,,,,0,1,0,0,0,0,0,0,0,宜蘭,817
冬山鄉,宜蘭縣冬山鄉武罕二路１３２巷２６號,219.66,土地3建物1車位0,166.91,4,2,4,8500000.0,50926.0,150.78,0.0,16.13,,2020,3,16665,14396,10230,3926,0.0,9.66,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,羅東,3926
五結鄉,宜蘭縣五結鄉中福南路５之１３號,114.79,土地3建物1車位0,200.75,4,2,5,10500000.0,52304.0,191.81,0.0,8.94,,2020,5,14997,12727,8561,3272,0.0,4.45,3.0,,,0,,2018.0,2.0,0,1,0,0,0,0,0,0,0,羅東,3272
冬山鄉,宜蘭縣冬山鄉順安路２４３巷２弄３號,82.02,土地1建物1車位0,102.46,3,2,2,3600000.0,35136.0,102.46,0.0,0.0,,2020,5,20793,13015,9604,5638,0.0,0.0,2.0,enf_brick,,0,,1981.0,39.0,0,1,0,0,0,0,0,0,0,羅東,5638
蘇澳鎮,宜蘭縣蘇澳鎮永愛路１６１號,102.52,土地2建物1車位0,111.82,3,2,2,3300000.0,29512.0,111.82,0.0,0.0,,2020,5,23406,21136,16970,12803,0.0,0.0,2.0,enf_brick,res,1,,1981.0,39.0,0,1,0,0,0,0,0,0,0,羅東,12803
羅東鎮,宜蘭縣羅東鎮河濱路４６０巷３號,98.59,土地1建物1車位0,153.16,5,2,2,7800000.0,50927.0,143.8,0.0,9.36,,2020,5,11309,7579,4168,4236,0.0,6.11,3.0,rc,,0,,1993.0,27.0,0,1,0,0,0,0,0,0,0,縣政中心,4168
壯圍鄉,宜蘭縣壯圍鄉古結路30之19號,99.0,土地3建物1車位0,167.16,4,2,3,7880000.0,47140.0,160.2,0.0,6.96,,2020,5,8224,6221,4834,10896,0.0,4.16,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,縣政中心,4834
宜蘭市,宜蘭縣宜蘭市東港路二段１６０巷２１弄２５號,101.97,土地2建物1車位0,191.32,4,1,4,10700000.0,55927.0,176.46,0.0,14.86,,2020,5,4900,1375,3627,9362,0.0,7.7700000000000005,3.0,rc,res,1,,2012.0,8.0,0,1,0,0,0,1,0,0,0,宜蘭,1375
冬山鄉,宜蘭縣冬山鄉育英路１０５號,80.33,土地2建物1車位0,120.52,4,2,3,7500000.0,62230.0,120.52,0.0,0.0,,2020,5,17458,11769,8359,2383,0.0,0.0,2.0,enf_brick,res,1,,1979.0,41.0,0,1,0,0,0,0,0,0,0,羅東,2383
宜蘭市,宜蘭縣宜蘭市文昌路１９８之１０號,116.07,土地2建物2車位0,55.86,3,2,2,7750000.0,138740.0,55.86,0.0,0.0,,2020,4,4079,1254,4693,10325,0.0,0.0,2.0,enf_brick,res,1,,,,0,1,0,0,0,1,0,0,0,宜蘭,1254
頭城鎮,宜蘭縣頭城鎮頭濱路二段358號,115.29,土地1建物1車位0,137.26,7,3,3,4000000.0,29142.0,132.75,0.0,4.51,,2020,5,12508,14347,17116,26302,0.0,3.29,2.0,brick,,0,,1981.0,39.0,0,1,0,0,0,0,0,0,0,四城,12508
宜蘭市,宜蘭縣宜蘭市中山路五段577巷18弄1號,107.19,土地4建物1車位0,194.53,4,3,3,8880000.0,45648.0,165.52,4.67,24.34,,2020,5,844,3190,7858,12629,2.4,12.509999999999998,4.0,rc,agr,1,,2006.0,14.0,0,1,0,0,0,0,0,0,0,四城,844
羅東鎮,宜蘭縣羅東鎮光明街４９巷２號,119.0,土地2建物1車位0,222.6,5,2,4,13400000.0,60198.0,194.78,0.0,27.82,,2020,5,14060,10329,6919,2019,0.0,12.5,4.0,rc,res,1,,2007.0,13.0,0,1,0,0,0,1,0,0,0,羅東,2019
五結鄉,宜蘭縣五結鄉中正路一段１９６巷１３號,105.57,土地1建物1車位0,91.16,4,2,1,5000000.0,54849.0,91.16,0.0,0.0,,2020,4,11452,7722,4312,2180,0.0,0.0,2.0,enf_brick,res,1,,1971.0,49.0,0,1,0,0,0,0,0,0,0,羅東,2180
冬山鄉,宜蘭縣冬山鄉清溝路２２６巷１０號,111.43,土地5建物1車位0,176.33,5,2,3,10680000.0,60568.0,161.5,0.0,14.83,,2018,6,15454,11724,8313,4137,0.0,8.41,3.0,,agr,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,4137
宜蘭市,宜蘭縣宜蘭市宜中路７９巷６０號,98.0,土地1建物1車位0,314.22,4,2,4,13300000.0,42327.0,279.15,0.0,35.07,,2020,5,5656,2339,4957,10022,0.0,11.16,5.0,rc,res,1,,2001.0,19.0,0,1,0,0,0,0,0,0,0,宜蘭,2339
壯圍鄉,宜蘭縣壯圍鄉大福路一段２３６巷１弄２０號,83.07,土地1建物1車位0,90.46,2,2,2,2850000.0,31506.0,90.46,0.0,0.0,,2020,5,6030,7896,10665,17220,0.0,0.0,2.0,enf_brick,,0,,1982.0,38.0,0,1,0,0,0,0,0,0,0,四城,6030
宜蘭市,宜蘭縣宜蘭市女中路三段320巷8弄19號,109.0,土地3建物1車位0,229.35,4,2,4,12800000.0,55810.0,197.72,18.25,13.38,,2020,5,5883,3071,5463,10528,7.960000000000001,5.83,4.0,rc,res,1,,2006.0,14.0,0,1,0,0,0,1,0,0,0,宜蘭,3071
蘇澳鎮,宜蘭縣蘇澳鎮福德西巷11之5號,113.47,土地2建物1車位0,209.01,4,2,3,6830000.0,32678.0,195.25,0.0,13.76,,2020,5,25104,22834,14841,9378,0.0,6.58,4.0,rc,,0,,2015.0,5.0,0,1,0,0,0,0,0,0,0,羅東,9378
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３７５巷１６號,89.63,土地1建物1車位0,177.27,4,2,4,7150000.0,40334.0,162.45,0.0,14.82,,2020,4,22645,20375,16209,12042,0.0,8.36,3.0,,res,1,,2020.0,0.0,0,1,0,0,0,0,0,0,0,羅東,12042
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３７５巷１８號,80.4,土地1建物1車位0,151.53,3,2,4,6600000.0,43556.0,134.94,0.0,16.59,,2019,7,22645,20375,16209,12042,0.0,10.95,3.0,,res,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,12042
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３７５巷１２號,99.24,土地1建物1車位0,184.79,4,2,4,7270000.0,39342.0,169.58,0.0,15.21,,2019,11,22645,20375,16209,12042,0.0,8.23,3.0,,res,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,12042
蘇澳鎮,宜蘭縣蘇澳鎮福德路３８０巷１號,91.72,土地1建物1車位0,115.83,4,2,2,2400000.0,20720.0,115.83,0.0,0.0,,2020,5,20916,18646,14480,8112,0.0,0.0,2.0,enf_brick,,0,,1978.0,42.0,0,1,0,0,0,0,0,0,0,羅東,8112
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３７５巷２２號,80.22,土地1建物1車位0,163.03,3,2,4,6750000.0,41403.0,138.96,0.0,24.07,,2019,11,22645,20375,16209,12042,0.0,14.760000000000002,3.0,,res,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,12042
三星鄉,宜蘭縣三星鄉大德路二段652巷12號,88.07,土地3建物1車位0,163.34,4,2,4,7650000.0,46835.0,151.8,0.0,11.54,,2020,5,17958,11880,10629,8235,0.0,7.07,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,羅東,8235
三星鄉,宜蘭縣三星鄉大德路二段636巷35弄8號,93.08,土地3建物1車位0,163.36,4,2,4,7500000.0,45911.0,150.93,0.0,12.43,,2020,5,17958,11880,10629,8235,0.0,7.61,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,羅東,8235
宜蘭市,宜蘭縣宜蘭市延平路５６巷６２弄７號,109.9,土地6建物1車位0,208.82,4,3,3,12500000.0,59860.0,170.2,9.51,29.11,,2020,5,4737,1613,3736,9472,4.55,13.94,4.0,rc,res,1,,2011.0,9.0,0,1,0,0,0,1,0,0,0,宜蘭,1613
宜蘭市,宜蘭縣宜蘭市慈航三路３０２巷１２號,89.0,土地1建物1車位0,154.74,4,2,3,5500000.0,35543.0,154.74,0.0,0.0,,2020,5,4498,2656,5772,11404,0.0,0.0,2.0,brick,,0,,1981.0,39.0,0,1,0,0,0,1,0,0,0,宜蘭,2656
宜蘭市,宜蘭縣宜蘭市嵐峰路三段106巷1號,440.0,土地4建物1車位0,257.52,5,3,4,30500000.0,118437.0,228.54,0.0,28.98,,2020,5,6666,3382,4946,10012,0.0,11.25,2.0,enf_brick,res,1,,1982.0,38.0,0,1,0,0,0,0,0,0,0,宜蘭,3382
壯圍鄉,宜蘭縣壯圍鄉順和路３５之５號,110.0,土地1建物1車位0,187.26,5,1,3,4800000.0,25633.0,172.26,0.0,15.0,,2020,5,6267,5932,8701,14996,0.0,8.01,3.0,rc,,0,,1994.0,26.0,0,1,0,0,0,0,0,0,0,宜蘭,5932
三星鄉,宜蘭縣三星鄉大埔中路２６９號,131.29,土地2建物1車位0,192.79,4,2,5,10600000.0,54982.0,185.27,0.0,7.52,,2020,6,19389,13932,12248,7211,0.0,3.9,3.0,,,0,,2016.0,4.0,0,1,0,0,0,0,0,0,0,羅東,7211
冬山鄉,宜蘭縣冬山鄉香和路２２７巷２３號,115.11,土地1建物1車位0,164.45,4,1,4,8450000.0,51383.0,149.97,0.0,14.48,,2020,5,26047,23778,14885,7182,0.0,8.81,3.0,rc,res,1,,2019.0,1.0,0,1,0,0,0,0,0,0,0,羅東,7182
冬山鄉,宜蘭縣冬山鄉順安路３０巷１０號,136.11,土地1建物1車位0,133.1,0,0,2,7000000.0,52592.0,133.1,0.0,0.0,,2020,5,20196,12801,9390,5041,0.0,0.0,2.0,enf_brick,agr,1,,1988.0,32.0,0,1,0,0,0,0,0,0,0,羅東,5041
五結鄉,宜蘭縣五結鄉三吉中路５２巷１５弄３２號,569.64,土地4建物1車位0,234.78,0,0,3,14200000.0,60482.0,225.93,0.0,8.85,,2020,5,10675,8405,4234,6009,0.0,3.7699999999999996,3.0,,,0,,2016.0,4.0,0,1,0,0,0,0,0,0,0,縣政中心,4234
蘇澳鎮,宜蘭縣蘇澳鎮光榮路１８巷１５號,56.02,土地1建物1車位0,103.68,1,0,2,3960000.0,38194.0,103.68,0.0,0.0,,2020,5,23489,21220,17054,12887,0.0,0.0,2.0,enf_brick,comm,1,,1978.0,42.0,0,1,0,0,0,0,0,0,0,羅東,12887
蘇澳鎮,宜蘭縣蘇澳鎮中興四巷２１號,90.0,土地1建物1車位0,188.23,4,2,3,7380000.0,39207.0,174.75,0.0,13.48,,2020,6,24839,22570,15005,9543,0.0,7.16,3.0,,,0,,2017.0,3.0,0,1,0,0,0,0,0,0,0,羅東,9543
頭城鎮,宜蘭縣頭城鎮大坑路136巷22弄9號,118.26,土地1建物1車位0,123.65,4,2,1,8000000.0,64699.0,123.65,0.0,0.0,,2020,4,13756,15595,18364,26304,0.0,0.0,2.0,enf_brick,res,1,,1990.0,30.0,0,1,0,0,0,0,0,0,0,四城,13756
羅東鎮,宜蘭縣羅東鎮復興路二段１２３巷７弄６號,72.19,土地1建物1車位0,64.13,0,0,2,4100000.0,63933.0,64.13,0.0,0.0,,2020,6,12487,8756,5346,1801,0.0,0.0,2.0,enf_brick,,0,,1971.0,49.0,0,1,0,0,0,0,0,0,0,羅東,1801
羅東鎮,宜蘭縣羅東鎮純精路二段226巷18號,132.0,土地1建物1車位0,194.97,5,3,4,8500000.0,43596.0,194.97,0.0,0.0,,2020,5,13167,9436,6026,1101,0.0,0.0,3.0,,res,1,,1970.0,50.0,0,1,0,0,0,1,0,0,0,羅東,1101
蘇澳鎮,宜蘭縣蘇澳鎮中山路一段４７６巷６弄１２號,97.12,土地1建物1車位0,123.54,0,0,0,2100000.0,16999.0,123.54,0.0,0.0,,2020,5,25385,23116,18950,12728,0.0,0.0,3.0,,res,1,,1978.0,42.0,0,0,0,0,0,0,0,0,0,羅東,12728
壯圍鄉,宜蘭縣壯圍鄉美福路三段４２巷１弄１０號,136.27,土地3建物1車位0,209.04,4,2,5,11400000.0,54535.0,195.63,0.0,13.41,,2020,5,8758,6057,2073,7902,0.0,6.419999999999999,3.0,rc,,0,,2018.0,2.0,0,1,0,0,0,0,0,0,0,縣政中心,2073
壯圍鄉,宜蘭縣壯圍鄉順和路29之16號,107.33,土地2建物1車位0,164.75,4,2,4,7300000.0,44310.0,152.85,0.0,11.9,,2020,5,6238,5902,8671,14966,0.0,7.22,3.0,rc,,0,,2016.0,4.0,0,1,0,0,0,0,0,0,0,宜蘭,5902
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３９７巷６９弄３６號,91.66,土地3建物1車位0,181.23,4,2,5,7700000.0,42487.0,166.02,0.0,15.21,,2020,5,22846,20577,16410,12244,0.0,8.39,3.0,,res,1,,2018.0,2.0,0,1,0,0,0,0,0,0,0,羅東,12244
蘇澳鎮,宜蘭縣蘇澳鎮福安新村２７號,57.0,土地1建物1車位0,69.4,2,1,2,3300000.0,47550.0,69.4,0.0,0.0,,2020,5,30919,28650,24483,20317,0.0,0.0,2.0,enf_brick,res,1,,1977.0,43.0,0,1,0,0,0,1,0,0,0,羅東,20317
三星鄉,宜蘭縣三星鄉上將路二段６８７號,136.08,土地2建物1車位0,217.41,4,2,5,12800000.0,58875.0,203.32,0.0,14.09,,2020,5,15441,10358,8301,5985,0.0,6.4799999999999995,3.0,,,0,,2020.0,0.0,0,1,0,0,0,0,0,0,0,羅東,5985
冬山鄉,宜蘭縣冬山鄉鹿安路４０７巷３弄８號,131.97,土地2建物1車位0,119.16,3,2,2,5000000.0,41960.0,119.16,0.0,0.0,,2020,5,15788,12058,8647,4061,0.0,0.0,2.0,enf_brick,res,1,,1983.0,37.0,0,1,0,0,0,0,0,0,0,羅東,4061
冬山鄉,宜蘭縣冬山鄉光明路１０２巷４號,127.66,土地1建物1車位0,119.34,8,2,3,5000000.0,41897.0,119.34,0.0,0.0,,2020,5,15075,11344,7934,1988,0.0,0.0,2.0,enf_brick,res,1,,1977.0,43.0,0,1,0,0,0,0,0,0,0,羅東,1988
員山鄉,宜蘭縣員山鄉賢德路二段３１１號,101.48,土地1建物1車位0,127.25,3,2,2,5600000.0,44008.0,116.73,4.81,5.71,,2020,6,7150,5895,5904,11293,3.7800000000000002,4.49,2.0,enf_brick,,0,,1991.0,29.0,0,1,0,0,0,1,0,0,0,宜蘭,5895
五結鄉,宜蘭縣五結鄉五結中路一段１１１巷２弄６號,66.99,土地1建物1車位0,84.64,0,0,0,2100000.0,24811.0,84.64,0.0,0.0,,2020,5,14540,12270,8104,3608,0.0,0.0,2.0,enf_brick,,0,,1980.0,40.0,0,0,0,0,0,0,0,0,0,羅東,3608
五結鄉,宜蘭縣五結鄉成功路2巷8弄21號,84.0,土地1建物1車位0,174.21,4,2,4,5400000.0,30997.0,151.36,0.0,22.85,,2020,5,21039,18770,14604,8235,0.0,13.120000000000001,3.0,rc,,0,,2012.0,8.0,0,1,0,0,0,0,0,0,0,羅東,8235
羅東鎮,宜蘭縣羅東鎮西安街１５９號,101.59,土地1建物1車位0,199.8,0,0,1,6800000.0,34034.0,199.8,0.0,0.0,,2020,5,14522,10792,7381,2433,0.0,0.0,3.0,enf_brick,,0,,1981.0,39.0,0,1,0,0,0,1,0,0,0,羅東,2433
五結鄉,宜蘭縣五結鄉中興路三段１９巷８弄７號,107.1,土地3建物1車位0,199.87,3,2,4,13120000.0,65643.0,177.95,0.0,21.92,,2020,6,11742,8011,4601,2373,0.0,10.97,3.0,,res,1,,2019.0,1.0,0,1,0,0,0,0,0,0,0,羅東,2373
五結鄉,宜蘭縣五結鄉公園路291巷68號,83.0,土地1建物1車位0,141.47,3,2,4,8800000.0,62204.0,127.16,0.0,14.31,,2019,5,13982,11712,7144,3965,0.0,10.12,3.0,,res,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,3965
羅東鎮,宜蘭縣羅東鎮復興路三段７５巷１１７號,315.48,土地3建物1車位0,224.44,7,3,3,10000000.0,44555.0,224.44,0.0,0.0,,2020,5,12202,8471,5061,2786,0.0,0.0,2.0,enf_brick,,0,,1989.0,31.0,0,1,0,0,0,1,0,0,0,羅東,2786
員山鄉,宜蘭縣員山鄉枕山路６７之１７號,135.31,土地4建物1車位0,180.88,4,2,3,7280000.0,40248.0,166.47,0.0,14.41,,2020,6,7673,7211,12733,17179,0.0,7.969999999999999,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,宜蘭,7211
壯圍鄉,宜蘭縣壯圍鄉古結路93號,141.0,土地1建物1車位0,206.01,4,2,3,6800000.0,33008.0,173.79,23.34,8.88,,2020,5,8439,5639,4231,10293,11.33,4.31,3.0,rc,,0,,1994.0,26.0,0,1,0,0,0,0,0,0,0,縣政中心,4231
宜蘭市,宜蘭縣宜蘭市津梅路72巷9弄6號,86.19,土地1建物1車位0,123.3,5,2,2,4100000.0,33252.0,123.3,0.0,0.0,,2020,5,2719,1907,7619,12391,0.0,0.0,2.0,enf_brick,res,1,,1980.0,40.0,0,1,0,0,0,0,0,0,0,宜蘭,1907
員山鄉,宜蘭縣員山鄉溫泉路96之2號,112.75,土地2建物1車位0,141.89,4,2,3,8800000.0,62020.0,132.0,4.89,5.0,,2020,6,7677,5649,7969,12158,3.45,3.52,2.0,rc,res,1,,1990.0,30.0,0,1,0,0,0,0,0,0,0,宜蘭,5649
五結鄉,宜蘭縣五結鄉舊街二路42號,133.84,土地1建物1車位0,252.17,5,2,4,11200000.0,44414.0,222.59,14.04,15.54,,2020,6,9607,5877,2466,4051,5.57,6.16,3.0,rc,res,1,,2007.0,13.0,0,1,0,0,0,0,0,0,0,縣政中心,2466
三星鄉,宜蘭縣三星鄉大德路二段652巷16號,92.08,土地3建物1車位0,163.92,3,2,3,7180000.0,43802.0,154.0,0.0,9.92,,2020,5,17958,11880,10629,8235,0.0,6.05,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,羅東,8235
冬山鄉,宜蘭縣冬山鄉廣興路３７４巷１７號,118.06,土地1建物1車位0,207.16,4,2,3,12000000.0,57926.0,197.64,0.0,9.52,,2020,5,15809,12078,8668,3572,0.0,4.6,3.0,,,0,,2018.0,2.0,0,1,0,0,0,0,0,0,0,羅東,3572
五結鄉,宜蘭縣五結鄉公園路291巷66號,84.0,土地1建物1車位0,141.47,3,2,4,8800000.0,62204.0,127.16,0.0,14.31,,2019,5,13986,11716,7148,3969,0.0,10.12,3.0,,res,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,3969
五結鄉,宜蘭縣五結鄉公園路291巷62號,85.0,土地1建物1車位0,141.47,3,2,4,8800000.0,62204.0,127.16,0.0,14.31,,2019,5,13986,11716,7148,3969,0.0,10.12,3.0,,res,1,,2020.0,0.0,1,1,0,0,0,0,0,0,0,羅東,3969
冬山鄉,宜蘭縣冬山鄉柯林二路２９２巷１５弄３號,123.12,土地3建物1車位0,201.54,5,2,3,8300000.0,41183.0,187.82,8.52,5.2,,2020,4,17453,12895,10312,5191,4.2299999999999995,2.58,3.0,rc,,0,,2008.0,12.0,0,1,0,0,0,0,0,0,0,羅東,5191
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３７５巷２０號,80.22,土地1建物1車位0,156.41,3,2,4,6600000.0,42197.0,138.39,0.0,18.02,,2020,1,22645,20375,16209,12042,0.0,11.52,3.0,,res,1,,2020.0,0.0,0,1,0,0,0,0,0,0,0,羅東,12042
礁溪鄉,宜蘭縣礁溪鄉三興巷９之１號,517.42,土地2建物2車位0,67.82,0,0,0,10956400.0,161551.0,67.82,0.0,0.0,,2020,5,972,4609,9276,14048,0.0,0.0,1.0,,res,1,,2002.0,18.0,0,0,0,0,0,0,0,0,0,四城,972
五結鄉,宜蘭縣五結鄉中興路一段３９號,84.0,土地1建物1車位0,168.12,4,2,3,9300000.0,55318.0,154.08,0.0,14.04,,2020,5,13129,10859,6693,4117,0.0,8.35,3.0,,res,1,,2014.0,6.0,0,1,0,0,0,0,0,0,0,羅東,4117
羅東鎮,宜蘭縣羅東鎮尚智街20號,94.0,土地1建物1車位0,125.93,5,2,3,9500000.0,75439.0,111.12,14.81,0.0,,2020,5,13643,9913,6503,1712,11.76,0.0,2.0,brick,res,1,,1988.0,32.0,0,1,0,0,0,1,0,0,0,羅東,1712
冬山鄉,宜蘭縣冬山鄉冬山路三段１８１巷２３８弄１３號,104.52,土地1建物1車位0,180.22,3,2,3,7000000.0,38841.0,151.62,6.42,22.18,,2020,5,17930,12241,8830,2854,3.56,12.31,3.0,rc,,0,,2010.0,10.0,0,1,0,0,0,0,0,0,0,羅東,2854
頭城鎮,宜蘭縣頭城鎮下埔路37之2號,113.46,土地2建物1車位0,207.3,5,1,5,8700000.0,41968.0,207.3,0.0,0.0,,2020,5,9412,12096,14865,23606,0.0,0.0,3.0,rc,,0,,2019.0,1.0,0,1,0,0,0,0,0,0,0,四城,9412
宜蘭市,中山路二段292號,118.38,土地1建物1車位0,185.76,3,2,2,14200000.0,76443.0,185.76,0.0,0.0,,2020,5,4726,889,3159,8792,0.0,0.0,2.0,enf_brick,res,1,0.0,,,0,1,0,0,0,1,0,0,0,宜蘭,889
五結鄉,宜蘭縣五結鄉大眾一路５２０巷７號,112.36,土地2建物1車位0,197.26,4,2,3,6180000.0,31329.0,165.39,16.63,15.24,,2020,5,14796,13089,10201,8028,8.43,7.7299999999999995,3.0,rc,,0,,1999.0,21.0,0,1,0,0,0,0,0,0,0,羅東,8028
冬山鄉,宜蘭縣冬山鄉百世新村9巷10號,78.0,土地1建物1車位0,89.02,0,0,2,1900000.0,21344.0,89.02,0.0,0.0,,2020,5,18621,16352,12186,6724,0.0,0.0,2.0,enf_brick,,0,,1982.0,38.0,0,1,0,0,0,1,0,0,0,羅東,6724
冬山鄉,宜蘭縣冬山鄉鹿安路430巷10號,126.46,土地1建物1車位0,102.46,0,0,2,3000000.0,29280.0,102.46,0.0,0.0,,2020,6,15622,11892,8481,3895,0.0,0.0,2.0,enf_brick,res,1,,1979.0,41.0,0,1,0,0,0,0,0,0,0,羅東,3895
三星鄉,宜蘭縣三星鄉五分路三段４２２號,551.0,土地2建物1車位0,215.62,3,1,2,11880000.0,55097.0,204.26,0.0,11.36,,2020,5,17657,12652,10516,7990,0.0,5.27,2.0,rc,,0,,2004.0,16.0,0,1,0,0,0,0,0,0,0,羅東,7990
