town,address,land_area,object_num,building_area,n_bed,n_hall,n_bath,price,unitprice,main_area,aux_area,balcony_area,trans_num,year,month,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,percent_aux,percent_balcony,n_story,n_material,n_urb_zoning,d_urban,d_elevator,completion_year,age,d_presale,d_comp,d_manager,d_spec_rel,d_presale_2,d_notreg,d_hotspring,d_leak,d_reno,closest_station,min_dist
三星鄉,宜蘭縣三星鄉大隱六路２０９巷６弄１５號,117.37,土地2建物1車位0,209.3,4,3,2,5150000.0,24606.0,182.13,27.17,0.0,,2022,12,19775,14304,12634,7597,12.98,0.0,5.0,rc,,0,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,羅東,7597
羅東鎮,宜蘭縣羅東鎮北成路一段６２號,118.0,土地1建物1車位0,253.63,3,3,3,17200000.0,67815.0,230.48,7.09,16.06,,2022,12,13806,10076,6665,1766,2.8000000000000003,6.329999999999999,3.0,rc,res,1,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,羅東,1766
員山鄉,宜蘭縣員山鄉金泰路３００巷３３弄２４號,113.1,土地1建物1車位0,237.16,5,2,6,10220000.0,43093.0,225.78,0.0,11.38,,2022,12,6719,4012,6424,11813,0.0,4.8,4.0,rc,res,1,0.0,1997.0,25.0,0,1,0,0,0,0,0,0,0,宜蘭,4012
宜蘭市,宜蘭縣宜蘭市公園路４５５巷１弄１６號,134.0,土地2建物1車位0,155.7,3,2,3,12500000.0,80283.0,135.3,15.0,5.4,,2022,12,5597,1760,2428,8060,9.629999999999999,3.47,2.0,enf_brick,res,1,0.0,1986.0,36.0,0,1,0,0,0,1,0,0,0,宜蘭,1760
宜蘭市,宜蘭縣宜蘭市泰山路１１２巷１弄４７號,45.38,土地1建物1車位0,52.26,4,2,3,6000000.0,114811.0,52.26,0.0,0.0,,2022,12,5033,2158,4938,10570,0.0,0.0,2.0,enf_brick,res,1,0.0,1977.0,45.0,0,1,0,1,0,0,0,0,0,宜蘭,2158
宜蘭市,宜蘭縣宜蘭市林森路３０１巷１２號,147.87,土地10建物1車位0,212.63,4,2,2,13200000.0,62080.0,187.61,18.0,7.02,,2022,12,3894,767,6020,13335,8.469999999999999,3.3000000000000003,3.0,rc,res,1,0.0,2007.0,15.0,0,1,0,0,0,0,0,0,0,宜蘭,767
冬山鄉,宜蘭縣冬山鄉冬山路三段１８１巷２３６弄３３號,108.84,土地1建物1車位0,212.61,4,2,5,13650000.0,64202.0,198.62,0.0,13.99,,2022,12,18168,12479,9068,3092,0.0,6.58,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,3092
三星鄉,宜蘭縣三星鄉集義路４１５巷２弄１３號,113.51,土地2建物1車位0,205.95,5,2,5,11000000.0,53411.0,191.31,0.0,14.64,,2022,12,23466,18400,16326,13070,0.0,7.109999999999999,3.0,rc,res,1,1.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,13070
三星鄉,宜蘭縣三星鄉集義路４１５巷２弄３號,116.35,土地3建物1車位0,205.95,5,2,5,10800000.0,52440.0,191.31,0.0,14.64,,2022,12,23466,18400,16326,13070,0.0,7.109999999999999,3.0,rc,res,1,1.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,13070
礁溪鄉,宜蘭縣礁溪鄉踏踏三路６８巷１０號,103.39,土地3建物1車位0,172.88,5,2,3,10700000.0,61893.0,155.5,2.36,15.02,278.0,2022,12,4129,6848,9617,16414,1.37,8.690000000000001,3.0,rc,,0,0.0,2013.0,9.0,0,1,0,0,0,0,0,0,0,四城,4129
頭城鎮,宜蘭縣頭城鎮宜三路一段１６８號,162.96,土地8建物1車位0,297.94,5,2,6,20930000.0,70249.0,277.68,0.0,20.26,,2022,12,11132,12705,16762,22307,0.0,6.800000000000001,3.0,rc,,0,1.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,四城,11132
五結鄉,宜蘭縣五結鄉大吉三路２１８巷１８號,87.26,土地1建物1車位0,86.98,3,2,3,7300000.0,83927.0,86.98,0.0,0.0,281.0,2022,12,12682,10413,6200,5337,0.0,0.0,2.0,enf_brick,,0,0.0,1980.0,42.0,0,0,0,0,0,0,0,0,0,羅東,5337
冬山鄉,宜蘭縣冬山鄉保安二路１８８巷４２號,115.47,土地1建物1車位0,178.73,3,2,4,10000000.0,55950.0,168.8,0.0,9.93,,2022,12,18363,16093,11927,5492,0.0,5.56,3.0,rc,,0,0.0,1993.0,29.0,0,1,0,0,0,0,0,0,0,羅東,5492
羅東鎮,宜蘭縣羅東鎮公園路５號,54.0,土地1建物1車位0,135.63,3,1,2,8500000.0,62671.0,135.63,0.0,0.0,,2022,12,14282,10551,7141,1112,0.0,0.0,3.0,enf_brick,res,1,0.0,1975.0,47.0,0,1,0,0,0,0,0,0,0,羅東,1112
礁溪鄉,宜蘭縣礁溪鄉玉石路４１之１６號,114.0,土地2建物1車位0,305.97,4,2,5,17120000.0,55953.0,282.14,0.0,23.83,,2022,12,5802,9439,17469,23014,0.0,7.79,4.0,rc,,0,1.0,2019.0,3.0,0,0,0,0,0,0,0,0,0,四城,5802
員山鄉,宜蘭縣員山鄉員山路一段４７０號,126.84,土地3建物1車位0,232.87,4,2,4,15180000.0,65187.0,212.68,0.0,20.19,,2022,12,7087,4380,6011,10814,0.0,8.67,3.0,rc,,0,0.0,2022.0,0.0,0,0,0,0,1,0,0,0,0,宜蘭,4380
員山鄉,宜蘭縣員山鄉員山路一段４６２號,121.78,土地3建物1車位0,232.87,4,2,4,15200000.0,65272.0,212.68,0.0,20.19,,2022,12,7071,4364,5994,10831,0.0,8.67,3.0,rc,,0,0.0,2022.0,0.0,0,0,0,0,1,0,0,0,0,宜蘭,4364
冬山鄉,宜蘭縣冬山鄉龍祥三路６巷４７號,150.0,土地1建物1車位0,218.56,4,3,3,6000000.0,27452.0,218.56,0.0,0.0,,2022,12,21036,18767,14601,9138,0.0,0.0,3.0,enf_brick,,0,0.0,1979.0,43.0,0,0,0,0,0,1,0,0,0,羅東,9138
宜蘭市,宜蘭縣宜蘭市陽明六路２５３巷５１弄１７號,77.51,土地5建物1車位0,163.15,3,2,3,10000000.0,61293.0,148.1,0.0,15.05,286.0,2022,12,5646,2224,3351,9018,0.0,9.22,3.0,rc,res,1,0.0,2019.0,3.0,0,1,0,0,0,0,0,0,0,宜蘭,2224
三星鄉,宜蘭縣三星鄉月眉二路２５號,119.92,土地1建物1車位0,156.78,4,2,2,5900000.0,37632.0,156.78,0.0,0.0,,2022,12,16093,10818,7407,1431,0.0,0.0,3.0,rc,res,1,0.0,1994.0,28.0,0,0,0,1,0,0,0,0,0,羅東,1431
員山鄉,宜蘭縣員山鄉員山路一段４６８號,125.15,土地3建物1車位0,232.87,4,2,4,15150000.0,65058.0,212.68,0.0,20.19,,2022,12,7087,4380,6011,10814,0.0,8.67,3.0,rc,,0,0.0,2022.0,0.0,0,0,0,0,1,0,0,0,0,宜蘭,4380
羅東鎮,宜蘭縣羅東鎮南盟路４７號,108.0,土地1建物1車位0,203.5,5,3,3,9500000.0,46683.0,188.69,14.81,0.0,,2022,12,14536,10806,7395,1834,7.28,0.0,3.0,rc,res,1,0.0,1978.0,44.0,0,0,0,0,0,0,0,0,0,羅東,1834
三星鄉,宜蘭縣三星鄉尚健二路一段１０３巷２９號,179.72,土地9建物1車位0,176.63,3,2,4,11000000.0,62277.0,156.08,0.0,20.55,289.0,2022,12,21829,16746,14689,12373,0.0,11.63,3.0,rc,,0,0.0,2019.0,3.0,0,0,0,0,0,0,0,0,0,羅東,12373
蘇澳鎮,宜蘭縣蘇澳鎮聖湖新村１之１２號,100.23,土地2建物1車位0,204.45,5,3,3,5500000.0,26901.0,179.88,8.19,16.38,,2022,12,25273,23004,18838,12616,4.01,8.01,3.0,rc,res,1,0.0,1996.0,26.0,0,0,0,0,0,0,0,0,0,羅東,12616
頭城鎮,宜蘭縣頭城鎮文雅路３０號,108.25,土地1建物2車位0,121.59,3,1,3,5000000.0,41122.0,121.59,0.0,0.0,291.0,2022,12,15165,16520,20795,26340,0.0,0.0,2.0,enf_brick,res,1,0.0,1979.0,43.0,0,0,0,1,0,0,0,0,0,四城,15165
宜蘭市,宜蘭縣宜蘭市東港路二段３７９巷２８號,68.74,土地1建物1車位0,84.48,4,2,3,7300000.0,86411.0,84.48,0.0,0.0,292.0,2022,12,4034,906,3989,9724,0.0,0.0,2.0,enf_brick,comm,1,0.0,1975.0,47.0,0,0,0,0,0,0,0,0,0,宜蘭,906
頭城鎮,宜蘭縣頭城鎮文雅路２１號,99.18,土地1建物1車位0,259.07,12,0,12,11450000.0,44197.0,241.35,4.43,13.29,,2022,12,12902,16736,20793,26338,1.71,5.13,4.0,rc,res,1,0.0,1992.0,30.0,0,1,0,0,0,0,0,0,0,四城,12902
冬山鄉,宜蘭縣冬山鄉武淵二路６１號,96.58,土地1建物1車位0,182.43,5,2,3,6800000.0,37275.0,156.34,6.05,20.04,,2022,12,16221,13952,9786,4310,3.32,10.99,3.0,rc,,0,0.0,1995.0,27.0,0,0,0,0,0,0,0,0,0,羅東,4310
員山鄉,宜蘭縣員山鄉同新路４０４巷２弄１０號,73.11,土地1建物1車位0,84.4,3,2,1,4500000.0,53318.0,84.4,0.0,0.0,,2022,12,5986,3958,9869,12706,0.0,0.0,2.0,enf_brick,,0,0.0,1990.0,32.0,0,0,0,1,0,0,0,0,0,宜蘭,3958
五結鄉,宜蘭縣五結鄉自強路２５號,96.0,土地1建物1車位0,211.29,4,2,3,14100000.0,66733.0,171.07,18.12,22.1,,2022,12,13767,11498,7048,3714,8.58,10.459999999999999,3.0,rc,res,1,0.0,2008.0,14.0,0,1,0,0,0,0,0,0,0,羅東,3714
冬山鄉,宜蘭縣冬山鄉水井一路２８８巷９號,92.56,土地1建物1車位0,206.97,6,3,4,8600000.0,41552.0,177.97,0.0,29.0,,2022,12,14910,11180,7769,3041,0.0,14.01,4.0,rc,,0,0.0,1992.0,30.0,0,0,0,0,0,1,0,0,0,羅東,3041
宜蘭市,宜蘭縣宜蘭市農權路１９１巷１６號,71.82,土地2建物1車位0,81.45,4,2,3,3500000.0,42971.0,81.45,0.0,0.0,,2022,12,5162,1325,3439,9071,0.0,0.0,2.0,enf_brick,comm,1,0.0,1980.0,42.0,0,0,0,1,0,0,0,0,0,宜蘭,1325
宜蘭市,宜蘭縣宜蘭市慶和街慶和巷６弄１８號,57.71,土地1建物1車位0,77.64,2,1,2,4100000.0,52808.0,77.64,0.0,0.0,,2022,12,3098,1434,7999,12770,0.0,0.0,2.0,enf_brick,res,1,0.0,1977.0,45.0,0,0,0,1,0,0,0,0,0,宜蘭,1434
頭城鎮,宜蘭縣頭城鎮宜三路一段１６８號之１,124.8,土地4建物1車位0,240.61,5,2,6,15500000.0,64420.0,228.79,0.0,11.82,,2022,12,11132,12705,16762,22307,0.0,4.91,3.0,rc,,0,1.0,2022.0,0.0,0,0,0,0,0,0,0,0,0,四城,11132
蘇澳鎮,宜蘭縣蘇澳鎮隆恩路４２之８號,93.92,土地1建物1車位0,162.61,5,3,3,4600000.0,28289.0,144.82,5.93,11.86,,2022,12,20118,17848,13682,8220,3.65,7.290000000000001,3.0,rc,,0,0.0,1993.0,29.0,0,1,0,0,0,0,0,0,0,羅東,8220
頭城鎮,宜蘭縣頭城鎮過港路１１８號,137.67,土地3建物1車位0,173.92,4,1,2,3537514.0,20340.0,173.92,0.0,0.0,,2022,12,13893,15732,18501,26441,0.0,0.0,2.0,enf_brick,res,1,0.0,1976.0,46.0,0,0,0,1,0,0,0,0,0,四城,13893
三星鄉,宜蘭縣三星鄉集義路４１７巷１２號,105.33,土地3建物1車位0,205.95,5,2,5,11600000.0,56324.0,191.31,0.0,14.64,,2022,12,23466,18400,16326,13070,0.0,7.109999999999999,3.0,rc,res,1,1.0,2022.0,0.0,0,0,0,0,0,0,0,0,0,羅東,13070
三星鄉,宜蘭縣三星鄉集義路４１７巷１７號,121.72,土地4建物1車位0,208.79,5,2,5,11800000.0,56516.0,193.92,0.0,14.87,,2022,12,23466,18400,16326,13070,0.0,7.12,3.0,rc,res,1,1.0,2022.0,0.0,0,0,0,0,0,0,0,0,0,羅東,13070
三星鄉,宜蘭縣三星鄉集義路４１７巷７號,113.12,土地4建物1車位0,205.95,5,2,5,11300000.0,54868.0,191.31,0.0,14.64,,2022,12,23466,18400,16326,13070,0.0,7.109999999999999,3.0,rc,res,1,1.0,2022.0,0.0,0,0,0,0,0,0,0,0,0,羅東,13070
三星鄉,宜蘭縣三星鄉集義路４１７巷５號,113.12,土地4建物1車位0,205.95,5,2,5,11200000.0,54382.0,191.31,0.0,14.64,,2022,12,23466,18400,16326,13070,0.0,7.109999999999999,3.0,rc,res,1,1.0,2022.0,0.0,0,0,0,0,0,0,0,0,0,羅東,13070
三星鄉,宜蘭縣三星鄉集義路４１５巷２弄１１號,114.08,土地2建物1車位0,205.95,5,2,5,11000000.0,53411.0,191.31,0.0,14.64,,2022,12,23466,18400,16326,13070,0.0,7.109999999999999,3.0,rc,res,1,1.0,2022.0,0.0,0,0,0,0,0,0,0,0,0,羅東,13070
礁溪鄉,宜蘭縣礁溪鄉玉龍路二段３７號,94.0,土地2建物1車位0,193.1,0,2,3,7500000.0,38840.0,168.8,11.73,12.57,,2022,12,4429,7113,9882,16714,6.069999999999999,6.510000000000001,3.0,rc,,0,0.0,1997.0,25.0,0,0,0,0,0,0,0,0,0,四城,4429
羅東鎮,宜蘭縣羅東鎮維揚路１６４號,82.0,土地1建物1車位0,169.62,4,3,3,13780000.0,81240.0,169.62,0.0,0.0,,2022,11,14356,10625,7215,2284,0.0,0.0,3.0,rc,res,1,0.0,1981.0,41.0,0,1,0,0,0,0,0,0,0,羅東,2284
蘇澳鎮,宜蘭縣蘇澳鎮和平路６２巷６號,65.05,土地3建物1車位0,97.08,5,2,3,2200000.0,22662.0,84.24,3.14,9.7,269.0,2022,11,23622,21352,17186,13019,3.2300000000000004,9.99,3.0,rc,res,1,0.0,2007.0,15.0,0,1,0,0,0,0,0,0,0,羅東,13019
頭城鎮,宜蘭縣頭城鎮濱海路一段１５７號,85.11,土地2建物1車位0,114.92,2,0,2,6300000.0,54821.0,114.92,0.0,0.0,,2022,11,14203,17526,22057,27602,0.0,0.0,2.0,rc,res,1,0.0,1983.0,39.0,0,1,0,0,0,0,0,0,0,四城,14203
礁溪鄉,宜蘭縣礁溪鄉玉民路二段３０１巷３１號,89.85,土地1建物1車位0,186.79,4,2,5,15700000.0,84052.0,178.15,0.0,8.64,,2022,11,3035,6672,12281,17835,0.0,4.63,3.0,rc,agr,1,1.0,2021.0,1.0,0,1,0,0,0,0,0,0,0,四城,3035
羅東鎮,宜蘭縣羅東鎮復興路二段２６１巷１１弄３０號,77.1,土地2建物1車位0,97.35,3,2,2,6800000.0,69851.0,97.35,0.0,0.0,,2022,11,12246,8516,5105,2044,0.0,0.0,2.0,enf_brick,,0,0.0,1975.0,47.0,0,1,0,0,0,0,0,0,0,羅東,2044
五結鄉,宜蘭縣五結鄉季水路北巷６８之３號,99.37,土地1建物1車位0,161.6,3,4,3,3500000.0,21658.0,153.23,0.0,8.37,,2022,11,15888,14181,11293,6768,0.0,5.18,3.0,rc,,0,0.0,1994.0,28.0,0,1,0,0,0,0,0,0,0,羅東,6768
羅東鎮,宜蘭縣羅東鎮維揚路６３號,85.0,土地1建物1車位0,170.94,4,2,3,17700000.0,103545.0,170.94,0.0,0.0,,2022,11,14024,10294,6883,1952,0.0,0.0,3.0,rc,res,1,0.0,1988.0,34.0,0,1,0,0,0,0,0,0,0,羅東,1952
宜蘭市,宜蘭縣宜蘭市津梅路１２０巷１９號,74.65,土地1建物1車位0,110.24,3,2,2,5100000.0,46263.0,110.24,0.0,0.0,,2022,11,2900,2088,7801,12572,0.0,0.0,2.0,enf_brick,res,1,0.0,1978.0,44.0,0,1,0,0,0,0,0,0,0,宜蘭,2088
宜蘭市,宜蘭縣宜蘭市公園東路１０３巷３８號,116.36,土地1建物1車位0,228.15,4,2,5,21800000.0,95551.0,213.89,0.0,14.26,,2022,11,3448,791,5081,10817,0.0,6.25,3.0,rc,res,1,1.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,宜蘭,791
蘇澳鎮,宜蘭縣蘇澳鎮隘丁路７０號,82.35,土地1建物1車位0,168.3,3,1,2,3300000.0,19608.0,168.3,0.0,0.0,307.0,2022,11,23592,21322,17156,12989,0.0,0.0,3.0,rc,res,1,0.0,1979.0,43.0,0,1,0,0,0,0,0,0,0,羅東,12989
羅東鎮,宜蘭縣羅東鎮復興路三段１７７巷１３號,54.01,土地1建物1車位0,85.9,3,1,3,5680000.0,66123.0,85.9,0.0,0.0,,2022,11,11675,7945,4534,2731,0.0,0.0,2.0,enf_brick,,0,0.0,1977.0,45.0,0,1,0,0,0,0,0,0,0,羅東,2731
宜蘭市,宜蘭縣宜蘭市泰山路３９７巷５０號,83.61,土地2建物1車位0,202.79,6,2,3,9980000.0,49213.0,154.23,26.46,22.1,,2022,11,5446,2592,5668,10734,13.05,10.9,3.0,rc,res,1,0.0,1999.0,23.0,0,1,0,0,0,0,0,0,0,宜蘭,2592
蘇澳鎮,宜蘭縣蘇澳鎮岳明新村１１５號,21.7,土地1建物1車位0,7.09,1,1,1,193000.0,27221.0,5.03,2.06,0.0,,2022,11,26654,24385,20219,16052,29.060000000000002,0.0,1.0,enf_brick,res,1,0.0,1956.0,66.0,0,1,0,1,0,1,0,0,0,羅東,16052
礁溪鄉,宜蘭縣礁溪鄉玉石路４１之３號,102.5,土地2建物1車位0,248.33,4,2,5,14950000.0,60202.0,226.86,0.0,21.47,,2022,11,5802,9439,17469,23014,0.0,8.649999999999999,4.0,rc,,0,1.0,2019.0,3.0,0,1,0,0,0,0,0,0,1,四城,5802
宜蘭市,宜蘭縣宜蘭市女中路三段４６巷１２弄２０號,116.37,土地1建物1車位0,229.73,4,2,3,14100000.0,61376.0,178.51,31.85,19.37,,2022,11,6455,2549,4941,10006,13.86,8.43,3.0,rc,res,1,0.0,1999.0,23.0,0,1,0,0,0,0,0,0,0,宜蘭,2549
五結鄉,宜蘭縣五結鄉下福東路１５之６號,86.0,土地1建物1車位0,99.9,2,2,2,2700000.0,27027.0,99.9,0.0,0.0,,2022,11,18398,16129,11963,6487,0.0,0.0,2.0,brick,,0,0.0,1986.0,36.0,0,1,0,0,0,0,0,0,0,羅東,6487
冬山鄉,宜蘭縣冬山鄉光明路１６８巷３１號,76.84,土地1建物1車位0,102.46,5,2,3,4670000.0,45579.0,102.46,0.0,0.0,312.0,2022,11,15254,11524,8114,2167,0.0,0.0,2.0,enf_brick,agr,1,0.0,1978.0,44.0,0,1,0,0,0,0,0,0,0,羅東,2167
冬山鄉,宜蘭縣冬山鄉永興路二段美和巷７７號,80.06,土地1建物1車位0,107.2,4,2,2,4680000.0,43657.0,107.2,0.0,0.0,,2022,11,18521,14791,11381,4841,0.0,0.0,2.0,enf_brick,,0,0.0,1980.0,42.0,0,1,0,0,0,0,0,0,0,羅東,4841
蘇澳鎮,宜蘭縣蘇澳鎮頂寮路７巷１０號,102.16,土地1建物1車位0,198.27,6,2,4,8550000.0,43123.0,198.27,0.0,0.0,,2022,11,25394,23124,15245,8925,0.0,0.0,3.0,rc,,0,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,羅東,8925
五結鄉,宜蘭縣五結鄉大吉五路１８８號,88.78,土地1建物1車位0,118.8,4,2,2,2500000.0,21044.0,118.8,0.0,0.0,,2022,11,12297,10028,5935,6217,0.0,0.0,2.0,enf_brick,,0,0.0,1980.0,42.0,0,1,0,0,0,0,0,0,0,縣政中心,5935
冬山鄉,宜蘭縣冬山鄉香城路３１１巷６弄１２號,126.0,土地2建物1車位0,168.19,6,2,5,7500000.0,44592.0,150.27,8.65,9.27,,2022,11,19300,17031,12865,7403,5.140000000000001,5.510000000000001,3.0,rc,,0,0.0,2006.0,16.0,0,1,0,0,0,0,0,0,0,羅東,7403
三星鄉,宜蘭縣三星鄉大埔中路２３３巷９１弄１號,98.24,土地1建物1車位0,166.7,4,2,3,8080000.0,48470.0,140.32,0.0,26.38,,2022,11,19573,13982,12432,7395,0.0,15.82,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,羅東,7395
宜蘭市,宜蘭縣宜蘭市縣政一街９６巷７弄２３號,182.72,土地3建物1車位0,260.49,4,2,4,16800000.0,64494.0,231.94,5.49,23.06,,2022,11,8123,3905,494,6048,2.11,8.85,4.0,rc,res,1,0.0,2005.0,17.0,0,1,0,0,0,0,0,0,0,縣政中心,494
宜蘭市,宜蘭縣宜蘭市嵐路三段１０８巷５號,109.23,土地1建物1車位0,115.48,11,0,11,10500000.0,90925.0,115.48,0.0,0.0,,2022,11,3448,791,5081,10817,0.0,0.0,2.0,enf_brick,res,1,0.0,1981.0,41.0,0,1,0,0,0,0,0,0,0,宜蘭,791
宜蘭市,宜蘭縣宜蘭市聖後街３１號,58.35,土地2建物1車位0,98.8,0,0,0,900000.0,9109.0,98.8,0.0,0.0,,2022,11,3569,419,6253,11025,0.0,0.0,2.0,enf_brick,comm,1,0.0,,,0,0,0,1,0,0,0,0,0,宜蘭,419
羅東鎮,宜蘭縣羅東鎮安平路７５號；安平路７７號,57.0,土地1建物1車位0,65.65,1,2,2,3550000.0,54075.0,65.65,0.0,0.0,,2022,11,13294,9564,6153,376,0.0,0.0,1.0,brick,res,1,0.0,1929.0,93.0,0,1,0,1,0,0,0,0,0,羅東,376
冬山鄉,宜蘭縣冬山鄉義成路三段２４９號,104.34,土地2建物1車位0,197.1,4,1,4,13150000.0,66717.0,197.1,0.0,0.0,,2022,11,15031,11301,7890,2858,0.0,0.0,3.0,enf_brick,res,1,0.0,1979.0,43.0,0,1,0,0,0,0,0,0,0,羅東,2858
宜蘭市,宜蘭縣宜蘭市黎明一路１２６號,126.27,土地3建物1車位0,189.02,4,2,5,12800000.0,67718.0,173.19,0.0,15.83,,2022,11,6581,4434,4189,10257,0.0,8.37,3.0,rc,agr,1,0.0,2019.0,3.0,0,1,0,1,0,0,0,0,0,縣政中心,4189
蘇澳鎮,宜蘭縣蘇澳鎮新榮路６１號,95.52,土地1建物1車位0,209.91,4,2,3,10750000.0,51212.0,194.44,0.0,15.47,,2022,11,22901,20631,16465,12299,0.0,7.37,3.0,rc,res,1,0.0,2020.0,2.0,0,1,0,0,0,0,0,0,0,羅東,12299
蘇澳鎮,宜蘭縣蘇澳鎮新榮路６１號,100.0,土地1建物1車位0,225.38,4,2,3,11500000.0,51025.0,209.91,0.0,15.47,,2022,11,22901,20631,16465,12299,0.0,6.859999999999999,3.0,rc,res,1,0.0,2020.0,2.0,0,1,0,0,0,0,0,0,0,羅東,12299
羅東鎮,宜蘭縣羅東鎮南盟路４６號,86.0,土地1建物1車位0,171.45,5,2,4,11300000.0,65908.0,171.45,0.0,0.0,321.0,2022,11,14555,10825,7414,1853,0.0,0.0,3.0,rc,res,1,0.0,1980.0,42.0,0,1,0,0,0,0,0,0,0,羅東,1853
冬山鄉,宜蘭縣冬山鄉冬山路一段３７巷９弄２２號,101.67,土地1建物1車位0,157.95,4,2,3,6500000.0,41152.0,145.17,0.0,12.78,,2022,11,24227,21958,17792,8741,0.0,8.09,4.0,rc,,0,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,羅東,8741
宜蘭市,宜蘭縣宜蘭市民權路三段８巷１９號,78.0,土地1建物1車位0,102.2,3,1,2,5000000.0,48924.0,102.2,0.0,0.0,,2022,11,4166,2127,5243,10875,0.0,0.0,2.0,enf_brick,,0,0.0,1981.0,41.0,0,1,0,0,0,0,0,0,0,宜蘭,2127
宜蘭市,宜蘭縣宜蘭市東港路二段５３８巷２弄１０號,106.81,土地2建物1車位0,205.14,4,2,3,10800000.0,52647.0,187.84,2.39,14.91,,2022,11,3783,656,4947,13670,1.17,7.2700000000000005,4.0,rc,res,1,0.0,1992.0,30.0,0,1,0,0,0,0,0,0,0,宜蘭,656
五結鄉,宜蘭縣五結鄉中興路二段２３８號,171.06,土地3建物1車位0,128.95,4,3,2,11800000.0,91508.0,125.28,3.67,0.0,,2022,11,11788,8058,4648,2822,2.85,0.0,2.0,enf_brick,agr,1,0.0,1977.0,45.0,0,1,0,0,0,0,0,0,0,羅東,2822
三星鄉,宜蘭縣三星鄉尾塹二路２２０巷１７號,170.86,土地2建物1車位0,284.97,4,3,5,17280000.0,60638.0,284.97,0.0,0.0,,2022,11,13639,9909,6499,5907,0.0,0.0,3.0,rc,,0,0.0,2017.0,5.0,0,1,0,0,0,0,0,0,0,羅東,5907
羅東鎮,宜蘭縣羅東鎮文林路１２２巷６號,95.2,土地1建物1車位0,281.16,5,2,6,21092400.0,75019.0,255.24,6.54,19.38,326.0,2022,11,13692,9962,6552,1760,2.33,6.890000000000001,4.0,rc,comm,1,1.0,2015.0,7.0,0,1,0,0,0,0,0,0,0,羅東,1760
冬山鄉,宜蘭縣冬山鄉三全路１３１巷３２號,92.26,土地3建物1車位0,190.77,4,2,4,7880000.0,41306.0,180.72,0.0,10.05,,2022,11,19230,16961,12795,7332,0.0,5.27,3.0,rc,,0,0.0,2022.0,0.0,0,1,0,0,1,0,0,0,0,羅東,7332
冬山鄉,宜蘭縣冬山鄉三順路４５巷６號,129.08,土地2建物1車位0,187.63,3,2,4,13000000.0,69285.0,168.13,0.0,19.5,330.0,2022,11,19138,16869,12703,7240,0.0,10.39,3.0,rc,,0,0.0,2015.0,7.0,0,1,0,0,0,0,0,0,0,羅東,7240
宜蘭市,宜蘭縣宜蘭市東港路二段１６０巷２７弄３６號,16.92,土地1建物1車位0,22.27,4,1,2,1200000.0,53884.0,22.28,0.0,0.0,,2022,11,4860,1371,3647,9382,0.0,0.0,2.0,enf_brick,res,1,0.0,,,0,1,0,1,0,0,0,0,0,宜蘭,1371
宜蘭市,宜蘭縣宜蘭市長春路１１０號,81.43,土地1建物1車位0,98.5,3,2,2,9000000.0,91371.0,98.5,0.0,0.0,,2022,11,5084,1246,3862,9494,0.0,0.0,2.0,enf_brick,res,1,0.0,1968.0,54.0,0,1,0,0,0,0,0,0,0,宜蘭,1246
礁溪鄉,宜蘭縣礁溪鄉玉民路二段３０１巷４２號,76.96,土地1建物1車位0,181.73,3,2,4,11980000.0,65922.0,159.59,0.0,22.14,,2022,11,3035,6672,12281,17835,0.0,12.18,3.0,rc,agr,1,1.0,2021.0,1.0,0,1,0,0,0,0,0,0,0,四城,3035
頭城鎮,宜蘭縣頭城鎮祥路１４之４號,79.02,土地1建物1車位0,168.5,4,1,3,2190000.0,12997.0,168.5,0.0,0.0,,2022,11,12235,15529,20089,25634,0.0,0.0,3.0,rc,comm,1,0.0,1981.0,41.0,0,1,0,1,0,0,0,0,0,四城,12235
宜蘭市,宜蘭縣宜蘭市縣政一街９９號,119.2,土地1建物1車位0,170.57,3,2,3,23800000.0,139532.0,153.43,0.0,17.14,,2022,11,8184,3557,518,6493,0.0,10.05,3.0,rc,res,1,0.0,2022.0,0.0,0,1,0,0,0,0,0,0,0,縣政中心,518
三星鄉,宜蘭縣三星鄉大隱六路２０９巷６弄２０號,117.14,土地2建物1車位0,209.3,3,3,3,6000000.0,28667.0,182.13,27.17,0.0,335.0,2022,11,19540,14287,12399,7361,12.98,0.0,5.0,rc,,0,0.0,1995.0,27.0,0,1,0,0,0,0,0,0,0,羅東,7361
宜蘭市,宜蘭縣宜蘭市自強路２７號,132.65,土地1建物1車位0,182.02,4,3,3,16700000.0,91748.0,167.18,14.84,0.0,,2022,11,5252,1415,2719,8351,8.15,0.0,2.0,enf_brick,res,1,0.0,1990.0,32.0,0,1,0,0,0,0,0,0,0,宜蘭,1415
