town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,lat,lng
冬山鄉,永和路９５８巷８弄１３號,94.65,,特定農業區,甲種建築用地,1080609,土地2建物1車位0,三層,鋼筋混凝土造,1090903.0,170.33,4,3,3,有,無,8880000.0,52134.0,預售屋、或土地及建物分件登記案件；,RPSQMLKKJIPFFAG28DA,151.79,0.0,18.54,無,,2019,6,24.6519605,121.7779352
冬山鄉,永和路９５８巷８弄７號,77.72,,特定農業區,甲種建築用地,1080630,土地2建物1車位0,三層,鋼筋混凝土造,1090903.0,152.58,5,2,3,有,無,7980000.0,52300.0,預售屋、或土地及建物分件登記案件；,RPTNMLLKJIPFFAG18DA,141.03,0.0,11.55,無,,2019,6,24.6519605,121.7779352
冬山鄉,永和路９５８巷８弄１１號,76.97,,特定農業區,甲種建築用地,1080603,土地2建物1車位0,三層,鋼筋混凝土造,1090903.0,150.29,4,2,3,有,無,7980000.0,53097.0,預售屋、或土地及建物分件登記案件；,RPPPMLLKJIPFFAG97DA,128.84,0.0,21.45,無,,2019,6,24.6519605,121.7779352
五結鄉,大吉五路３０９巷１１號,144.34,,特定農業區,甲種建築用地,1080529,土地2建物1車位0,三層,鋼筋混凝土造,1090812.0,142.78,3,2,3,有,無,7500000.0,52528.0,預售屋、或土地及建物分件登記案件；,RPWQMLSLRHPFFAG77EA,137.21,0.0,5.57,無,,2019,5,24.7078032,121.801492
蘇澳鎮,永愛路２１０巷９號,121.66,住,,,1080518,土地3建物1車位0,四層,鋼筋混凝土造,1090611.0,222.3,4,2,5,有,無,8700000.0,39136.0,,RPVNMLNJIIPFFAG38DA,208.81,0.0,13.49,無,,2019,5,24.6212674,121.8375978
三星鄉,尾塹二路１７巷１３弄３號,125.36,,特定農業區,甲種建築用地,1080527,土地4建物1車位0,三層,鋼筋混凝土造,1090714.0,167.98,4,2,3,有,無,8600000.0,51197.0,預售屋、或土地及建物分件登記案件；,RPRQMLOJJIPFFAG48DA,152.47,0.0,15.51,無,,2019,5,24.7016124,121.7487677
員山鄉,賢德路二段６６巷５號,81.06,,鄉村區,乙種建築用地,1080525,土地2建物1車位0,三層,鋼筋混凝土造,1090827.0,177.08,4,2,3,有,無,8480000.0,47888.0,,RPVPMLQJJIPFFBG09DA,162.9,0.0,14.18,無,,2019,5,24.7313962,121.7285031
員山鄉,賢德路二段６６巷１弄３號,99.59,,鄉村區,乙種建築用地,1080508,土地3建物1車位0,三層,鋼筋混凝土造,1090827.0,166.54,4,2,3,有,無,8380000.0,50318.0,,RPXPMLQJJIPFFBG66DA,151.98,0.0,14.58,無,,2019,5,24.731784,121.730487
壯圍鄉,富祥路４９６之６號,90.08,農,,,1080403,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8150000.0,51332.0,預售屋、或土地及建物分件登記案件；,RPPOMLNKRHPFFBG88DA,144.28,0.0,14.49,無,,2019,4,24.7486374,121.7918489
壯圍鄉,富祥路４９６之７號,90.09,農,,,1080429,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8230000.0,51836.0,預售屋、或土地及建物分件登記案件；,RPTOMLNLRHPFFBG86EA,144.28,0.0,14.49,無,,2019,4,24.7486374,121.7918489
蘇澳鎮,永愛路２１０巷１１號,121.66,住,,,1080406,土地3建物1車位0,四層,鋼筋混凝土造,1090611.0,214.86,4,2,5,有,無,8000000.0,37234.0,,RPXNMLNJIIPFFAG58DA,194.86,0.0,20.0,無,,2019,4,24.6212674,121.8375978
蘇澳鎮,永愛路２１０巷２５號,216.14,住,,,1080406,土地3建物1車位0,三層,鋼筋混凝土造,1090611.0,264.16,4,2,5,有,無,9900000.0,37477.0,,RPTNMLNJIIPFFAG18DA,243.89,0.0,20.27,無,,2019,4,24.6212674,121.8375978
蘇澳鎮,永愛路２１０巷２３號,123.97,住,,,1080424,土地4建物1車位0,三層,鋼筋混凝土造,1090611.0,205.02,4,2,5,有,無,7800000.0,38045.0,預售屋、或土地及建物分件登記案件；,RPPPMLKLIIPFFAG87DA,191.59,0.0,13.43,無,,2019,4,24.6212674,121.8375978
壯圍鄉,富祥路４９８之６號,90.09,農,,,1080403,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8200000.0,51647.0,預售屋、或土地及建物分件登記案件；,RPUOMLNLRHPFFBG96EA,144.28,0.0,14.49,無,,2019,4,24.7486374,121.7918489
宜蘭市,大坡路一段３０５巷１５弄１３號,77.9,農,,,1080306,土地2建物1車位0,三層,鋼筋混凝土造,1090702.0,148.93,4,2,4,有,無,8355000.0,56100.0,預售屋、或土地及建物分件登記案件；,RPOPMLSJRHPFFBG66DA,134.33,0.0,14.6,無,,2019,3,24.7728945,121.7469707
壯圍鄉,富祥路４９８之７號,90.09,農,,,1080314,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,7930000.0,49946.0,預售屋、或土地及建物分件登記案件；,RPUNMLNKRHPFFBG66DA,144.28,0.0,14.49,無,,2019,3,24.7486374,121.7918489
壯圍鄉,富祥路４９８之８號,90.09,農,,,1080301,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8100000.0,51017.0,預售屋、或土地及建物分件登記案件；,RPVNMLNKRHPFFBG76DA,144.28,0.0,14.49,無,,2019,3,24.7486374,121.7918489
三星鄉,尾塹二路１７巷１１號,97.03,,特定農業區,甲種建築用地,1080323,土地2建物1車位0,三層,鋼筋混凝土造,1090714.0,184.14,4,2,3,有,無,9300000.0,50505.0,預售屋、或土地及建物分件登記案件；,RPSNMLPJJIPFFAG38DA,168.74,0.0,15.4,無,,2019,3,24.7016222,121.7491861
三星鄉,尾塹二路１７巷１３弄２號,126.99,,特定農業區,甲種建築用地,1080329,土地4建物1車位0,三層,鋼筋混凝土造,1090714.0,168.2,4,2,3,有,無,8600000.0,51130.0,預售屋、或土地及建物分件登記案件；,RPSQMLOJJIPFFAG58DA,148.12,0.0,20.08,無,,2019,3,24.7016124,121.7487677
三星鄉,尾塹二路１７巷１３弄８號,129.83,,特定農業區,甲種建築用地,1080325,土地4建物1車位0,三層,鋼筋混凝土造,1090714.0,168.92,4,2,3,有,無,8800000.0,52096.0,預售屋、或土地及建物分件登記案件；,RPPQMLOJJIPFFAG28DA,149.26,0.0,19.66,無,,2019,3,24.7016124,121.7487677
三星鄉,尾塹二路１７巷１３弄１號,126.82,,特定農業區,甲種建築用地,1080328,土地4建物1車位0,三層,鋼筋混凝土造,1090714.0,167.97,4,2,3,有,無,8600000.0,51200.0,預售屋、或土地及建物分件登記案件；,RPTQMLOJJIPFFAG68DA,148.12,0.0,19.85,無,,2019,3,24.7016124,121.7487677
三星鄉,尾塹二路１７巷１７號,110.51,,特定農業區,甲種建築用地,1080322,土地2建物1車位0,三層,鋼筋混凝土造,1090714.0,184.14,4,2,3,有,無,9500000.0,51591.0,預售屋、或土地及建物分件登記案件；,RPVQMLOJJIPFFAG88DA,168.75,0.0,15.39,無,,2019,3,24.7016136,121.7493212
三星鄉,尾塹二路１７巷１３弄５號,130.88,,特定農業區,甲種建築用地,1080322,土地4建物1車位0,三層,鋼筋混凝土造,1090714.0,170.03,4,2,3,有,無,8800000.0,51756.0,預售屋、或土地及建物分件登記案件；,RPUQMLOJJIPFFAG78DA,149.95,0.0,20.08,無,,2019,3,24.7016124,121.7487677
宜蘭市,大坡路一段３０５巷１１號,75.19,農,,,1080228,土地2建物1車位0,三層,鋼筋混凝土造,1090702.0,140.85,3,2,4,有,無,8350000.0,59283.0,預售屋、或土地及建物分件登記案件；,RPROMLSJRHPFFBG86DA,134.57,0.0,6.28,無,,2019,2,24.7736517,121.748021
壯圍鄉,富祥路４９６之３號,90.08,農,,,1080227,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8280000.0,52151.0,預售屋、或土地及建物分件登記案件；,RPXNMLNKRHPFFBG96DA,144.28,0.0,14.49,無,,2019,2,24.7486374,121.7918489
壯圍鄉,富祥路４９６之５號,90.08,農,,,1080227,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8180000.0,51521.0,預售屋、或土地及建物分件登記案件；,RPOOMLNKRHPFFBG78DA,144.28,0.0,14.49,無,,2019,2,24.7486374,121.7918489
三星鄉,大德中路７１號,150.37,,特定農業區,甲種建築用地,1080220,土地2建物1車位0,四層,鋼筋混凝土造,1061221.0,251.25,3,2,5,有,無,11300000.0,44975.0,,RPQOMLMLRHPFFAG98EA,230.92,0.0,20.33,有,,2019,2,24.695527,121.7217084
宜蘭市,大坡路一段３０５巷１３號,123.3,農,,,1080114,土地2建物1車位0,三層,鋼筋混凝土造,1090702.0,162.63,4,2,5,有,無,9050000.0,55648.0,預售屋、或土地及建物分件登記案件；,RPSOMLSJRHPFFBG96DA,154.36,0.0,8.27,無,,2019,1,24.7734404,121.7480198
宜蘭市,大坡路一段３０５巷１７號,134.03,農,,,1080105,土地3建物1車位0,三層,鋼筋混凝土造,1090702.0,163.93,4,2,5,有,無,9000000.0,54901.0,預售屋、或土地及建物分件登記案件；,RPUOMLSJRHPFFBG17DA,155.66,0.0,8.27,無,,2019,1,24.7728242,121.7468501
壯圍鄉,富祥路４９８之１號,90.09,農,,,1080117,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8300000.0,52277.0,預售屋、或土地及建物分件登記案件；,RPRNMLOKRHPFFBG09DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９８號,92.85,農,,,1080115,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,161.34,4,2,3,有,有,8130000.0,50390.0,預售屋、或土地及建物分件登記案件；,RPPNMLNKRHPFFBG78DA,146.65,0.0,14.69,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９８之２號,90.09,農,,,1080126,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8280000.0,52151.0,預售屋、或土地及建物分件登記案件；,RPRNMLNKRHPFFBG98DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９８之３號,90.09,農,,,1080112,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8230000.0,51836.0,預售屋、或土地及建物分件登記案件；,RPSNMLNKRHPFFBG09DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９８之５號,90.09,農,,,1080112,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8000000.0,50387.0,預售屋、或土地及建物分件登記案件；,RPTNMLNKRHPFFBG56DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９６之２號,90.08,農,,,1080108,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,7900000.0,49758.0,預售屋、或土地及建物分件登記案件；,RPWNMLNKRHPFFBG86DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９６之９號,93.04,農,,,1080108,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,161.31,4,2,3,有,有,7880000.0,48850.0,預售屋、或土地及建物分件登記案件；,RPROMLNKRHPFFBG09DA,146.62,0.0,14.69,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９６號,92.85,農,,,1080112,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,161.45,4,2,3,有,有,8100000.0,50170.0,預售屋、或土地及建物分件登記案件；,RPPNMLOKRHPFFBG88DA,146.76,0.0,14.69,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９６之８號,90.09,農,,,1080111,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8000000.0,50387.0,預售屋、或土地及建物分件登記案件；,RPQOMLNKRHPFFBG98DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９６之１號,90.08,農,,,1080119,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,158.77,4,2,3,有,有,8280000.0,52151.0,預售屋、或土地及建物分件登記案件；,RPVNMLTLRHPFFBG47DA,144.28,0.0,14.49,無,,2019,1,24.7486374,121.7918489
壯圍鄉,富祥路４９８之９號,93.04,農,,,1080115,土地3建物1車位0,三層,鋼筋混凝土造,1090707.0,161.45,4,2,3,有,有,8080000.0,50046.0,預售屋、或土地及建物分件登記案件；,RPSOMLTKIIPFFBG98DA,146.76,0.0,14.69,無,,2019,1,24.7486374,121.7918489
宜蘭市,健康路一段５５巷１８號,228.55,住,,,1080123,土地1建物1車位0,三層,鋼筋混凝土造,1040924.0,378.13,6,5,5,有,無,42800000.0,113189.0,妻舅買賣親友、員工、共有人或其他特殊關係間之交易；,RPWOMLKLIIPFFBG58DA,353.98,0.0,24.15,有,,2019,1,24.7413962,121.7524726
羅東鎮,南寧路３２巷４６號,73.0,住,,,1080119,土地2建物1車位0,三層,見其他登記事項,1090604.0,184.94,3,2,4,有,無,13000000.0,70293.0,,RPSOMLTJJIPFFAG88DA,170.75,0.0,14.19,無,,2019,1,24.668046,121.7706202
壯圍鄉,大福路二段１５０巷１７弄１０之５號,215.97,,特定農業區,農牧用地,1080105,土地3建物1車位0,四層,鋼筋混凝土造,1090901.0,151.2,2,3,4,有,有,10110000.0,66865.0,農地:492075元整預售屋、或土地及建物分件登記案件；,RPROMLNLJIPFFBG48DA,130.64,0.0,20.4,無,,2019,1,24.7902281,121.795717
壯圍鄉,大福路二段１５０巷１７弄１０之６號,215.97,,特定農業區,農牧用地,1080104,土地3建物1車位0,四層,鋼筋混凝土造,1090901.0,151.2,2,2,4,有,有,10000000.0,66138.0,農地:492075元整預售屋、或土地及建物分件登記案件；,RPSOMLNLJIPFFBG58DA,130.64,0.0,20.4,無,,2019,1,24.7902281,121.795717
壯圍鄉,大福路二段１５０巷１７弄１０之７號,215.97,,特定農業區,農牧用地,1080105,土地3建物1車位0,四層,鋼筋混凝土造,1090901.0,151.18,2,3,4,有,有,9743000.0,64446.0,農地:492075元整預售屋、或土地及建物分件登記案件；,RPTOMLNLJIPFFBG68DA,130.64,0.0,20.4,無,,2019,1,24.7902281,121.795717
冬山鄉,光明路１１８巷１０號,107.2,住,,,1071231,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPTPMLSLRHPFFAG27DA,184.25,0.0,13.32,無,,2018,12,24.6667979,121.764265
冬山鄉,光明路１１８巷１２號,107.1,住,,,1071223,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPUPMLSLRHPFFAG37DA,184.25,0.0,13.32,無,,2018,12,24.6668554,121.7642195
冬山鄉,光明路１１８巷１６號,107.01,住,,,1071223,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPVPMLSLRHPFFAG47DA,184.25,0.0,13.32,無,,2018,12,24.6669073,121.7642347
冬山鄉,光明路１１８巷１８號,106.92,住,,,1071223,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPWPMLSLRHPFFAG57DA,184.25,0.0,13.32,無,,2018,12,24.6669576,121.7642347
冬山鄉,光明路１１８巷２０號,120.91,住,,,1071220,土地4建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,200.47,4,2,3,有,無,12280000.0,61256.0,預售屋、或土地及建物分件登記案件；,RPXPMLSLRHPFFAG67DA,186.65,0.0,13.82,無,,2018,12,24.667006,121.7642347
冬山鄉,光明路１１８巷８號,107.28,住,,,1071208,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPSPMLSLRHPFFAG17DA,184.25,0.0,13.32,無,,2018,12,24.6667538,121.7642114
冬山鄉,光明路１１８巷９號,107.11,住,,,1071223,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPPOMLSLRHPFFAG76DA,184.25,0.0,13.32,無,,2018,12,24.6668085,121.764115
冬山鄉,光明路１１８巷１１號,107.03,住,,,1071201,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPROMLSLRHPFFAG96DA,184.25,0.0,13.32,無,,2018,12,24.6668624,121.7640454
冬山鄉,光明路１１８巷１３號,106.96,住,,,1071201,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPTOMLSLRHPFFAG17DA,184.25,0.0,13.32,無,,2018,12,24.6669196,121.7640454
宜蘭市,大坡路一段３０５巷１９號,84.93,農,,,1071118,土地2建物1車位0,三層,鋼筋混凝土造,1090702.0,152.33,4,2,3,有,無,8150000.0,53502.0,預售屋、或土地及建物分件登記案件；,RPTOMLSJRHPFFBG07DA,145.41,0.0,6.92,無,,2018,11,24.7727531,121.7468444
宜蘭市,大坡路一段３０５巷１５弄９號,77.9,農,,,1071110,土地2建物1車位0,三層,鋼筋混凝土造,1090702.0,148.93,4,2,4,有,無,8200000.0,55059.0,預售屋、或土地及建物分件登記案件；,RPVOMLSJRHPFFBG27DA,134.33,0.0,14.6,無,,2018,11,24.7728945,121.7469707
冬山鄉,光明路１１２號,127.73,住,,,1071104,土地2建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,232.33,4,2,5,有,無,14280000.0,61464.0,預售屋、或土地及建物分件登記案件；,RPPPMLSLRHPFFAG86DA,220.33,0.0,12.0,有,,2018,11,24.7021073,121.7377502
冬山鄉,光明路１１８巷１５號,106.89,住,,,1071109,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPVOMLSLRHPFFAG37DA,184.25,0.0,13.32,無,,2018,11,24.6669712,121.7640452
冬山鄉,光明路１１８巷１７號,149.43,住,,,1071114,土地4建物1車位0,四層,鋼骨鋼筋混凝土造,1090806.0,255.25,4,2,5,有,無,14180000.0,55553.0,預售屋、或土地及建物分件登記案件；,RPXOMLSLRHPFFAG57DA,227.27,0.0,27.98,有,,2018,11,24.6670123,121.7640452
冬山鄉,光明路１２２號,134.76,住,,,1071111,土地2建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,232.33,4,2,5,有,無,14280000.0,61464.0,預售屋、或土地及建物分件登記案件；,RPTNMLSLRHPFFAG07DA,220.33,0.0,12.0,有,,2018,11,24.7021073,121.7377502
冬山鄉,光明路１１８巷５號,107.24,住,,,1071102,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPXNMLSLRHPFFAG47DA,184.25,0.0,13.32,無,,2018,11,24.6667059,121.7640456
冬山鄉,光明路１１８巷７號,107.18,住,,,1071125,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPOOMLSLRHPFFAG66DA,184.25,0.0,13.32,無,,2018,11,24.6666689,121.7639344
冬山鄉,光明路１１８巷２號,107.47,住,,,1071125,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPQPMLSLRHPFFAG96DA,184.25,0.0,13.32,無,,2018,11,24.666635,121.7642178
冬山鄉,光明路１１８巷６號,107.37,住,,,1071119,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPRPMLSLRHPFFAG07DA,184.25,0.0,13.32,無,,2018,11,24.666701,121.7642111
冬山鄉,光明路１２０號,208.7,住,,,1071104,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,232.33,4,2,5,有,無,14280000.0,61464.0,預售屋、或土地及建物分件登記案件；,RPUNMLSLRHPFFAG17DA,220.33,0.0,12.0,有,,2018,11,24.7021073,121.7377502
冬山鄉,光明路１１８巷１號,107.38,住,,,1071111,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPVNMLSLRHPFFAG27DA,184.25,0.0,13.32,無,,2018,11,24.6666044,121.7640456
冬山鄉,光明路１１８巷３號,107.32,住,,,1071117,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,197.57,4,2,3,有,無,12280000.0,62155.0,預售屋、或土地及建物分件登記案件；,RPWNMLSLRHPFFAG37DA,184.25,0.0,13.32,無,,2018,11,24.6666603,121.7640456
冬山鄉,光明路１１６號,245.18,住,,,1071104,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1090806.0,232.33,4,2,5,有,無,14280000.0,61464.0,預售屋、或土地及建物分件登記案件；,RPOPMLSLRHPFFAG76DA,220.33,0.0,12.0,有,,2018,11,24.7021073,121.7377502
三星鄉,三星路二段９９巷１５號,229.97,,鄉村區,乙種建築用地,1070919,土地1建物1車位0,四層,鋼筋混凝土造,1090316.0,293.68,4,3,5,有,無,17580000.0,59861.0,預售屋、或土地及建物分件登記案件；,RPROMLNJRHPFFAG88DA,263.12,0.0,30.56,有,,2018,9,24.6682806,121.7060211
宜蘭市,縣政五街１０２巷５號,159.2,住,,,1070831,土地3建物1車位0,三層,鋼筋混凝土造,1050802.0,239.41,2,2,5,有,無,13600000.0,56806.0,預售屋、或土地及建物分件登記案件；,RPVPMLQKRHPFFBG27DA,216.45,0.0,20.79,無,,2018,8,24.7240046,121.7618136
冬山鄉,光明一路１２巷２０號,276.5,,特定農業區,農牧用地,1070629,土地5建物1車位0,三層,鋼筋混凝土造,1081006.0,193.87,4,1,5,有,無,15200000.0,78403.0,土地價格836萬；建物價格684萬元整。預售屋、或土地及建物分件登記案件；,RPQNMLSKIIPFFAG48DA,183.61,0.0,10.26,無,,2018,6,24.7021073,121.7377502
五結鄉,宜蘭縣五結鄉中興路三段１９巷８弄９號,110.25,住,,,1090425,土地3建物1車位0,三層,見其他登記事項,1081023.0,202.24,3,2,4,有,無,13180000.0,65170.0,,RPSNMLQKNHPFFAG78CA,180.36,0.0,21.88,,,2020,4,24.6922403,121.7743596
五結鄉,宜蘭縣五結鄉中興路三段１９巷１６弄１０號,135.36,住,,,1090411,土地4建物1車位0,三層,見其他登記事項,1081023.0,197.77,3,2,4,有,無,14600000.0,73823.0,,RPTNMLQKNHPFFAG88CA,181.04,0.0,16.73,,,2020,4,24.692309,121.774505
冬山鄉,宜蘭縣冬山鄉冬山路一段３７巷９弄３號,218.39,,風景區,丙種建築用地,1090327,土地1建物1車位0,三層,鋼筋混凝土造,841106.0,205.62,8,1,6,有,無,8100000.0,39393.0,增建:一樓空地，頂樓及露台。,RPUOMLTLNHPFFAG86CA,184.56,15.21,5.85,,,2020,3,24.614699,121.8097847
五結鄉,宜蘭縣五結鄉國民南路１１之２號,165.74,,特定農業區,甲種建築用地,1090415,土地4建物1車位0,三層,見其他登記事項,1080902.0,237.62,5,2,5,有,無,16800000.0,70701.0,,RPWOMLTLNHPFFAG07CA,223.97,0.0,13.65,,,2020,4,24.6881458,121.793774
宜蘭市,宜蘭縣宜蘭市幸福路６９號,91.66,住,,,1090409,土地1建物1車位0,一層,鋼筋混凝土加強磚造,620721.0,68.45,3,2,2,有,無,6800000.0,99343.0,一樓空地及頂樓增建,RPTOMLOKNHPFFBG88CA,68.45,0.0,0.0,,,2020,4,24.7603756,121.7555577
員山鄉,宜蘭縣員山鄉文化路８５巷１２弄６號,134.71,住,,,1090416,土地3建物1車位0,四層,鋼筋混凝土造,870722.0,223.22,5,2,4,有,無,6000000.0,26879.0,親屬間買賣,RPXNMLSKNHPFFBG17EA,206.48,3.35,13.39,,,2020,4,24.7462721,121.725342
宜蘭市,宜蘭縣宜蘭市大福路一段１２９號,147.0,,鄉村區,乙種建築用地,1090417,土地1建物1車位0,一層,鋼筋混凝土加強磚造,670624.0,109.31,2,3,3,有,無,9800000.0,89653.0,一樓廚房增建，二樓增建，三樓增建鐵皮屋頂無牆。,RPROMLQLNHPFFBG98CA,109.31,0.0,0.0,,,2020,4,24.7661215,121.7684782
頭城鎮,宜蘭縣頭城鎮濱海路五段４５１號,50.7,住,,,1090312,土地2建物1車位0,三層,鋼筋混凝土加強磚造,701024.0,112.05,2,1,3,有,無,5000000.0,44623.0,一樓後方增建權利人3人,RPQOMLOKNHPFFBG58CA,112.05,0.0,0.0,,,2020,3,24.9416434,121.9001999
頭城鎮,宜蘭縣頭城鎮濱海路五段４５３號,48.77,住,,,1090312,土地2建物1車位0,三層,鋼筋混凝土加強磚造,701024.0,112.05,2,1,3,有,無,5000000.0,44623.0,一樓後方增建權利人3人,SPQOMLOKNHPFFBG68CA,112.05,0.0,0.0,,,2020,3,24.9416448,121.9002421
頭城鎮,宜蘭縣頭城鎮濱海路五段４５５號,47.84,住,,,1090312,土地2建物1車位0,三層,鋼筋混凝土加強磚造,701024.0,112.05,2,1,3,有,無,5000000.0,44623.0,一樓後方增建權利人3人,TPQOMLOKNHPFFBG78CA,112.05,0.0,0.0,,,2020,3,24.9416572,121.9002825
羅東鎮,宜蘭縣羅東鎮復興路一段４１號,86.45,住,,,1090424,土地1建物1車位0,三層,見其他登記事項,1081225.0,211.87,0,3,2,有,無,22000000.0,103837.0,,RPTNMLQLNHPFFAG98CA,196.82,0.0,15.05,,,2020,4,24.6821777,121.7703757
羅東鎮,宜蘭縣羅東鎮延平路１５號,135.0,住,,,1090414,土地2建物1車位0,一層,見其他登記事項,521027.0,41.13,2,1,1,有,無,6180000.0,150255.0,含增建或未登記建物。；受債權債務影響或債務抵償之交易。；,RPPNMLRLNHPFFAG68CA,41.13,0.0,0.0,,,2020,4,24.6727851,121.7680663
蘇澳鎮,宜蘭縣蘇澳鎮志成路400號,147.2,住,,,1080118,土地1建物1車位0,三層,鋼筋混凝土造,1090220.0,258.62,4,2,5,有,無,11000000.0,42533.0,,RPSNMLSLNHPFFAG09CA,234.99,0.0,23.63,,,2019,1,24.5963701,121.8333513
蘇澳鎮,宜蘭縣蘇澳鎮志成路402巷10號,174.95,住,,,1070925,土地2建物1車位0,三層,鋼筋混凝土造,1090220.0,232.42,4,2,4,有,無,9020000.0,38809.0,,RPWNMLSLNHPFFAG86CA,208.79,0.0,23.63,,,2018,9,24.5963719,121.8333781
五結鄉,宜蘭縣五結鄉利成路一段８６巷６弄３號,61.71,,鄉村區,乙種建築用地,1090427,土地1建物1車位0,二層,鋼筋混凝土加強磚造,691219.0,103.5,3,2,2,有,無,2500000.0,24155.0,,RPSNMLOKNHPFFAG58CA,103.5,0.0,0.0,,,2020,4,24.6500301,121.8284367
