town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,lat,lng
冬山鄉,宜蘭縣冬山鄉鹿安路３４９巷６弄８號,101.22,住,,,1100909,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660119.0,112.5,0,0,2,有,無,2600000.0,23111.0,,RPXOMLTKIIGGFAG58DA,112.5,0.0,0.0,無,,2021,9,24.6601163,121.7644695
宜蘭市,宜蘭縣宜蘭市嵐峰路一段１９９巷１７弄１８號,93.72,住,,,1100930,土地1建物1車位0,四層,鋼筋混凝土造,1060728.0,253.52,4,2,5,有,無,17500000.0,69028.0,,RPTOMLTKIIGGFBG28DA,231.68,0.0,21.84,有,,2021,9,24.7415442,121.7510897
礁溪鄉,宜蘭縣礁溪鄉礁溪路七段１４１巷２９號,45.55,,一般農業區,甲種建築用地,1100927,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700709.0,59.16,3,2,2,有,無,1101116.0,18613.0,本案雙方為二等親及土地建物共有人關係。含土地增值稅或其他稅費88616元；含地政士服務費12500元；親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTKIIGGFBG87DA,59.16,0.0,0.0,無,,2021,9,24.8380447,121.787186
宜蘭市,宜蘭縣宜蘭市大福路一段２２７巷３弄２１號,76.0,,鄉村區,乙種建築用地,1100923,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690707.0,92.36,3,2,2,有,無,4000000.0,43309.0,,RPWOMLTKIIGGFBG68EA,92.36,0.0,0.0,無,,2021,9,24.7643275,121.7651748
壯圍鄉,宜蘭縣壯圍鄉新南三路３３巷２２號,195.25,,特定農業區,甲種建築用地,1100928,土地3建物1車位0,三層,鋼筋混凝土造,1060420.0,161.25,5,2,4,有,無,10800000.0,66977.0,其他增建：壹樓空地、壹樓採光罩、陽台增建、頂樓採光罩陽台外推；頂樓加蓋；其他增建；,RPSNMLSKIIGGFBG97DA,149.86,0.0,11.39,無,401.0,2021,9,24.7198842,121.793484
礁溪鄉,宜蘭縣礁溪鄉白雲六路７巷６之２８號,213.3,,特定農業區,甲種建築用地,1100925,土地7建物1車位0,四層,鋼筋混凝土造,1050202.0,199.29,5,2,6,有,無,12000000.0,60214.0,,RPOQMLTKIIGGFBG97DA,188.26,0.0,11.03,無,402.0,2021,9,24.8363352,121.786135
員山鄉,宜蘭縣員山鄉思源路１８９巷１３弄１號,106.33,,特定農業區,甲種建築用地,1100926,土地4建物1車位0,三層,鋼筋混凝土造,1091111.0,166.92,4,2,4,有,無,7800000.0,46729.0,,RPVNMLTKIIGGFBG38DA,155.01,0.0,11.91,無,,2021,9,24.7215378,121.7103628
宜蘭市,宜蘭縣宜蘭市泰山路１１２巷１弄１０號,94.82,住,,,1100924,土地3建物1車位0,二層,鋼筋混凝土加強磚造,660921.0,104.52,3,2,2,有,無,6450000.0,61711.0,,RPPNMLMLIIGGFBG17DA,104.52,0.0,0.0,無,,2021,9,24.7528594,121.7399066
五結鄉,宜蘭縣五結鄉福德路１１號,131.96,農,,,1100909,土地2建物1車位0,二層,鋼筋混凝土造,750930.0,149.04,3,2,2,有,無,3700000.0,24826.0,增建壹樓後方廚房其他增建；,RPSNMLLLIIGGFAG27DA,140.77,0.0,8.27,無,,2021,9,24.6936562,121.7639936
冬山鄉,宜蘭縣冬山鄉八仙三路１５巷３０號,579.06,,特定農業區,農牧用地,1100902,土地4建物1車位0,三層,鋼筋混凝土造,1041019.0,212.33,4,2,5,有,無,17000000.0,80064.0,建商與地主合建案。；包含公共設施保留地之交易。；,RPSOMLOKIIGGFAG57DA,197.82,0.0,14.51,無,,2021,9,24.6591564,121.7801535
冬山鄉,宜蘭縣冬山鄉大興路１１３號,72.49,,特定農業區,甲種建築用地,1100921,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700203.0,121.88,3,2,2,有,無,3039200.0,24936.0,,RPWQMLKLIIGGFAG87DA,121.88,0.0,0.0,無,,2021,9,24.625635,121.8111682
冬山鄉,宜蘭縣冬山鄉武罕五路２０１巷６號,132.9,,特定農業區,甲種建築用地,1100927,土地3建物1車位0,三層,鋼筋混凝土造,1020206.0,193.74,4,2,4,有,無,10500000.0,54196.0,,RPPNMLPJIIGGFAG17DA,171.84,10.16,11.74,無,,2021,9,24.6609366,121.7942973
壯圍鄉,宜蘭縣壯圍鄉壯濱路二段４９巷１６號,78.42,,鄉村區,乙種建築用地,1100924,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701231.0,117.84,3,2,2,有,無,1000000.0,8486.0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLLLIIGGFBG67DA,117.84,0.0,0.0,無,,2021,9,24.734674,121.818145
壯圍鄉,宜蘭縣壯圍鄉美功路一段１２８號,75.0,,特定農業區,甲種建築用地,1100928,土地1建物1車位0,二層,鋼筋混凝土加強磚造,810602.0,100.27,2,2,2,有,無,5300000.0,52857.0,頂樓及旁邊防火巷加蓋頂樓加蓋；其他增建；,RPQSMLKLIIGGFBG57DA,89.96,8.91,1.4,無,405.0,2021,9,24.7724815,121.7826149
礁溪鄉,宜蘭縣礁溪鄉育英路９０巷７弄１號,90.03,住,,,1100910,土地2建物1車位0,三層,鋼筋混凝土造,830826.0,188.82,0,0,3,有,無,5520000.0,29234.0,一樓廚房。頂樓加蓋；其他增建；,RPWOMLKLIIGGFBG77DA,169.6,14.64,4.58,無,,2021,9,24.785874,121.7572195
員山鄉,宜蘭縣員山鄉三鬮路２１７號,86.05,,特定農業區,甲種建築用地,1100913,土地1建物1車位0,四層,鋼筋混凝土造,840216.0,211.0,6,2,3,有,無,6800000.0,32227.0,,RPWOMLOJJIGGFBG08DA,191.14,6.45,13.41,無,,2021,9,24.7327655,121.7166563
五結鄉,宜蘭縣五結鄉利成路一段５０巷４６號,83.56,,鄉村區,乙種建築用地,1100930,土地1建物1車位0,四層,鋼筋混凝土造,840401.0,160.44,4,2,2,有,無,3600000.0,22438.0,地政士服務費由買方單獨負擔其他增建；,RPWNMLPLIIGGFAG18EA,139.91,13.45,7.08,無,409.0,2021,9,24.6497508,121.8291417
宜蘭市,宜蘭縣宜蘭市女中路二段３６８巷６號,102.25,住,,,1100929,土地1建物1車位0,四層,鋼筋混凝土造,890902.0,237.57,7,1,4,有,無,14000000.0,58930.0,,RPPNMLPLIIGGFBG57EA,199.86,18.44,19.27,無,,2021,9,24.7457489,121.7528833
宜蘭市,宜蘭縣宜蘭市縣政九街２２號,230.37,住,,,1100928,土地3建物1車位0,四層,鋼筋混凝土造,1040903.0,311.26,3,3,4,有,無,27100000.0,87065.0,增建：天井。土地價格：1626萬，房屋價格：1084萬。其他增建；,RPQNMLPLIIGGFBG57DA,286.41,0.0,24.85,有,,2021,9,24.7302158,121.7587765
員山鄉,宜蘭縣員山鄉成功一路３２巷４０號,73.58,,特定農業區,甲種建築用地,1100917,土地1建物1車位0,一層,鋼筋混凝土加強磚造,701223.0,44.06,3,2,1,有,無,3600000.0,81707.0,,RPQOMLPLIIGGFBG67DA,44.06,0.0,0.0,無,,2021,9,24.717517,121.703253
蘇澳鎮,宜蘭縣蘇澳鎮隘界路３４７號,89.58,住,,,1100922,土地1建物1車位0,三層,鋼筋混凝土造,800711.0,162.1,3,2,3,有,無,5700000.0,35163.0,其他增建:防火巷1.2樓其他增建；,RPPNMLKLIIGGFAG86DA,162.1,0.0,0.0,無,410.0,2021,9,24.6193763,121.8418216
冬山鄉,宜蘭縣冬山鄉環湖路２８１號,152.83,都市：其他:第一種遊憩服務設施,,,1100908,土地3建物1車位0,二層,鋼筋混凝土加強磚造,720120.0,118.66,2,2,2,有,無,11730000.0,98854.0,,RPXNMLLLIIGGFAG77DA,118.66,0.0,0.0,無,,2021,9,24.644631,121.73009
羅東鎮,宜蘭縣羅東鎮進德街１８５號,86.0,住,,,1100922,土地1建物1車位0,四層,鋼筋混凝土造,850516.0,188.54,5,3,3,有,無,14100000.0,74785.0,其他增建；,RPWNMLMLIIGGFAG77DA,160.39,28.15,0.0,無,,2021,9,24.6786677,121.756885
羅東鎮,宜蘭縣羅東鎮月眉路１６１巷３弄２８號,121.22,,特定農業區,甲種建築用地,1100928,土地4建物1車位0,三層,鋼筋混凝土造,1050509.0,193.58,4,2,5,有,無,11300000.0,58374.0,,RPVNMLPLIIGGFAG97DA,180.88,0.0,12.7,無,412.0,2021,9,24.6638627,121.7948106
宜蘭市,宜蘭縣宜蘭市中興路２１５巷７號,99.8,住,,,1100905,土地2建物1車位0,五層,鋼筋混凝土造,851216.0,289.73,4,2,3,有,無,8000000.0,27612.0,,RPOQMLPLIIGGFBG67DA,247.37,20.71,19.85,無,413.0,2021,9,24.7572257,121.7652964
礁溪鄉,宜蘭縣礁溪鄉瑪僯路１３０之２０號,134.57,,特定農業區,甲種建築用地,1100930,土地7建物1車位0,三層,鋼筋混凝土造,1050601.0,186.17,3,2,3,有,有,10600000.0,56937.0,,RPWPMLPLIIGGFBG38DA,173.87,0.0,12.3,無,415.0,2021,9,24.7904482,121.7660916
宜蘭市,宜蘭縣宜蘭市大福路二段２０巷１號,127.77,住,,,1100918,土地3建物1車位0,四層,鋼筋混凝土造,1041014.0,260.14,4,2,4,有,無,15400000.0,59199.0,,RPQNMLLLIIGGFBG17DA,237.79,0.0,22.35,有,417.0,2021,9,24.7652903,121.7605774
壯圍鄉,宜蘭縣壯圍鄉永美路一段１７９巷５１號,122.21,,特定農業區,甲種建築用地,1100926,土地2建物1車位0,三層,鋼筋混凝土造,821009.0,199.87,3,2,3,有,無,4600000.0,23015.0,其他增建：壹樓空地、防火巷、鐵鋁窗增建、鐵皮屋頂增建、一樓採光罩。陽台外推；頂樓加蓋；其他增建；,RPTNMLSKIIGGFBG08DA,172.14,13.8,13.93,無,,2021,9,24.769792,121.801152
羅東鎮,宜蘭縣羅東鎮新群五路４６號,103.13,,特定農業區,甲種建築用地,1100928,土地1建物1車位0,三層,鋼筋混凝土造,821103.0,202.72,5,1,3,有,無,8600000.0,42423.0,,RPQNMLQLIIGGFAG67EA,181.22,8.78,12.72,無,,2021,9,24.6744398,121.7977449
宜蘭市,宜蘭縣宜蘭市建蘭南路７０號,151.29,住,,,1100923,土地2建物1車位0,四層,鋼筋混凝土造,1031007.0,305.69,3,2,4,有,無,26550000.0,86853.0,,RPWOMLQLIIGGFBG48EA,282.38,0.0,23.31,有,,2021,9,24.7242525,121.7651977
礁溪鄉,宜蘭縣礁溪鄉瑪僯路８１之３８號,114.38,,特定農業區,甲種建築用地,1100924,土地1建物1車位0,四層,鋼筋混凝土造,1070806.0,306.89,4,2,4,有,無,15800000.0,51484.0,,RPTNMLRLRHGGFBG88DA,265.05,15.29,26.55,無,,2021,9,24.790578,121.775116
礁溪鄉,宜蘭縣礁溪鄉瑪僯路８１之２５號,132.56,,特定農業區,甲種建築用地,1100917,土地1建物1車位0,四層,鋼筋混凝土造,1070806.0,290.92,4,2,4,有,無,15300000.0,52592.0,,RPUOMLNLRHGGFBG68DA,253.92,4.58,32.42,無,,2021,9,24.790578,121.775116
宜蘭市,宜蘭縣宜蘭市環市東路二段２７７號,106.62,農,,,1100914,土地3建物1車位0,三層,鋼骨鋼筋混凝土造,1100720.0,169.41,4,2,3,有,無,13880000.0,81931.0,,RPRRMLKLIIGGFBG57DA,155.25,0.0,14.16,無,,2021,9,24.7436241,121.7714152
宜蘭市,宜蘭縣宜蘭市進士路１５１巷５弄９號,75.0,住,,,1100923,土地1建物1車位0,二層,鋼筋混凝土加強磚造,670525.0,104.28,1,1,2,有,無,6000000.0,57537.0,建物格局僅有1房1廳2衛，其餘皆無隔間。親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPTOMLQLIIGGFBG08DA,104.28,0.0,0.0,無,,2021,9,24.7441535,121.7467995
南澳鄉,宜蘭縣南澳鄉蘇花路三段１６９巷１３號,213.0,,鄉村區,乙種建築用地,1100930,土地1建物1車位0,一層,鋼筋混凝土加強磚造,850731.0,89.88,2,2,1,有,無,1635000.0,18191.0,土地有部分被鄰地廚房占用。,RPROMLRLIIGGFAG87DA,89.88,0.0,0.0,無,,2021,9,24.520072,121.831553
蘇澳鎮,宜蘭縣蘇澳鎮大同路１９４號,88.86,住,,,1100912,土地1建物1車位0,三層,鋼筋混凝土加強磚造,651124.0,169.89,2,3,3,有,無,6100000.0,35906.0,增建約0.5坪一樓空地,RPROMLQJIIGGFAG57DA,169.89,0.0,0.0,無,,2021,9,24.6247459,121.8340052
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷６２號,116.34,,特定農業區,甲種建築用地,1100910,土地4建物1車位0,三層,鋼筋混凝土造,1100203.0,180.68,4,2,5,有,無,8700000.0,48151.0,,RPWNMLOLRHGGFAG78DA,165.27,0.0,15.41,無,,2021,9,24.6566944,121.7936807
宜蘭市,宜蘭縣宜蘭市女中路三段４６巷１２弄４０號,118.8,住,,,1100921,土地1建物1車位0,三層,鋼筋混凝土造,880513.0,239.73,4,2,3,有,無,12350000.0,51516.0,增建：陽台、頂樓、廚房,RPRNMLQLIIGGFBG77DA,189.01,31.71,19.01,無,,2021,9,24.746459,121.7420588
礁溪鄉,宜蘭縣礁溪鄉大塭路４８之６號,79.0,,一般農業區,甲種建築用地,1100930,土地1建物1車位0,,鋼筋混凝土加強磚造,691212.0,116.72,3,3,3,有,無,3600000.0,30843.0,,RPUNMLSLIIGGFBG28DA,116.72,0.0,0.0,無,,2021,9,24.8181521,121.8123808
壯圍鄉,宜蘭縣壯圍鄉大福路一段２３６巷２弄８號,84.03,,鄉村區,乙種建築用地,1100929,土地1建物1車位0,二層,鋼筋混凝土加強磚造,710720.0,91.52,2,2,2,有,無,3650000.0,39882.0,一樓後方廚房增建、二樓前陽台外推增建陽台外推；其他增建；,RPXNMLMKIIGGFBG87DA,91.52,0.0,0.0,無,427.0,2021,9,24.7963707,121.807936
壯圍鄉,宜蘭縣壯圍鄉大福路二段１５０巷１７弄７２號,497.88,,特定農業區,農牧用地,1100929,土地6建物1車位0,四層,鋼筋混凝土造,1060918.0,440.38,5,2,6,有,無,20500000.0,46551.0,房屋價款:1172萬元；建地價款：678萬元；農地價款：200萬元、仲介費:40萬元,RPXOMLLJIIGGFBG77DA,440.38,0.0,0.0,有,,2021,9,24.7911819,121.7956952
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷７５弄３６號,94.29,,特定農業區,甲種建築用地,1100922,土地3建物1車位0,三層,鋼筋混凝土造,1100825.0,180.11,4,2,5,有,無,13680000.0,75954.0,,RPUQMLSKIIGGFAG38DA,164.81,0.0,15.3,無,,2021,9,24.6581746,121.7754909
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷７５弄４８號,94.29,,特定農業區,甲種建築用地,1100926,土地3建物1車位0,三層,鋼筋混凝土造,1100825.0,180.11,4,2,5,有,無,12880000.0,71512.0,,RPORMLSKIIGGFAG87DA,164.81,0.0,15.3,無,,2021,9,24.6581746,121.7754909
三星鄉,宜蘭縣三星鄉上將路二段７９５巷１２弄５號,99.76,,特定農業區,甲種建築用地,1100921,土地3建物1車位0,三層,鋼筋混凝土造,1041230.0,194.34,4,2,5,有,無,10800000.0,55573.0,,RPUNMLMLRHGGFAG38DA,165.24,8.45,20.65,無,,2021,9,24.6876701,121.7210576
三星鄉,宜蘭縣三星鄉三星路四段３５６巷３５號,134.77,住,,,1100927,土地3建物1車位0,三層,鋼筋混凝土造,1050923.0,212.0,3,2,4,有,無,8180000.0,38585.0,,RPUOMLTLRHGGFAG56DA,196.84,0.0,15.16,無,429.0,2021,9,24.6682146,121.6556843
冬山鄉,宜蘭縣冬山鄉冬山路三段４８５號,157.56,住,,,1100929,土地1建物1車位0,三層,鋼筋混凝土造,1090922.0,287.56,4,2,5,有,無,23000000.0,79983.0,,RPVOMLTLRHGGFAG66DA,270.49,0.0,17.07,無,430.0,2021,9,24.6630716,121.774788
羅東鎮,宜蘭縣羅東鎮興東南路４１巷１１號,69.0,住,,,1100904,土地1建物1車位0,二層,鋼筋混凝土加強磚造,610225.0,80.72,3,4,2,有,無,6000000.0,74331.0,其他增建:一樓頂樓加蓋；其他增建；,RPVNMLTLIIGGFAG38DA,80.72,0.0,0.0,無,,2021,9,24.6688701,121.7706394
宜蘭市,宜蘭縣宜蘭市梅洲一路２３巷９弄６號,112.54,,特定農業區,甲種建築用地,1100926,土地6建物1車位0,四層,鋼筋混凝土造,1100714.0,188.96,4,2,5,有,無,11380000.0,60224.0,,RPROMLSLIIGGFBG08DA,171.36,0.0,17.6,無,,2021,9,24.7764345,121.736355
宜蘭市,宜蘭縣宜蘭市力行路１５５號,96.26,住,,,1100927,土地2建物1車位0,二層,鋼筋混凝土加強磚造,,115.56,3,2,2,有,無,7000000.0,60575.0,1樓後空地加建廚房未登記建物；,RPOPMLPLIIGGFBG57DA,115.56,0.0,0.0,無,,2021,9,24.7634306,121.7557154
礁溪鄉,宜蘭縣礁溪鄉十六結路三城巷５９號,86.0,,鄉村區,乙種建築用地,1100929,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690808.0,118.04,6,3,3,有,無,5500000.0,46594.0,,RPVOMLSJIIGGFBG28DA,118.04,0.0,0.0,無,,2021,9,24.8111432,121.7625302
羅東鎮,宜蘭縣羅東鎮國華街４１巷１２號,95.0,住,,,1100928,土地1建物1車位0,二層,鋼筋混凝土加強磚造,680110.0,112.9,6,2,3,有,無,7800000.0,69088.0,,RPRNMLMLIIGGFAG27DA,112.9,0.0,0.0,無,,2021,9,24.6768768,121.7603391
三星鄉,宜蘭縣三星鄉大隱七路３６７巷２９號,121.74,,特定農業區,甲種建築用地,1100905,土地1建物1車位0,二層,鐵筋加強磚造,701204.0,97.96,3,2,2,有,無,3520000.0,35933.0,,RPXNMLRLIIGGFAG38DA,84.54,6.71,6.71,無,,2021,9,24.6629577,121.7099984
冬山鄉,宜蘭縣冬山鄉照安北路１２３巷１６號,655.24,,特定農業區,甲種建築用地,1100924,土地1建物1車位0,一層,磚石造,540200.0,136.53,2,2,1,有,無,14760326.0,108110.0,預售屋、或土地及建物分件登記案件；,RPSNMLLJJIGGFAG17DA,136.53,0.0,0.0,無,437.0,2021,9,24.6259673,121.7905883
五結鄉,宜蘭縣五結鄉下清路２巷１７弄１６號,173.69,,工業區,丁種建築用地,1100920,土地1建物1車位0,三層,鋼筋混凝土造,1100804.0,277.52,5,3,4,有,無,10800000.0,38916.0,,RPPOMLLJJIGGFAG07EA,262.42,0.0,15.1,無,,2021,9,24.686792,121.808822
礁溪鄉,宜蘭縣礁溪鄉瑪僯路３５之１６號,203.82,,特定農業區,甲種建築用地,1100910,土地3建物1車位0,三層,鋼筋混凝土造,1031112.0,214.33,5,2,5,有,無,13500000.0,62987.0,壹樓空地其他增建；,RPUNMLOJJIGGFBG77DA,192.37,0.0,21.96,無,443.0,2021,9,24.7925738,121.7698351
礁溪鄉,宜蘭縣礁溪鄉礁溪路二段１３６號,120.0,,特定農業區,甲種建築用地,1100930,土地1建物1車位0,三層,鋼筋混凝土加強磚造,701224.0,311.4,10,1,3,有,無,17500000.0,56198.0,未登記建物；,RPTNMLQJIIGGFBG77DA,311.4,0.0,0.0,無,444.0,2021,9,24.7988457,121.7644505
五結鄉,宜蘭縣五結鄉中正路三段４７巷１５弄１０號,174.36,住,,,1100928,土地1建物1車位0,二層,加強磚造,780825.0,175.32,4,4,2,有,無,13500000.0,77002.0,其他增建:1樓後方空地頂樓加蓋；其他增建；,RPQOMLMJJIGGFAG17DA,160.32,15.0,0.0,無,446.0,2021,9,24.7029361,121.7692217
冬山鄉,宜蘭縣冬山鄉武淵二路６７號,101.74,,特定農業區,甲種建築用地,1100929,土地1建物1車位0,三層,鋼筋混凝土造,840929.0,182.43,4,2,5,有,無,8100000.0,44401.0,防火巷陽台外推其他增建；,RPROMLLJJIGGFAG17DA,156.34,6.05,20.04,無,,2021,9,24.6710949,121.8091911
冬山鄉,宜蘭縣冬山鄉大安路１７８巷１弄６號,92.89,,一般農業區,甲種建築用地,1100924,土地1建物1車位0,三層,鋼筋混凝土造,1041106.0,181.78,4,4,5,有,無,6950000.0,38233.0,,RPTNMLTLRHGGFAG98DA,169.26,0.0,12.52,無,447.0,2021,9,24.6320432,121.7849541
冬山鄉,宜蘭縣冬山鄉永興路二段１６９巷１１號,69.04,,特定農業區,甲種建築用地,1100922,土地1建物1車位0,四層,鋼筋混凝土造,850626.0,197.17,4,2,3,有,無,6000000.0,30431.0,,RPOPMLKMRHGGFAG87DA,173.86,23.31,0.0,無,,2021,9,24.6572508,121.7585521
五結鄉,宜蘭縣五結鄉五結路三段１８８巷５６號,104.5,住,,,1100920,土地2建物1車位0,三層,鋼筋混凝土造,1070628.0,204.79,3,3,5,有,無,10300000.0,50295.0,陽台增建約2.5坪買賣總價為1030萬建物價款為618萬土地價款為412萬陽台外推；,RPVNMLOLRHGGFAG68DA,190.3,0.0,14.49,有,,2021,9,24.6842715,121.7899305
冬山鄉,宜蘭縣冬山鄉鹿安路４４６巷６弄１０號,121.68,住,,,1100908,土地5建物1車位0,四層,鋼筋混凝土造,1100113.0,213.03,4,1,4,有,無,15800000.0,74168.0,,RPPOMLPJIIGGFAG27DA,199.73,0.0,13.3,無,448.0,2021,9,24.6611247,121.7621538
頭城鎮,宜蘭縣頭城鎮環鎮東路二段６００巷２９號,114.66,住,,,1100930,土地1建物1車位0,三層,鋼筋混凝土造,1021125.0,212.8,4,3,5,有,無,15000000.0,70489.0,,RPQNMLLJJIGGFBG07DA,192.79,9.17,10.84,有,453.0,2021,9,24.8643789,121.8317423
蘇澳鎮,宜蘭縣蘇澳鎮冷泉路６７號,94.79,住,,,1100928,土地2建物1車位0,二層,鋼筋混凝土加強磚造,651027.0,93.49,3,2,2,有,無,2500000.0,26741.0,1.一樓前方加蓋鐵皮  2.一、二樓後方有加蓋其他增建；,RPXNMLPJJIGGFAG08DA,93.49,0.0,0.0,無,,2021,9,24.5991943,121.849901
壯圍鄉,宜蘭縣壯圍鄉順和路２１之６３號,118.01,,特定農業區,甲種建築用地,1100924,土地7建物1車位0,三層,鋼筋混凝土造,1091029.0,181.51,4,2,5,有,無,8800000.0,48482.0,本案無償贈與壯圍鄉五權段804地號、853地號、853-2地號、853-3地號之部份持分。,RPXNMLKLIIGGFBG77DA,174.38,0.0,7.13,無,,2021,9,24.7644843,121.808414
礁溪鄉,宜蘭縣礁溪鄉踏踏二路１６８巷１８弄１６號,135.85,,特定農業區,甲種建築用地,1100905,土地2建物1車位0,三層,鋼筋混凝土造,850921.0,198.57,6,4,3,有,無,7200000.0,36259.0,頂樓增建、一樓側邊及後方增建其他增建；,RPTOMLMJJIGGFBG57DA,163.44,0.0,20.32,無,,2021,9,24.7884847,121.7877618
宜蘭市,宜蘭縣宜蘭市泰山路３２４巷１弄７號,74.0,住,,,1100901,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701021.0,89.02,4,2,2,有,無,3700000.0,41564.0,其他增建；,RPSOMLOJJIGGFBG67DA,89.02,0.0,0.0,無,,2021,9,24.7503574,121.735885
礁溪鄉,宜蘭縣礁溪鄉柴圍路９４之６號,56.32,,特定農業區,甲種建築用地,1100918,土地1建物1車位0,二層,鋼筋混凝土加強磚造,791102.0,66.0,3,2,2,有,無,6000000.0,90909.0,,RPUOMLKLIIGGFBG57DA,66.0,0.0,0.0,無,467.0,2021,9,24.796161,121.760063
五結鄉,宜蘭縣五結鄉中正路二段３１巷５號,40.89,住,,,1100922,土地1建物1車位0,二層,鋼筋混凝土加強磚造,580401.0,69.0,0,3,1,有,無,3300000.0,47826.0,三樓全部其他增建；,RPQNMLSJJIGGFAG67DA,69.0,0.0,0.0,無,,2021,9,24.6959253,121.7689381
五結鄉,宜蘭縣五結鄉三結三路１５１巷３１號,108.71,,特定農業區,甲種建築用地,1100917,土地3建物1車位0,三層,鋼筋混凝土造,1100302.0,177.52,5,2,4,有,無,11500000.0,64781.0,買賣總價為1150萬建物價款460萬土地價款690萬  本買賣另有三結一段561地號 面積39.19平方公尺巷道使用,RPPNMLOLRHGGFAG08DA,175.38,0.0,2.14,無,,2021,9,24.7015989,121.7835058
員山鄉,宜蘭縣員山鄉永同路三段２０４巷１５號,92.25,住,,,1100924,土地1建物1車位0,二層,鋼筋混凝土造,730418.0,115.16,4,2,2,有,無,4500000.0,39076.0,,RPVNMLPJJIGGFBG97DA,115.16,0.0,0.0,無,,2021,9,24.752841,121.712556
員山鄉,宜蘭縣員山鄉興農路７１巷１２號,100.18,住,,,1100924,土地2建物1車位0,四層,鋼筋混凝土造,1060426.0,254.97,4,3,5,有,無,15200000.0,59615.0,,RPSOMLKKJIGGFBG37DA,232.15,1.25,21.57,有,468.0,2021,9,24.7461464,121.7247089
宜蘭市,宜蘭縣宜蘭市慈安路１０巷２弄２１號,118.76,住,,,1100906,土地1建物1車位0,二層,鋼筋混凝土加強磚造,681226.0,126.9,3,2,2,有,無,8920000.0,70292.0,一樓廚房.三樓增建其他增建；,RPQOMLKKJIGGFBG17DA,126.9,0.0,0.0,無,,2021,9,24.7573289,121.7634571
冬山鄉,宜蘭縣冬山鄉光明一路１２巷５號,129.45,,特定農業區,甲種建築用地,1100922,土地5建物1車位0,三層,鋼筋混凝土造,1081006.0,201.3,4,3,4,有,無,12000000.0,59613.0,,RPSPMLTKIIGGFAG18DA,191.38,0.0,9.92,無,,2021,9,24.6648746,121.7571528
冬山鄉,宜蘭縣冬山鄉光明一路１２巷６號,92.6,,特定農業區,甲種建築用地,1100917,土地4建物1車位0,三層,鋼筋混凝土造,1081006.0,183.61,4,3,4,有,無,10780000.0,58711.0,,RPTNMLSLRHGGFAG88DA,173.35,0.0,10.26,無,,2021,9,24.6648746,121.7571528
冬山鄉,宜蘭縣冬山鄉群英路５號,53.76,住,,,1100908,土地1建物1車位0,三層,鋼筋混凝土造,1020423.0,112.14,4,2,5,有,無,9000000.0,80257.0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLTJJIGGFAG68EA,106.45,0.0,5.7,無,470.0,2021,9,24.6675793,121.7712467
五結鄉,宜蘭縣五結鄉中正路一段１９６巷１２號,117.15,住,,,1100918,土地1建物1車位0,二層,鋼筋混凝土加強磚造,590510.0,109.54,0,0,2,有,無,5000000.0,45645.0,,RPQNMLSLRHGGFAG58DA,109.54,0.0,0.0,無,,2021,9,24.6914937,121.7704853
礁溪鄉,宜蘭縣礁溪鄉瑪僯路８１之２８號,102.81,,特定農業區,甲種建築用地,1100917,土地1建物1車位0,四層,鋼筋混凝土造,1070806.0,292.47,4,2,4,有,無,15000000.0,51287.0,,RPXOMLNLRHGGFBG98DA,253.92,17.91,20.64,無,,2021,9,24.790578,121.775116
三星鄉,宜蘭縣三星鄉五分路一段２２３巷６號,96.31,,特定農業區,甲種建築用地,1100902,土地4建物1車位0,四層,鋼筋混凝土造,900723.0,199.31,4,2,3,有,無,5980000.0,30004.0,,RPRPMLRKJIGGFAG97DA,173.96,10.55,14.8,無,,2021,9,24.6961134,121.7359354
礁溪鄉,宜蘭縣礁溪鄉白雲二路１０８巷３號,101.0,,鄉村區,乙種建築用地,1100902,土地3建物1車位0,三層,鋼筋混凝土造,1030630.0,179.84,4,2,4,有,無,13500000.0,75067.0,,RPOPMLRKJIGGFBG77DA,164.3,0.0,15.54,無,474.0,2021,9,24.8326677,121.7854243
羅東鎮,宜蘭縣羅東鎮純精路二段２２５巷８號,101.0,住,,,1100909,土地1建物1車位0,二層,鋼筋混凝土加強磚造,610221.0,97.08,4,2,2,有,無,6800000.0,70045.0,,RPQNMLLKJIGGFAG07DA,97.08,0.0,0.0,無,,2021,9,24.6797612,121.7635742
