town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,place_id,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,dur_to四城,dur_to宜蘭,dur_to縣政中心,dur_to羅東
三星鄉,大洲原路１６號,197.25,,鄉村區,乙種建築用地,1091025,土地2建物1車位0,三層,鋼筋混凝土造,1091225.0,316.47,8,2,9,有,無,21000000.0,66357.0,預售屋、或土地及建物分次登記案件；,RPSNMLKLKHGGFAG27DA,295.44,0.0,21.03,無,,2020,10,Ej4yNjYsIFRhaXdhbiwgWWlsYW4gQ291bnR5LCBTYW54aW5nIFRvd25zaGlwLCDlpKfmtLLljp_ot68xNuiZnyIwEi4KFAoSCTMGJ_8C5Gc0Ec_VBIcr1B3xEBAqFAoSCUlkd16o5mc0EcESuDzRxm5D,14747,9911,7606,5350,1479,1150,786,863
五結鄉,中興路三段９７之１號,113.02,都市：其他:道路用地,,,1091203,土地2建物1車位0,四層,鋼筋混凝土造,1081218.0,246.78,4,2,5,有,無,18500000.0,74966.0,陽台外推；,RPSOMLMLKHGGFAG67EA,226.57,0.0,20.21,有,,2020,12,ChIJcUbXdM7lZzQR7Cl_HhwBDjA,11370,7640,4230,2098,1126,909,433,392
羅東鎮,復興路三段１５７巷６０弄６８之２號,114.66,,特定農業區,甲種建築用地,1091226,土地5建物1車位0,三層,鋼筋混凝土造,1090629.0,185.88,4,2,5,有,無,11980000.0,64450.0,,RPUOMLMLKHGGFAG87EA,171.59,0.0,14.29,無,,2020,12,ChIJRRk9LC7kZzQRh7PjMBHRFjc,12099,8368,4958,3093,1278,1062,586,610
宜蘭市,中山路五段５７７巷１９弄５號,106.41,都市：其他:農業區,,,1081206,土地3建物1車位0,三層,鋼筋混凝土造,1091229.0,177.48,4,2,4,有,無,9500000.0,53527.0,預售屋、或土地及建物分次登記案件；,RPPOMLMLKHGGFBG37DA,151.8,0.0,25.68,無,,2019,12,Ek9Oby4gMTksIExhbmUgNTc3LCBTZWN0aW9uIDUsIFpob25nc2hhbiBSZCwgWWlsYW4gQ2l0eSwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYwIjASLgoUChIJgyZCfib7ZzQR8Gf102UQtQEQEyoUChIJ_SWwKiT7ZzQRFvFidOzVkWc,846,3193,7860,12632,176,450,795,1486
宜蘭市,林森路３３０號,132.28,都市：其他:住宅區,,,1100106,土地1建物1車位0,三層,鋼筋混凝土造,751205.0,178.94,3,3,4,有,無,8300000.0,46384.0,增建：1.2.3樓陽台增建、一樓後增建。陽台外推；其他增建；,RPQNMLOJKHGGFBG37DA,178.94,0.0,0.0,無,,2021,1,ChIJCcefX9bkZzQRl4ChfITm4ss,4203,918,5864,13179,524,247,573,1154
宜蘭市,中興路２０７號,87.1,都市：其他:住宅區,,,1100101,土地1建物1車位0,三層,鋼骨鋼筋混凝土造,961220.0,199.96,4,2,3,有,無,11800000.0,59012.0,,RPOOMLNLKHGGFBG47EA,158.46,18.76,22.74,無,,2021,1,ChIJ3wuAIijlZzQRoQWkmyvDEQ4,4719,1113,5392,10163,514,244,537,1228
宜蘭市,嵐峰路三段３５４號,88.0,都市：其他:住宅區,,,1091219,土地1建物1車位0,四層,鋼筋混凝土造,810904.0,195.84,5,2,3,有,無,12280000.0,62704.0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLNLKHGGFBG77EA,179.96,0.0,15.92,無,407.0,2020,12,ChIJA54XapHkZzQR6VXpjk8K3xw,6095,3703,6187,10333,880,573,627,1329
壯圍鄉,壯濱路六段２２１號,64.29,,鄉村區,乙種建築用地,1100203,土地1建物1車位0,三層,鋼筋混凝土造,820929.0,220.72,3,2,2,有,無,3750000.0,16990.0,一樓空地及頂樓有增建目前有滲漏水賣方表明依簽約時之屋況點交賣方不再修復已由總價中折讓部分價金予買方作為補償.陽台外推；其他增建；,RPTOMLMLKHGGFBG77DA,149.96,30.58,14.38,無,,2021,2,ChIJTxJvtobwZzQRng2Ch59w6Nc,7131,8996,11765,18320,675,958,1096,1545
五結鄉,鎮安路２１１巷５號,106.54,都市：其他:住宅區,,,1100115,土地1建物1車位0,三層,鋼筋混凝土造,800205.0,148.07,4,2,2,有,無,7700000.0,52002.0,其他增建；,RPTNMLNLKHGGFAG77EA,148.07,0.0,0.0,無,,2021,1,ChIJk_pBXLPlZzQRtdcT9dLmjpI,10359,6629,3218,3800,1037,821,345,621
蘇澳鎮,中山路二段６５巷１６號,102.07,都市：其他:公墓用地,,,1100129,土地2建物1車位0,二層,鋼筋混凝土加強磚造,710227.0,112.86,5,3,2,有,無,3000000.0,26582.0,一、二樓後方增建其他增建；,RPVOMLNJKHGGFAG77DA,112.86,0.0,0.0,無,,2021,1,ChIJS2EZKz7oZzQR4zzQhmQB4dE,25283,23013,18847,12625,1597,1578,1420,1305
冬山鄉,香和路２５７巷２０弄９號,105.17,都市：其他:住宅區,,,1100115,土地3建物1車位0,三層,鋼筋混凝土造,1050126.0,167.53,3,2,4,有,無,9850000.0,58795.0,,RPUNMLPJKHGGFAG77DA,148.33,0.0,19.2,無,410.0,2021,1,EklOby4gMjAsIExhbmUgMjU3LCBYaWFuZ2hlIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjASLgoUChIJKy83V87nZzQRIgsgOMMfWnEQFCoUChIJKy83V87nZzQRlsv7MYseVZQ,26142,23873,14699,7042,1717,1698,1432,904
冬山鄉,武罕二路１２３號,102.89,,特定農業區,甲種建築用地,1100123,土地1建物1車位0,三層,鋼筋混凝土造,850508.0,183.21,4,3,3,有,無,5580000.0,30457.0,增建：廚房增建其他增建；,RPPNMLNLKHGGFAG27DA,169.77,5.47,7.97,無,,2021,1,ChIJdS7tjxbmZzQRm9Go869Vinc,16516,14246,10080,3844,1330,1312,1016,480
五結鄉,大興路１８７巷８０弄１３號,99.26,都市：其他:住宅區,,,1091014,土地2建物1車位0,三層,鋼筋混凝土造,1070830.0,157.05,4,2,3,有,無,13800000.0,87870.0,,RPTNMLKLKHGGFAG37DA,142.86,0.0,14.19,無,,2020,10,ChIJD9aRKsTlZzQRHuX-1F5HYAs,13160,7941,4531,3199,1130,956,480,570
羅東鎮,忠孝路３１巷１０之２號,54.0,都市：其他:住宅區,,,1100126,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660625.0,86.78,2,2,2,有,無,4900000.0,56465.0,其他增建:後方空地其他增建；,RPRNMLOLKHGGFAG67EA,86.8,0.0,0.0,無,,2021,1,ChIJ2b72bofmZzQRNOgDm3exnTs,13569,9839,6429,1467,1497,1280,804,418
宜蘭市,女中路三段４０３號,116.0,都市：其他:住宅區,,,1100104,土地1建物1車位0,四層,鋼筋混凝土造,870113.0,309.17,4,2,4,有,無,28000000.0,90565.0,兄妹買賣親友、員工、共有人或其他特殊關係間之交易；,RPXNMLPLKHGGFBG38DA,300.85,8.32,0.0,無,414.0,2021,1,ChIJ-4lxiZPkZzQR52_4482U1us,6083,2710,5101,10166,872,527,628,1344
宜蘭市,力行路９６巷１３號,69.46,都市：其他:住宅區,,,1091229,土地1建物1車位0,二層,鋼筋混凝土加強磚造,640925.0,95.5,4,2,2,有,無,6680000.0,69948.0,,RPWNMLNLKHGGFBG08DA,95.5,0.0,0.0,無,,2020,12,ChIJRdTdX9HkZzQR4nrdKbdGvzw,3112,1156,5468,11203,491,273,848,1565
宜蘭市,舊城北路１４８號,226.17,都市：其他:住宅區,,,1091204,土地1建物1車位0,三層,鋼筋混凝土造,980323.0,464.05,0,0,3,有,無,43000000.0,92662.0,包含肉羹店商標權、營運設備、經營權、技術、肉羹製作之配方等未登記建物；,RPPNMLQLKHGGFBG77EA,399.44,17.95,46.66,有,416.0,2020,12,ChIJZQM1lc_kZzQRwuL7mp9nKP0,3258,1115,4523,10155,544,357,756,1487
宜蘭市,梅洲一路３７巷１１號,82.0,,特定農業區,甲種建築用地,1100131,土地1建物1車位0,二層,鋼筋混凝土加強磚造,691227.0,110.98,4,2,3,有,無,4245000.0,38250.0,,RPVNMLPLKHGGFBG18DA,110.98,0.0,0.0,無,,2021,1,ChIJLdFSkEz7ZzQRXO6_FO5_0ZY,3266,4727,10541,15313,487,691,1135,1826
蘇澳鎮,天主巷２號,86.0,都市：其他:道路用地,,,1100219,土地2建物1車位0,三層,鋼筋混凝土加強磚造,541200.0,194.19,3,2,2,有,無,2200000.0,11329.0,,RPWNMLQLKHGGFAG38EA,194.19,0.0,0.0,無,420.0,2021,2,ChIJ2S0sotHpZzQR1NJ4qaAzl6I,29705,27435,23269,19103,2058,2039,1881,1629
冬山鄉,光明路７１巷３３弄３號,92.87,都市：其他:住宅區,,,1091124,土地2建物1車位0,三層,鋼筋混凝土造,960815.0,182.14,4,2,3,有,無,12000000.0,65883.0,,RPXNMLPLKHGGFAG28DA,132.9,26.47,22.77,無,421.0,2020,11,ChIJ5WFE-mHmZzQRHvm66hDrGUE,15033,11303,7892,1946,1727,1510,1035,530
蘇澳鎮,海山東路１００巷１號,151.04,都市：其他:住宅區,,,1091229,土地2建物1車位0,三層,鋼筋混凝土造,1091027.0,168.54,4,2,5,有,無,7500000.0,44500.0,,RPPNMLPLKHGGFAG47DA,162.66,0.0,5.88,無,,2020,12,EkxOby4gMSwgTGFuZSAxMDAsIEhhaXNoYW4gRWFzdCBSb2FkLCBTdSdhbyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjcwIjASLgoUChIJv7kV-VnoZzQRMCSJp1LcVWkQASoUChIJS9OJ8FnoZzQRGH6Bb6Bng_k,24412,22143,17976,13810,1541,1522,1364,1112
冬山鄉,廣興路１８１巷１８號,72.17,,鄉村區,乙種建築用地,1100126,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660127.0,98.3,4,2,2,有,無,3200000.0,32553.0,其他增建：一樓空地頂樓加蓋；其他增建；,RPSNMLPLKHGGFAG77DA,98.3,0.0,0.0,無,,2021,1,ChIJE9ir2ZPmZzQReNatRePvXLA,16047,12317,8906,2980,1601,1385,909,729
羅東鎮,復興路三段１５７巷６０弄７０之１２號,140.63,,特定農業區,甲種建築用地,1100131,土地5建物1車位0,三層,鋼筋混凝土造,1090629.0,204.93,4,2,5,有,無,13000000.0,63436.0,,RPQNMLQLKHGGFAG67DA,185.88,0.0,19.02,無,,2021,1,ChIJ7TY1Ki7kZzQRbyIFaP-MIMc,12896,9166,5755,3107,1312,1095,619,612
三星鄉,月眉三路３６號,134.39,都市：其他:住宅區,,,1081217,土地1建物1車位0,三層,鋼筋混凝土造,1091204.0,214.36,4,4,4,有,無,8660000.0,40399.0,廣告戶,RPPOMLKLKHGGFAG07DA,203.02,0.0,11.36,無,,2019,12,ChIJN3IpZLThZzQRdfdCpZ2XRyY,22748,17665,15607,13292,2106,1789,1414,1460
三星鄉,月眉三路３８號,134.96,都市：其他:住宅區,,,1081024,土地1建物1車位0,三層,鋼筋混凝土造,1091204.0,214.36,5,3,3,有,無,10000000.0,46650.0,,RPQOMLKLKHGGFAG17DA,203.0,0.0,11.36,無,,2019,10,ChIJF5WaZrThZzQR-NbuzRIzoO4,22754,17670,15613,13297,2107,1789,1414,1461
三星鄉,月眉三路４０號,135.53,都市：其他:住宅區,,,1081023,土地1建物1車位0,三層,鋼筋混凝土造,1091204.0,214.36,4,3,4,有,無,9400000.0,43851.0,,RPROMLKLKHGGFAG27DA,203.0,0.0,11.36,無,,2019,10,ChIJeXe_ZrThZzQRkdrv6iKvyVA,22759,17676,15618,13303,2108,1790,1415,1462
三星鄉,月眉三路４２號,181.14,都市：其他:住宅區,,,1090503,土地1建物1車位0,三層,鋼筋混凝土造,1091204.0,217.14,6,2,4,有,無,9990000.0,46007.0,,RPSOMLKLKHGGFAG37DA,205.78,0.0,11.36,無,,2020,5,ChIJcz3aZrThZzQR73cUOQzJ3Q4,22766,17682,15625,13310,2108,1791,1416,1463
三星鄉,大德新路１９２號,86.8,,特定農業區,甲種建築用地,1100131,土地1建物1車位0,三層,鋼筋混凝土造,1091210.0,159.6,3,2,3,有,無,7580000.0,47494.0,加贈前面採光罩,RPPNMLOLKHGGFAG37DA,137.1,0.0,22.5,無,,2021,1,ChIJGeliQlXhZzQRAPDKon1nT4Q,16410,10332,9081,6350,1529,1198,818,936
三星鄉,集慶五路１３號,90.66,都市：其他:住宅區,,,1100201,土地1建物1車位0,二層,鐵筋加強磚造,701007.0,118.62,5,2,2,有,無,3750000.0,31614.0,增建部分 約20坪一樓空地 頂樓其他增建；,RPVNMLMJKHGGFAG57DA,118.62,0.0,0.0,無,,2021,2,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
羅東鎮,站前南路４５號,81.0,都市：其他:住宅區,,,1100110,土地2建物1車位0,三層,鋼筋混凝土造,700727.0,164.82,4,2,3,有,無,10000000.0,60672.0,,RPQPMLSKJHGGFAG87DA,164.82,0.0,0.0,無,,2021,1,ChIJvQWoKWXmZzQRP3kDhM5P9dU,16814,11095,7684,1098,1445,1384,908,259
蘇澳鎮,和平路６２巷６號,65.05,都市：其他:住宅區,,,1100127,土地3建物1車位0,三層,鋼筋混凝土造,960809.0,97.08,5,2,4,有,無,1600000.0,16481.0,此交易為持分買賣,RPTNMLPLKHGGFAG87DA,84.24,3.14,9.7,無,,2021,1,ChIJpyGMAF_oZzQR7uQDplqvatM,23622,21352,17186,13019,1497,1479,1321,1069
羅東鎮,中山路三段３６６號,31.67,都市：其他:商業區,,,1100217,土地1建物1車位0,三層,鋼筋混凝土造,870708.0,65.77,3,1,1,有,無,4000000.0,60818.0,,RPSNMLQLKHGGFAG97EA,65.77,0.0,0.0,無,,2021,2,EkZOby4gMzY2LCBTZWN0aW9uIDMsIFpob25nc2hhbiBSZCwgWWlsYW4gQ2l0eSwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYwIjESLwoUChIJ6yZXGdLkZzQRbL0z2Oe6ggEQ7gIqFAoSCZdt3PvP5Gc0EWrqiuYTKYYt,2684,1326,7585,12357,396,311,809,1500
宜蘭市,大福路一段１４５巷２３號,78.0,,鄉村區,乙種建築用地,1100201,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690728.0,108.0,3,1,2,有,無,4400000.0,40741.0,,RPVNMLMJLHGGFBG87EA,108.0,0.0,0.0,無,,2021,2,ChIJ-ZodMivlZzQRvw9fEDMJUVI,3130,1880,6104,10876,381,362,632,1323
宜蘭市,進士路９５巷２弄８號,204.0,都市：其他:住宅區,,,1100115,土地2建物2車位0,二層,鋼筋混凝土加強磚造,640815.0,220.8,18,0,18,有,無,18800000.0,85145.0,一樓空地及頂樓有增建陽台外推；其他增建；,RPUNMLMJLHGGFBG67DA,220.8,0.0,0.0,無,428.0,2021,1,ChIJa7JoPOzkZzQR4kZz4GqE2lo,6113,2276,4080,9202,955,445,504,1229
礁溪鄉,白雲五路１１７巷１８號,98.18,,鄉村區,乙種建築用地,1100131,土地1建物1車位0,四層,鋼筋混凝土造,840320.0,176.85,5,2,3,有,無,6000000.0,33927.0,其它增建:壹樓空地陽台外推；頂樓加蓋；其他增建；,RPROMLMJLHGGFBG47DA,169.32,0.0,7.56,無,429.0,2021,1,ChIJaY-MriP6ZzQRqAt0xWJkvxY,11298,12652,16928,22473,856,1172,1241,1503
壯圍鄉,古結路５８之１７號,117.54,都市：其他:農業區,,,1100208,土地4建物1車位0,三層,鋼筋混凝土造,1091012.0,167.94,4,2,4,有,無,8800000.0,52400.0,,RPSOMLMJLHGGFBG57DA,153.09,0.0,14.85,無,,2021,2,ChIJ35Dc6UHlZzQRdjgWA1TaZ8Y,7458,5347,5102,10516,737,668,473,1078
羅東鎮,天祥路１６６巷１３號,61.0,都市：其他:住宅區,,,1100117,土地1建物1車位0,一層,木造,,40.5,2,1,1,有,無,3000000.0,74074.0,一樓其他增建；,RPTNMLMJLHGGFAG47DA,40.5,0.0,0.0,無,431.0,2021,1,ChIJVco8qXDmZzQR7uad4Nvoxz8,16096,10377,6966,763,1322,1261,785,193
羅東鎮,純精路三段３６巷９號,77.0,都市：其他:住宅區,,,1100128,土地1建物1車位0,二層,鋼筋混凝土加強磚造,610523.0,99.72,3,2,2,有,無,4700000.0,47132.0,一樓.陽台.頂樓增建其他增建；,RPUNMLMJLHGGFAG57DA,99.72,0.0,0.0,無,432.0,2021,1,ChIJvWltC4DmZzQRxH-gyqetKdw,12932,9202,5791,1163,1402,1185,709,367
蘇澳鎮,聖賢路３９巷１之７號,117.02,都市：其他:住宅區,,,1100121,土地2建物1車位0,四層,鋼筋混凝土造,1081001.0,228.44,4,2,5,有,無,10000000.0,43775.0,,RPVNMLMJLHGGFAG67DA,215.11,0.0,13.33,無,,2021,1,EkZOby4gMSwgTGFuZSAzOSwgU2hlbmd4aWFuIFJkLCBTdSdhbyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjcwIjASLgoUChIJjXre8jzoZzQRCvL9lFG6ZMEQASoUChIJX5MF8zzoZzQRYz1P0XsasLA,25774,23505,19339,13117,1683,1664,1506,1391
三星鄉,三星路二段９９巷５３弄２０號,104.41,,鄉村區,乙種建築用地,1100206,土地1建物1車位0,三層,鋼筋混凝土造,1031223.0,172.06,4,2,4,有,無,7500000.0,43589.0,一樓空地+陽台 增建約3坪其他增建；,RPPNMLTJKHGGFAG67DA,158.25,0.0,13.81,無,433.0,2021,2,ElJOby4gNTMsIExhbmUgOTksIFNlY3Rpb24gMiwgU2FueGluZyBSZCwgU2FueGluZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY2IjASLgoUChIJlRNcZjrhZzQRcrb2Y-ibcAEQNSoUChIJcUYtQzrhZzQRifWyh-0JETM,19854,14501,12713,7676,1886,1595,1194,1180
羅東鎮,西安街３８５巷１３９號,126.53,,鄉村區,乙種建築用地,1100107,土地1建物1車位0,三層,鋼筋混凝土造,940103.0,171.98,4,3,4,有,無,12000000.0,69776.0,其他增建：1.2.3樓後方全部、1樓前方車庫其他增建；,RPVNMLPJKHGGFAG87DA,153.1,0.0,18.88,無,,2021,1,ChIJWWspVYnmZzQRdPBfmLWl19w,14670,10940,7529,2580,1679,1462,986,583
三星鄉,集義路１１５號,152.97,都市：其他:住宅區,,,1100127,土地2建物1車位0,三層,鋼筋混凝土造,1031117.0,234.61,4,2,5,有,無,8500000.0,36230.0,,RPROMLMJLHGGFAG37DA,219.08,0.0,15.56,無,435.0,2021,1,EjxOby4gMTE1LCBKaXlpIFJkLCBTYW54aW5nIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjYiMBIuChQKEgm_cg4yS-BnNBFNSpj6f9ZdjxBzKhQKEglzTtkoS-BnNBEHoHPffQJLcw,23196,18112,16055,12786,2206,1888,1513,1568
蘇澳鎮,大同路１３４號,163.5,都市：其他:商業區,,,1100204,土地1建物1車位0,二層,鋼筋混凝土加強磚造,720525.0,169.94,0,0,2,有,無,5700000.0,33541.0,,RPVOMLMJLHGGFAG77DA,169.94,0.0,0.0,無,,2021,2,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
羅東鎮,樹人路１巷２０弄１２號,75.0,都市：其他:住宅區,,,1100129,土地1建物1車位0,五層,鋼筋混凝土造,820717.0,220.29,5,3,4,有,無,9600000.0,43579.0,陽台外推；頂樓加蓋；,RPVNMLNJLHGGFAG77DA,189.28,31.01,0.0,無,,2021,1,ChIJa7jSuCrkZzQRt_DvlAuP_tM,12881,9150,5740,2324,1408,1191,715,440
羅東鎮,樹人路１６９號,97.0,都市：其他:住宅區,,,1100116,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690626.0,93.34,2,2,2,有,無,6550000.0,70174.0,,RPSNMLNJLHGGFAG57EA,93.34,0.0,0.0,無,437.0,2021,1,Ej5Oby4gMTY5LCBTaHVyZW4gUmQsIEx1b2RvbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NSIxEi8KFAoSCQfPkK0q5Gc0EfoYWwnv42wZEKkBKhQKEgnxHOgWgOZnNBGsOG6_YS2dUQ,12668,8937,5527,2111,1351,1134,658,383
員山鄉,思源路１８９巷１３弄１６號,100.73,,特定農業區,甲種建築用地,1100126,土地3建物1車位0,三層,鋼筋混凝土造,1091111.0,197.99,4,2,4,有,無,8980000.0,45356.0,,RPPOMLKLKHGGFBG17DA,180.74,0.0,17.25,無,,2021,1,Ej9Oby4gMTg5LCBTaXl1YW4gUmQsIFl1YW5zaGFuIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjQiMRIvChQKEgmlhHXXjeNnNBEEEDdspoFjwBC9ASoUChIJBQAYrPTjZzQRMTPk_eKedD0,9736,7314,8098,9144,1282,953,680,1180
礁溪鄉,瑪僯路１２６之１１號,97.98,,特定農業區,甲種建築用地,1081022,土地4建物1車位0,三層,鋼筋混凝土造,1091117.0,161.15,4,2,3,有,無,7580000.0,47037.0,預售屋、或土地及建物分次登記案件；,RPWOMLOJLHGGFBG28EA,152.68,0.0,8.47,無,,2019,10,ChIJg6i4VOD6ZzQRXOCXcpb7qdw,1120,5003,9157,16337,229,636,928,1389
員山鄉,思源路１８９巷１３弄３號,84.2,,特定農業區,甲種建築用地,1091111,土地3建物1車位0,三層,鋼筋混凝土造,1091111.0,166.18,4,2,4,有,無,7800000.0,46937.0,預售屋、或土地及建物分次登記案件；,RPROMLKLKHGGFBG37DA,153.51,0.0,12.67,無,,2020,11,Ej9Oby4gMTg5LCBTaXl1YW4gUmQsIFl1YW5zaGFuIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjQiMRIvChQKEgmlhHXXjeNnNBEEEDdspoFjwBC9ASoUChIJBQAYrPTjZzQRMTPk_eKedD0,9736,7314,8098,9144,1282,953,680,1180
蘇澳鎮,城東路１６２號,98.6,都市：其他:住宅區,,,1081024,土地1建物1車位0,三層,鋼筋混凝土造,1091123.0,207.83,4,2,3,有,無,8800000.0,42342.0,預售屋、或土地及建物分次登記案件；,RPXNMLOJLHGGFAG08DA,194.56,0.0,13.27,無,,2019,10,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
蘇澳鎮,城東路１６６號,98.6,都市：其他:住宅區,,,1090911,土地1建物1車位0,三層,鋼筋混凝土造,1091123.0,207.83,4,2,3,有,無,8800000.0,42342.0,預售屋、或土地及建物分次登記案件；,RPSOMLOJLHGGFAG67DA,194.56,0.0,13.27,無,,2020,9,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
蘇澳鎮,城東路１７２號,118.96,都市：其他:住宅區,,,1080830,土地1建物1車位0,三層,鋼筋混凝土造,1091123.0,245.19,4,2,4,有,無,8920000.0,36380.0,預售屋、或土地及建物分次登記案件；,RPXOMLOJLHGGFAG18DA,227.39,0.0,17.8,無,,2019,8,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
三星鄉,牛頭路２０之４號,251.78,,一般農業區,甲種建築用地,1100210,土地3建物3車位0,一層,鋼筋混凝土加強磚造,721201.0,183.92,0,0,0,無,無,2250000.0,12234.0,本買賣建物無水電設施,RPTNMLPJLHGGFAG77DA,0.0,0.0,0.0,無,,2021,2,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
蘇澳鎮,城東路１７０號,98.6,都市：其他:住宅區,,,1081102,土地1建物1車位0,三層,鋼筋混凝土造,1091123.0,207.83,4,2,3,有,無,8800000.0,42342.0,預售屋、或土地及建物分次登記案件；,RPUOMLOJLHGGFAG87DA,194.56,0.0,13.27,無,,2019,11,ChIJWy8jaz3gZzQRrAfTE55Su88,13486,9755,6345,5753,1357,1140,665,770
五結鄉,大吉二路４５７巷３２弄５號,128.65,,一般農業區,甲種建築用地,1091223,土地3建物1車位0,三層,鋼筋混凝土（ＲＣ）,1091130.0,196.51,4,1,4,有,無,9280000.0,47224.0,,RPTOMLNJLHGGFAG67DA,175.82,0.0,20.69,無,,2020,12,ChIJkWPRzo3lZzQRTrTYppqn4aA,12932,10662,6586,6217,1126,1107,733,806
五結鄉,大吉二路４５７巷３２弄７號,156.63,,一般農業區,甲種建築用地,1090427,土地3建物1車位0,三層,鋼筋混凝土造,1091130.0,200.59,4,1,4,有,無,9200000.0,45865.0,,RPVOMLNJLHGGFAG87DA,175.82,0.0,24.77,無,,2020,4,ElAyNjgsIFRhaXdhbiwgWWlsYW4gQ291bnR5LCBXdWppZSBUb3duc2hpcCwg5aSn5ZCJ5LqM6Lev77yU77yV77yX5be377yT77yS5byEN-iZnyIwEi4KFAoSCXHXizKM5Wc0EbFgZUZFLdDsEAcqFAoSCTfHHTGM5Wc0EdXO_sySkKfc,12932,10662,6586,6217,1126,1107,733,806
五結鄉,自強路４２巷５４弄２號,106.0,都市：其他:住宅區,,,1091103,土地2建物1車位0,三層,鋼筋混凝土造,700618.0,170.6,4,2,3,有,無,8000000.0,46893.0,,RPTQMLNJLHGGFAG87DA,170.6,0.0,0.0,無,443.0,2020,11,EkVOby4gNTQsIExhbmUgNDIsIFppcWlhbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEglNVNWf5eVnNBHkjPnT-WesFhA2KhQKEgnRGUqn5eVnNBF64EcsyExJag,13580,11311,7145,3527,1061,1042,747,595
員山鄉,大安路３７號,302.41,,特定農業區,甲種建築用地,1091231,土地3建物1車位0,一層,鋼筋混凝土加強磚造,820129.0,71.15,5,2,1,有,無,8400000.0,118060.0,含未辦保存建物81.90平方公尺未登記建物；,RPTPMLOJLHGGFBG97DA,71.15,0.0,0.0,無,,2020,12,ChIJG_dCo5njZzQR_LYYDOe_w3o,11184,8745,8214,11397,1273,1080,878,1432
宜蘭市,東港路二段１６０巷２１弄５號,77.99,都市：其他:住宅區,,,1100203,土地2建物1車位0,三層,鋼筋混凝土造,1010628.0,156.98,4,3,3,有,無,10100000.0,64339.0,壹樓空地其他增建；,RPSNMLSJLHGGFBG08DA,141.96,0.0,15.02,無,,2021,2,ChIJLxrEbCflZzQR_oI-tbqraJk,4836,1439,3563,9299,599,331,503,1220
員山鄉,金泰路３００巷７３弄７號,98.79,都市：其他:住宅區,,,1100219,土地2建物1車位0,三層,鋼筋混凝土造,950428.0,188.66,4,2,2,有,無,2606275.0,13815.0,母女關係親友、員工、共有人或其他特殊關係間之交易；,RPOOMLSJLHGGFBG77DA,142.4,17.25,29.01,無,,2021,2,ChIJnaIpx4TkZzQRJ0Iqg2L7Yrw,6590,3884,6317,11705,992,779,653,1364
壯圍鄉,壯六路１之８號,100.0,,特定農業區,甲種建築用地,1100119,土地1建物1車位0,二層,鋼筋混凝土加強磚造,820416.0,141.92,4,2,2,有,無,2920000.0,20575.0,三樓增建其他增建；,RPUOMLSJLHGGFBG38DA,119.25,15.69,6.98,無,,2021,1,ChIJIWS91VDlZzQR4tnWV8P7yAE,7140,6287,8698,14329,732,784,884,1429
員山鄉,尚智路８２巷６號,89.91,都市：其他:住宅區,,,1091216,土地1建物1車位0,三層,鋼筋混凝土造,931018.0,172.27,5,1,3,有,無,8300000.0,48180.0,,RPRNMLTJLHGGFBG08DA,136.0,17.99,18.28,無,,2020,12,ChIJubHA25zkZzQRy_d4rjWDmpo,7633,5194,7144,11991,979,787,772,1490
