town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,place_id,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,dur_to四城,dur_to宜蘭,dur_to縣政中心,dur_to羅東
五結鄉,宜蘭縣五結鄉利成路一段２２６巷５７號,95.1,,鄉村區,乙種建築用地,1091206,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,142.99,4,2,3,有,無,6800000.0,47556.0,預售屋、或土地及建物分件登記案件；,RPWPMLMJOHHGFAG38DA,128.67,0.0,14.32,無,,2020,12,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
冬山鄉,宜蘭縣冬山鄉香南路３３５巷２８弄３號,83.0,都市：其他:住宅區,,,1091228,土地2建物1車位0,三層,鋼筋混凝土造,1110314.0,157.86,4,2,4,有,無,8400000.0,53212.0,預售屋、或土地及建物分件登記案件；,RPOQMLTJOHHGFAG48EA,147.51,0.0,10.35,無,,2020,12,EkpOby4gMjgsIExhbmUgMzM1LCBYaWFuZ25hbiBSZCwgRG9uZ3NoYW4gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OSIwEi4KFAoSCS9HkrTL52c0ETllaa4ppzjiEBwqFAoSCS9HkrTL52c0ETMDTKb8rpVJ,19441,17172,13006,6060,1702,1683,1387,791
壯圍鄉,宜蘭縣壯圍鄉壯五路１２巷２之１７號,123.46,都市：其他:農業區,,,1091219,土地5建物1車位0,三層,鋼筋混凝土造,1110301.0,154.97,4,2,3,有,有,8250000.0,53236.0,,RPWOMLLLOHHGFBG48DA,140.22,0.0,14.75,無,,2020,12,ChIJMWt1JEflZzQRe6rMaLinwUs,7378,4357,6034,11467,727,726,602,1097
壯圍鄉,宜蘭縣壯圍鄉壯五路１２巷２之１６號,94.1,都市：其他:農業區,,,1091209,土地4建物1車位0,三層,鋼筋混凝土造,1110301.0,153.58,4,2,3,有,有,8200000.0,53392.0,,RPVNMLNLOHHGFBG48DA,138.33,0.0,15.25,無,,2020,12,ChIJMWt1JEflZzQRe6rMaLinwUs,7378,4357,6034,11467,727,726,602,1097
三星鄉,宜蘭縣三星鄉大埔中路２９１巷７０號,101.37,,鄉村區,乙種建築用地,1091219,土地1建物1車位0,三層,鋼筋混凝土造,1110420.0,167.48,4,2,3,有,無,7880000.0,47050.0,預售屋、或土地及建物分件登記案件；,RPTNMLPKPHHGFAG38DA,143.08,0.0,24.4,無,,2020,12,EkpOby4gNzAsIExhbmUgMjkxLCBEYWJ1emhvbmcgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCdsyLq8w4Wc0Eae-0DgU33OVEEYqFAoSCS-uNK8w4Wc0EaNNYciFOr9q,19424,13967,12283,7246,1846,1566,1153,1139
宜蘭市,宜蘭縣宜蘭市公園三路３２號,112.04,都市：其他:第二種住宅區,,,1091212,土地1建物1車位0,三層,鋼筋混凝土造,1110627.0,219.55,4,2,5,有,無,18800000.0,85630.0,預售屋、或土地及建物分件登記案件；,RPTOMLKMQHHGFBG38DA,202.72,0.0,16.83,有,,2020,12,ChIJKSycH-TkZzQRFwvOxTxElys,7875,1754,2455,8087,842,329,292,1023
冬山鄉,宜蘭縣冬山鄉香南路３３５巷２８弄１號,86.02,都市：其他:住宅區,,,1091121,土地2建物1車位0,三層,鋼筋混凝土造,1110314.0,159.38,4,2,4,有,無,8200000.0,51449.0,預售屋、或土地及建物分件登記案件；,RPPQMLTJOHHGFAG58EA,148.86,0.0,10.52,無,,2020,11,EkpOby4gMjgsIExhbmUgMzM1LCBYaWFuZ25hbiBSZCwgRG9uZ3NoYW4gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OSIwEi4KFAoSCS9HkrTL52c0ETllaa4ppzjiEBwqFAoSCS9HkrTL52c0ETMDTKb8rpVJ,19441,17172,13006,6060,1702,1683,1387,791
三星鄉,宜蘭縣三星鄉大埔中路２３３巷９１弄５號,99.67,,鄉村區,乙種建築用地,1091107,土地1建物1車位0,三層,鋼筋混凝土造,1110420.0,164.99,4,2,3,有,無,7700000.0,46669.0,預售屋、或土地及建物分件登記案件；,RPUNMLTLOHHGFAG88DA,140.81,0.0,24.18,無,,2020,11,ElNOby4gNSwgQWxsZXkgOTEsIExhbmUgMjMzLCBEYWJ1emhvbmcgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCXnUNgQ64Wc0EV2R7P5ihxvyEAUqFAoSCWX6MwQ64Wc0EfZjC1VYnkvB,19569,13970,12428,7391,1868,1584,1176,1162
三星鄉,宜蘭縣三星鄉大埔中路２３３巷９１弄３號,99.28,,鄉村區,乙種建築用地,1091114,土地1建物1車位0,三層,鋼筋混凝土造,1110420.0,164.99,4,2,3,有,無,7780000.0,47154.0,預售屋、或土地及建物分件登記案件；,RPSOMLPJPHHGFAG28DA,140.81,0.0,24.18,無,,2020,11,ElNOby4gMywgQWxsZXkgOTEsIExhbmUgMjMzLCBEYWJ1emhvbmcgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCXnUNgQ64Wc0EV2R7P5ihxvyEAMqFAoSCWX6MwQ64Wc0EfZjC1VYnkvB,19571,13967,12430,7393,1868,1584,1176,1162
礁溪鄉,宜蘭縣礁溪鄉開蘭路１５號,66.92,都市：其他:道路用地,,,1091114,土地3建物1車位0,三層,鋼筋混凝土造,1101229.0,156.18,3,2,2,有,無,11000000.0,70432.0,礁溪鄉開蘭一段921-9、919地號為公共設施保留地包含公共設施保留地用地；預售屋、或土地及建物分件登記案件；,RPVPMLRJPHHGFBG98DA,141.85,0.0,14.33,有,,2020,11,EjxOby4gMTUsIEthaWxhbiBSZCwgSmlhb3hpIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjIiMBIuChQKEgkzj0jvIftnNBGJY5UihBhVyhAPKhQKEgnvHcCXIvtnNBEpx78NEh201w,345,3982,8649,13421,104,521,866,1557
五結鄉,宜蘭縣五結鄉利成路一段２２６巷６６號,91.02,,鄉村區,乙種建築用地,1091024,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,142.24,4,2,3,有,無,6850000.0,48158.0,預售屋、或土地及建物分件登記案件；,RPUPMLMJOHHGFAG18DA,128.27,0.0,13.97,無,,2020,10,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
壯圍鄉,宜蘭縣壯圍鄉壯五路１２巷２之９號,120.3,都市：其他:農業區,,,1091012,土地5建物1車位0,三層,鋼筋混凝土造,1110301.0,156.18,4,2,3,有,有,8520000.0,54552.0,,RPUOMLOKOHHGFBG48DA,140.73,0.0,15.45,無,,2020,10,ChIJMWt1JEflZzQRe6rMaLinwUs,7378,4357,6034,11467,727,726,602,1097
宜蘭市,宜蘭縣宜蘭市延平路１６巷１０號,96.05,都市：其他:農業區,,,1091006,土地4建物1車位0,三層,鋼筋混凝土造,1110304.0,167.83,4,2,3,有,無,10580000.0,63040.0,,RPOQMLTJNHHGFBG38DA,153.75,0.0,14.08,無,,2020,10,ChIJxb5Qpy_lZzQR8Sie-rc_IwU,4211,2190,4857,11609,464,428,503,1028
壯圍鄉,宜蘭縣壯圍鄉壯五路１２巷２之３號,90.66,都市：其他:農業區,,,1091031,土地4建物1車位0,三層,鋼筋混凝土造,1110301.0,147.23,4,2,3,有,有,7720000.0,52435.0,,RPVOMLLLOHHGFBG38DA,131.97,0.0,15.26,無,,2020,10,ChIJMWt1JEflZzQRe6rMaLinwUs,7378,4357,6034,11467,727,726,602,1097
員山鄉,宜蘭縣員山鄉蘭城六路３２號,90.27,,鄉村區,乙種建築用地,1091022,土地1建物1車位0,三層,鋼筋混凝土造,1110408.0,174.39,3,2,4,有,無,7680000.0,44039.0,預售屋、或土地及建物分件登記案件；,RPWPMLNLOHHGFBG78DA,159.32,0.0,15.07,無,,2020,10,ChIJWfP63q3kZzQRT9M0AiyOVKs,4202,4045,7161,12793,543,638,1042,1773
五結鄉,宜蘭縣五結鄉利成路一段２２６巷７０號,91.03,,鄉村區,乙種建築用地,1090914,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,142.24,4,2,3,有,無,6450000.0,45346.0,預售屋、或土地及建物分件登記案件；,RPSPMLMJOHHGFAG97DA,128.27,0.0,13.97,無,,2020,9,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
五結鄉,宜蘭縣五結鄉利成路一段２２６巷５３號,95.1,,鄉村區,乙種建築用地,1090929,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,142.99,3,2,3,有,無,6650000.0,46507.0,預售屋、或土地及建物分件登記案件；,RPOOMLNLOHHGFAG77DA,128.67,0.0,14.32,無,,2020,9,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
冬山鄉,宜蘭縣冬山鄉香南路３３５巷２８弄１５號,83.0,都市：其他:住宅區,,,1090829,土地2建物1車位0,三層,鋼筋混凝土造,1110314.0,160.35,4,2,4,有,無,8500000.0,53009.0,預售屋、或土地及建物分件登記案件；,RPRNMLMLOHHGFAG97EA,150.0,0.0,10.35,無,,2020,8,EkpOby4gMjgsIExhbmUgMzM1LCBYaWFuZ25hbiBSZCwgRG9uZ3NoYW4gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OSIwEi4KFAoSCS9HkrTL52c0ETllaa4ppzjiEBwqFAoSCS9HkrTL52c0ETMDTKb8rpVJ,19441,17172,13006,6060,1702,1683,1387,791
五結鄉,宜蘭縣五結鄉利成路一段２２６巷５９號,95.1,,鄉村區,乙種建築用地,1090808,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,142.99,4,2,3,有,無,6680000.0,46717.0,預售屋、或土地及建物分件登記案件；,RPQOMLNLOHHGFAG97DA,128.67,0.0,14.32,無,,2020,8,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
五結鄉,宜蘭縣五結鄉利成路一段２２６巷６１號,95.1,,鄉村區,乙種建築用地,1090821,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,142.99,4,2,3,有,無,6560000.0,45877.0,預售屋、或土地及建物分件登記案件；,RPROMLNLOHHGFAG08DA,128.67,0.0,14.32,無,,2020,8,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
五結鄉,宜蘭縣五結鄉利成路一段２２６巷５１號,115.32,,鄉村區,乙種建築用地,1090309,土地6建物1車位0,三層,鋼筋混凝土（ＲＣ）,1101230.0,161.71,6,0,6,有,無,7000000.0,43287.0,客戶要求客變細項：增加2個落地窗、3套衛浴、側牆開3個窗戶、增設6個電錶等工程，追加款共計新台幣＄399031元預售屋、或土地及建物分件登記案件；,RPQPMLMJOHHGFAG77DA,146.92,0.0,14.79,無,,2020,3,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
五結鄉,宜蘭縣五結鄉利成路一段２２６巷５２號,97.44,,鄉村區,乙種建築用地,1090309,土地6建物1車位0,三層,鋼筋混凝土造,1101230.0,153.97,4,2,5,有,無,6550000.0,42541.0,買方要求客變細項：增加2個落地窗、2套衛浴、側牆開3個窗戶等工程，追加款金額共計新台幣＄166340元。預售屋、或土地及建物分件登記案件；,RPRPMLPJPHHGFAG28DA,146.83,0.0,7.14,無,,2020,3,EkhOby4gMjI2LCBTZWN0aW9uIDEsIExpY2hlbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgldWEzsu-hnNBGn2PXzH_GprRDiASoUChIJEw8sZrroZzQRtpJm6VFeETA,19149,16879,12713,7238,1545,1526,1231,846
頭城鎮,宜蘭縣頭城鎮環鎮東路二段６８５巷１１號,108.64,都市：其他:住宅區,,,1110504,土地1建物1車位0,三層,鋼筋混凝土造,1050620.0,213.1,5,2,5,有,無,13000000.0,61004.0,,RPSNMLQKNHHGFBG28DA,190.66,8.85,13.59,無,,2022,5,ChIJ8569nSb3ZzQRi8yHYEhEEwc,14739,16578,19347,27287,1286,1583,1720,1951
三星鄉,宜蘭縣三星鄉大埔中路２６９之１號,138.77,,鄉村區,乙種建築用地,1110508,土地2建物1車位0,三層,鋼筋混凝土造,1050704.0,192.79,4,2,5,有,無,11050000.0,57316.0,,RPOPMLRKNHHGFAG08DA,185.27,0.0,7.52,無,,2022,5,Ej8yNjYsIFRhaXdhbiwgWWlsYW4gQ291bnR5LCBTYW54aW5nIFRvd25zaGlwLCDlpKfln5TkuK3ot68yNjnomZ8iMRIvChQKEgkDG3m_MOFnNBHbM33ujhgVpBCNAioUChIJKW5CEjDhZzQRnEbCZjLI4UU,19389,13932,12248,7211,1823,1544,1131,1117
三星鄉,宜蘭縣三星鄉大埔中路２６５巷１８弄３６號,79.26,,鄉村區,乙種建築用地,1110502,土地1建物1車位0,三層,鋼筋混凝土造,1040721.0,142.43,4,2,3,有,無,7550000.0,53008.0,,RPVOMLRKNHHGFAG68DA,125.29,1.65,15.49,無,,2022,5,EkpOby4gMTgsIExhbmUgMjY1LCBEYWJ1emhvbmcgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCbE3ZJkw4Wc0ERmBnl080_T4EBIqFAoSCcGTsZ0w4Wc0EaDbjftYr6Ay,19534,14077,12393,7356,1872,1593,1179,1166
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷４７號,82.9,,特定農業區,甲種建築用地,1110506,土地3建物1車位0,四層,鋼筋混凝土造,1051207.0,262.11,6,2,7,有,無,13550000.0,51696.0,溫泉宅，附設露天湯池2座,RPTNMLSKNHHGFAG58EA,229.5,2.65,23.9,有,,2022,5,ElVOby4gNDcsIExhbmUgMzAxLCBTZWN0aW9uIDMsIERvbmdzaGFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjASLgoUChIJsfzN4mfmZzQRVs0SmrfrxtcQLyoUChIJDdj5XF3mZzQRWe4-XGL416E,18044,12355,8944,2968,1535,1484,1008,488
三星鄉,宜蘭縣三星鄉安農北路五段３１巷６號,132.53,,特定農業區,甲種建築用地,1110504,土地3建物1車位0,四層,鋼筋混凝土造,1081017.0,236.17,4,1,5,有,無,13280000.0,56231.0,,RPTNMLMKNHHGFAG87DA,204.8,0.0,31.37,有,,2022,5,ChIJex2f6KjhZzQR2xbXI-D6T5I,21125,16042,13984,10604,2027,1709,1334,1406
三星鄉,宜蘭縣三星鄉大埔中路２６５巷１８弄３２號,82.78,,鄉村區,乙種建築用地,1110508,土地1建物1車位0,三層,鋼筋混凝土造,1040721.0,140.28,4,2,3,有,無,7450000.0,53108.0,,RPWOMLRKNHHGFAG78DA,123.56,1.46,15.26,無,,2022,5,EkpOby4gMTgsIExhbmUgMjY1LCBEYWJ1emhvbmcgUmQsIFNhbnhpbmcgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NiIwEi4KFAoSCbE3ZJkw4Wc0ERmBnl080_T4EBIqFAoSCcGTsZ0w4Wc0EaDbjftYr6Ay,19534,14077,12393,7356,1872,1593,1179,1166
宜蘭市,宜蘭縣宜蘭市東港路一段１８６巷２２弄５號,61.0,都市：其他:農業區,,,1110502,土地1建物1車位0,二層,鋼筋混凝土加強磚造,670328.0,76.0,3,3,2,有,無,4800000.0,63158.0,增建一樓空地頂樓加蓋；其他增建；,RPPOMLOLNHHGFBG97DA,76.0,0.0,0.0,無,8.0,2022,5,EkFOby4gMTg2LCBTZWMuIDEsRG9uZ2dhbmcgUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIxEi8KFAoSCVHNGrck5Wc0EfjKcMtdYS9XELoBKhQKEgm3FgcaJOVnNBGh-mBAKN9lOg,5046,2425,4350,9122,525,446,429,1120
五結鄉,宜蘭縣五結鄉季水路８７之９號,175.62,,風景區,丙種建築用地,1110510,土地2建物1車位0,四層,鋼筋混凝土造,1061005.0,316.85,6,2,7,有,無,26380000.0,83257.0,,RPQNMLOLNHHGFAG97EA,297.69,0.0,19.16,有,10.0,2022,5,EjtOby4gODcsIEppc2h1aSBSZCwgV3VqaWUgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OCIwEi4KFAoSCeemWsgU72c0EeoKLAZZqzepEFcqFAoSCfm4DrtG72c0EStgRSAFpmEX,15227,13520,10321,7672,1287,1345,898,888
五結鄉,宜蘭縣五結鄉利成路一段３８７號,52.74,,鄉村區,乙種建築用地,1110509,土地1建物1車位0,三層,鋼筋混凝土加強磚造,701022.0,97.2,0,0,3,有,無,2200000.0,22634.0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLPLNHHGFAG28DA,97.2,0.0,0.0,無,13.0,2022,5,ChIJ07TIXbroZzQRqQzpgwYDN2Y,18781,16512,12346,6870,1518,1500,1204,819
冬山鄉,宜蘭縣冬山鄉珍珠一路２８５巷３５號,382.72,,特定農業區,甲種建築用地,1110504,土地1建物1車位0,四層,鋼筋混凝土造,990402.0,453.58,5,3,6,有,有,16660000.0,36730.0,,RPQPMLOLNHHGFAG08DA,423.89,0.0,29.69,有,,2022,5,ChIJUcDqvz_mZzQRcvsLB-oiNYI,17388,15119,9971,3677,1458,1440,1063,470
冬山鄉,宜蘭縣冬山鄉武罕五路１５０巷８號,189.17,,特定農業區,甲種建築用地,1110503,土地1建物1車位0,三層,鋼筋混凝土造,1060724.0,376.75,4,2,4,有,無,17500000.0,46450.0,,RPPNMLOJNHHGFAG57DA,325.29,22.82,28.64,無,15.0,2022,5,EkJOby4gMTUwLCBXdWhhbiA1dGggUmQsIERvbmdzaGFuIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjkiMRIvChQKEgmlvMgOEeZnNBH44wIUmKHz1BCWASoUChIJtwDgFhHmZzQR1y0EMF5el3s,16265,13996,9830,3540,1284,1265,970,458
冬山鄉,宜蘭縣冬山鄉冬山路三段３０１巷５１弄１１號,82.9,,特定農業區,甲種建築用地,1110506,土地3建物1車位0,四層,鋼筋混凝土造,1051207.0,262.1,6,2,7,有,無,12000000.0,45784.0,溫泉宅，附設露天湯池2座,RPPOMLQLNHHGFAG18EA,229.5,2.65,23.89,有,,2022,5,ChIJW_baWF3mZzQRJSWIM8ioZb8,18101,12412,9002,3026,1554,1503,1027,507
頭城鎮,宜蘭縣頭城鎮文雅路３０號,21.65,都市：其他:住宅區,,,1110517,土地1建物1車位0,二層,鋼筋混凝土加強磚造,680824.0,24.32,3,2,3,有,無,1000000.0,41118.0,親屬買賣叔侄親友、員工、共有人或其他特殊關係間之交易；,RPROMLRLNHHGFBG48DA,24.32,0.0,0.0,無,,2022,5,ChIJnUY0GWf3ZzQRiqpY8gEl6Yw,15165,16520,20795,26340,1170,1487,1555,1817
羅東鎮,宜蘭縣羅東鎮豐年路１３３巷１８弄２１號,122.44,都市：其他:住宅區,,,1110509,土地2建物1車位0,四層,鋼筋混凝土造,970602.0,258.49,6,2,4,有,有,16500000.0,63832.0,,RPSNMLKMNHHGFAG77DA,235.81,22.68,0.0,無,,2022,5,EkBOby4gMTMzLCBGZW5nbmlhbiBSZCwgTHVvZG9uZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY1IjESLwoUChIJv7zH9oHmZzQRXYkm_tosPowQhQEqFAoSCYPSxo-B5mc0EYObn3fcDt7_,13687,9957,6546,1755,1540,1324,848,481
蘇澳鎮,宜蘭縣蘇澳鎮新馬路６巷２６號,63.4,都市：其他:住宅區,,,1110515,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660707.0,82.8,3,2,3,有,無,3250000.0,39251.0,一樓空地增建頂樓加蓋；其他增建；,RPTOMLLMNHHGFAG08DA,82.8,0.0,0.0,無,,2022,5,EkJOby4gMjYsIExhbmUgNiwgWGlubWEgUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMBIuChQKEgljlGI1Z-hnNBHoffFUSbEtnxAaKhQKEgljlGI1Z-hnNBHfd8_tpk3u8A,22921,20652,16486,12319,1361,1342,1184,932
員山鄉,宜蘭縣員山鄉惠民路２４５巷６號,79.11,,鄉村區,乙種建築用地,1110508,土地2建物1車位0,四層,鋼筋混凝土造,1070213.0,181.88,4,2,4,有,無,11000000.0,60479.0,一樓廁所內擴四樓採光罩其他增建；,RPOPMLRLNHHGFBG28DA,177.02,4.86,0.0,無,22.0,2022,5,ChIJVXw6TnfkZzQR1pC0Hvo0rAk,9481,5605,5295,9385,1241,764,531,1214
員山鄉,宜蘭縣員山鄉金泰路２９９巷８弄２５號,46.85,都市：其他:住宅區,,,1110515,土地2建物1車位0,三層,鋼筋混凝土造,1000831.0,85.88,4,1,5,有,無,4000000.0,46577.0,姊弟間之交易親友、員工、共有人或其他特殊關係間之交易；,RPWNMLLMNHHGFBG48EA,80.16,0.0,5.72,無,28.0,2022,5,Ej9Oby4gMjk5LCBKaW50YWkgUmQsIFl1YW5zaGFuIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjQiMRIvChQKEgkTqYNohORnNBHtRKEB64qzYRCrAioUChIJV9ZuCYbkZzQRkI6VJPdxdO0,6799,5412,6204,11592,1015,752,616,1327
礁溪鄉,宜蘭縣礁溪鄉林尾路１３３之２９號,150.91,,特定農業區,甲種建築用地,1110504,土地2建物1車位0,四層,鋼筋混凝土造,1080704.0,260.25,6,2,7,有,無,15800000.0,60711.0,2樓、4樓、頂樓增建其他增建；,RPSNMLOLNHHGFBG18DA,238.96,0.0,21.29,有,,2022,5,ChIJvUeXMKb7ZzQRzXe_r28UMJs,4401,8038,12705,20063,522,939,1284,1719
員山鄉,宜蘭縣員山鄉永廣路６８巷２號,102.9,,鄉村區,乙種建築用地,1110512,土地2建物1車位0,三層,鋼筋混凝土造,821126.0,177.16,3,2,3,有,無,6250000.0,35279.0,,RPWOMLKMNHHGFBG38DA,151.9,25.26,0.0,無,,2022,5,ChIJh-ljFl7jZzQR45O4FZ-c4XY,7173,5146,8150,13539,876,769,920,1631
羅東鎮,宜蘭縣羅東鎮南盟路９８號,117.0,都市：其他:住宅區,,,1110525,土地1建物1車位0,二層,鋼筋混凝土造,790525.0,143.97,3,1,2,有,無,12000000.0,83351.0,,RPUNMLLJOHHGFAG87DA,129.72,14.25,0.0,無,,2022,5,ChIJrco2LIjmZzQRPs7Xjch0pcY,14652,10922,7511,1950,1669,1452,977,530
三星鄉,宜蘭縣三星鄉人和一路１３６巷１２號,88.35,,特定農業區,甲種建築用地,1110506,土地5建物1車位0,三層,鋼筋混凝土造,1101129.0,166.12,3,2,4,有,無,7680000.0,46232.0,,RPVOMLLMNHHGFAG28DA,130.62,0.0,35.5,無,,2022,5,ChIJyfjA6SzgZzQR5fQAlpny4fc,24997,19913,17856,15541,2323,2005,1630,1677
冬山鄉,宜蘭縣冬山鄉龍祥三路７巷７４號,24.63,,工業區,丁種建築用地,1110512,土地2建物1車位0,三層,鋼筋混凝土加強磚造,680105.0,46.03,5,2,3,有,無,200000.0,4345.0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPWOMLLMNHHGFAG38DA,46.03,0.0,0.0,無,,2022,5,ChIJC3NSaY_oZzQR6ASVc5j5fMo,20918,18648,14482,9020,1637,1618,1323,950
五結鄉,宜蘭縣五結鄉隆昌路９３巷２０號,96.84,都市：其他:住宅區,,,1110502,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650916.0,111.71,3,2,2,有,無,5250000.0,46997.0,1樓後方廚房2樓後方露台3樓全部鐵皮加蓋其他增建；,RPVNMLMJNHHGFAG97DA,111.71,0.0,0.0,無,,2022,5,ChIJjZUDLs7lZzQRlS5USyXZnJ4,11849,8119,4708,2150,1191,974,498,449
壯圍鄉,宜蘭縣壯圍鄉壯六路７６之２１號,141.0,,特定農業區,甲種建築用地,1110501,土地3建物1車位0,四層,鋼筋混凝土造,1040730.0,222.25,4,2,3,有,無,11880000.0,53453.0,壹樓部分面積當車位使用。其他增建；,RPPOMLPLNHHGFBG08DA,207.58,0.0,14.67,無,,2022,5,ChIJa2s-RUnlZzQRsWOkqgXM22s,6068,5216,7052,13161,581,633,727,1203
冬山鄉,宜蘭縣冬山鄉照安路１４９號,130.74,都市：其他:住宅區,,,1110507,土地1建物1車位0,二層,鋼筋混凝土造,781120.0,143.69,4,2,2,有,無,5780000.0,40225.0,一樓後方增建其他增建；,RPPQMLMJOHHGFAG77DA,128.7,14.99,0.0,無,38.0,2022,5,ChIJyZQ8C8znZzQR06e57u0dnAE,19612,17343,12786,6297,1719,1701,1418,792
羅東鎮,宜蘭縣羅東鎮羅莊北街１６號,81.28,,鄉村區,乙種建築用地,1110507,土地1建物1車位0,三層,鋼筋混凝土加強磚造,701229.0,172.36,3,2,3,有,無,6000000.0,34811.0,增建：廚房其他增建；,RPVPMLOLNHHGFAG58DA,155.7,16.66,0.0,無,,2022,5,ChIJaQ05aXHmZzQR4K8Wxm3wokM,16405,10816,7405,1429,1360,1366,891,353
