縣市別,行政區,街道名稱及範圍,路寬(m),臨街關係,用途類別,構造種類,建築完成年月,移轉日期,總樓層數,移轉層數,土地使用分區,移轉土地面積(坪),移轉房屋面積(坪),總價(萬元),單價(萬元/坪)
桃園縣,桃園市,國際路1段-桃園大圳與永福西街之間,12,裡地,透天住宅,鋼筋混凝土造,０８５１０,099年07月,4,全,農業區,9.33,57.47,620,10.79
桃園縣,桃園市,國際路1段-桃園內環道與國際路599巷之間,15,裡地,透天住宅,鋼筋混凝土造,０９３１１,095年01月,4,全,農業區,25.97,68.41,680,9.94
桃園縣,桃園市,國際路1段-桃園內環道與國際路599巷之間,15,裡地,透天住宅,鋼筋混凝土造,０９３１１,095年01月,4,全,農業區,22.29,63.56,620,9.75
桃園縣,桃園市,國際路1段-國際路1段1001至1051號,20,臨街地,透天住宅,鋼筋混凝土造,０９２０７,100年04月,5,全,住宅區,27.00,94.40,1880,19.92
桃園縣,桃園市,國際路1段-國際路1段1148巷與宏昌六街之間,15,裡地,公寓,鋼筋混凝土造,０８５０２,094年12月,5,4,住宅區,6.72,24.68,230,9.32
桃園縣,桃園市,國際路1段-國際路1段141巷與永福西街之間,10,裡地,透天住宅,加強磚造,０６９０７,095年04月,2,全,甲種建築用地,28.43,34.13,395,11.57
桃園縣,桃園市,國際路1段-國際路1段1至50號,20,臨街地,透天住宅,鋼筋混凝土造,１００１２,101年04月,4,全,住宅區,32.80,98.56,2000,20.29
桃園縣,桃園市,國際路1段-國際路1段685巷51弄,20,裡地,透天住宅,鋼筋混凝土造,０９３１１,101年07月,4,全,農業區,26.11,68.41,1100,16.08
桃園縣,桃園市,國際路1段-國際路1段98巷,20,裡地,住宅大樓,鋼筋混凝土造,０８４０１,101年07月,13,5,住宅區,2.84,22.36,210,9.39
桃園縣,桃園市,國際路2段-永安路與大興西路之間,20,裡地,透天住宅,鋼筋混凝土造,０８８０４,097年04月,4,全,農業區,14.00,61.03,550,9.01
桃園縣,桃園市,國際路2段-延壽街與中山路之間,20,臨街地,公寓,鋼筋混凝土造,０７０１２,097年01月,5,4,住宅區,8.25,32.48,230,7.08
桃園縣,桃園市,國際路2段-延壽街與國強一街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,096年01月,17,3,住宅區,4.41,47.91,450,9.39
桃園縣,桃園市,國際路2段-國信街及國強一街之間,20,裡地,公寓,鋼筋混凝土造,０７４０６,094年01月,5,4,住宅區,5.51,25.06,150,5.99
桃園縣,桃園市,國際路2段-國信街與國強一街之間,18,裡地,公寓,鋼筋混凝土造,０７２０９,095年01月,5,5,住宅區,5.40,25.46,190,7.46
桃園縣,桃園市,國際路2段-國信街與國強一街之間,18,裡地,公寓,鋼筋混凝土造,０７２０９,095年04月,5,5,住宅區,4.38,21.54,185,8.59
桃園縣,桃園市,國際路2段-國信街與國強一街之間,20,裡地,公寓,鋼筋混凝土造,０７４０６,096年01月,5,3,住宅區,5.51,25.58,200,7.82
桃園縣,桃園市,國際路2段-國強一街與文中路之間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,099年07月,17,13,住宅區,3.27,28.37,205,7.23
桃園縣,桃園市,國際路2段-國強一街與延壽路間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,097年04月,17,13,住宅區,3.42,27.72,260,9.38
桃園縣,桃園市,國際路2段-國際路2段151至200號,20,臨街地,公寓,鋼筋混凝土造,０７０１２,100年04月,5,3,住宅區,6.80,26.06,180,6.91
桃園縣,桃園市,國際路2段-國際路2段151至200號,20,臨街地,公寓,鋼筋混凝土造,０７０１２,100年04月,5,1,住宅區,15.13,54.94,850,15.47
桃園縣,桃園市,國際路2段-逸林街與德華街之間,20,裡地,公寓,鋼筋混凝土造,０７４０６,093年07月,5,4,住宅區,5.37,23.13,180,7.78
桃園縣,桃園市,國際路2段-衡陽二街與衡陽三街間,20,臨街地,透天住宅,加強磚造,０６３０４,097年04月,3,全,住宅區,16.89,48.42,550,11.36
桃園縣,桃園市,國際路-中山路與國鼎一街間,20,裡地,華廈,鋼筋混凝土造,０８４０７,098年01月,8,5,住宅區,6.01,32.07,240,7.48
桃園縣,桃園市,國際路-文中路與國強一街間,20,裡地,透天住宅,鋼筋混凝土造,０７７１０,097年07月,2,全,住宅區,25.28,40.63,650,16.00
桃園縣,桃園市,國際路-永福西街與中路街之間,15,裡地,住宅大樓,鋼筋混凝土造,０８４０１,099年01月,13,4,住宅區,3.49,26.84,180,6.71
桃園縣,桃園市,國際路-吉昌街與中山路之間,20,裡地,華廈,鋼筋混凝土造,０８４０７,099年04月,8,6,住宅區,5.33,29.52,220,7.45
桃園縣,桃園市,國際路-桃園大圳與永福西街間,15,裡地,透天住宅,加強磚造,０７４０９,097年12月,2,全,工業區,28.03,37.43,360,9.62
桃園縣,桃園市,國際路-國際路1段1號至50號,20,臨街地,透天住宅,鋼筋混凝土造,１０００３,100年07月,4,全,住宅區,31.16,98.90,1200,12.13
桃園縣,桃園市,國際路-國際路1段98巷,10,裡地,住宅大樓,鋼筋混凝土造,０８４０１,101年01月,13,7,住宅區,2.84,22.36,230,10.29
桃園縣,桃園市,國際路-國際路1段98巷,10,裡地,住宅大樓,鋼筋混凝土造,０８４０１,101年01月,13,6,住宅區,2.81,22.11,186,8.41
桃園縣,桃園市,國際路-國際路2段101號至150號,20,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,100年07月,17,11,住宅區,3.56,40.92,320,7.82
桃園縣,桃園市,國際路-國際路一段與泰昌十二街之間,20,裡地,透天住宅,鋼筋混凝土造,０９００２,091年03月,4,全,住宅區,23.98,53.59,900,16.79
桃園縣,桃園市,國興街-國民街與國光街之間,8,臨街地,公寓,鋼筋混凝土造,０８１０５,097年04月,5,5,住宅區,12.40,40.21,475,11.81
桃園縣,桃園市,國興街-國光街與國民街之間,8,臨街地,公寓,鋼筋混凝土造,０７９０９,097年04月,5,2,住宅區,21.14,83.55,850,10.17
桃園縣,桃園市,國豐七街-國強一街與國強七街之間,8,裡地,住宅大樓,鋼筋混凝土造,０９６１２,098年04月,14,11,住宅區,9.41,57.95,680,11.73
桃園縣,桃園市,國豐七街-國強一街與國強七街之間,8,裡地,住宅大樓,鋼筋混凝土造,０９６１２,098年10月,12,3,住宅區,9.41,57.95,710,12.25
桃園縣,桃園市,國豐七街-國強一街與國強七街之間,8,裡地,住宅大樓,鋼筋混凝土造,０９６１２,098年10月,12,8,住宅區,7.64,48.92,635,12.98
桃園縣,桃園市,國豐七街-國強一街與國強七街間,8,裡地,住宅大樓,鋼筋混凝土造,０９６１２,097年07月,12,9,住宅區,7.57,46.69,550,11.78
桃園縣,桃園市,國豐七街-國強一街與國強十一街之間,8,裡地,透天住宅,鋼筋混凝土造,０７８０７,092年07月,4,全,住宅區,48.70,79.69,1080,13.55
桃園縣,桃園市,國豐七街-國強七街與國強一街間,8,裡地,住宅大樓,鋼筋混凝土造,０９６１２,097年04月,12,8,住宅區,9.47,55.47,710,12.80
桃園縣,桃園市,國豐二街-國強一街與國強七街之間,8,臨街地,華廈,鋼筋混凝土造,０８１１１,100年01月,7,5,商業區,4.51,29.47,230,7.80
桃園縣,桃園市,國豐二街-國豐二街1至50號,8,臨街地,華廈,鋼筋混凝土造,０８１１１,101年04月,7,6,商業區,5.74,36.75,350,9.52
桃園縣,桃園市,國豐十街-國強七街與國強三街之間,6,裡地,透天住宅,加強磚造,０７００１,091年12月,2,全,住宅區,19.36,26.01,390,14.99
桃園縣,桃園市,國豐十街-國強十一街與國強十三街間,8,臨街地,華廈,鋼筋混凝土造,０８３０３,097年07月,8,7,住宅區,5.46,30.48,250,8.20
桃園縣,桃園市,國豐三街-國強一街與國強七街之間,12,臨街地,公寓,鋼筋混凝土造,０９１０４,095年09月,5,5,商業區,6.84,28.65,320,11.17
桃園縣,桃園市,國豐三街-國強七街與國強一街間,12,臨街地,華廈,鋼筋混凝土造,０８５０４,098年04月,10,1,商業區,3.41,28.96,260,8.98
桃園縣,桃園市,國豐三街-國強七街與龍鳳三街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,100年01月,18,11,住宅區,4.01,33.90,280,8.26
桃園縣,桃園市,國豐三街-國強七街與龍鳳三街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,100年01月,18,9,住宅區,4.10,32.69,290,8.87
桃園縣,桃園市,國豐三街-國豐三街1至50號,9,臨街地,住宅大樓,鋼筋混凝土造,０８４１２,101年04月,17,16,住宅區,2.25,18.98,200,10.54
桃園縣,桃園市,國豐三街-國豐三街51至100號,12,臨街地,住宅大樓,鋼筋混凝土造,１０００５,101年01月,14,2,商業區,4.30,48.86,760,15.55
桃園縣,桃園市,國豐三街-國豐三街51至100號,12,臨街地,住宅大樓,鋼筋混凝土造,１０００５,101年01月,14,13,商業區,5.97,65.98,1250,18.95
桃園縣,桃園市,國豐三街-國豐三街51至100號,9,臨街地,住宅大樓,鋼筋混凝土造,１０００５,101年04月,14,6,商業區,2.80,30.24,540,17.86
桃園縣,桃園市,國豐三街-國豐三街51號至100號,10,臨街地,住宅大樓,鋼筋混凝土造,１０００５,100年07月,14,12,商業區,5.55,30.80,530,17.21
桃園縣,桃園市,國豐五街-國強一街與國強七街之間,9,臨街地,華廈,鋼筋混凝土造,０９５１１,097年01月,9,5,商業區,5.65,46.78,515,11.01
桃園縣,桃園市,國豐五街-國強一街與國強七街間,10,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,098年01月,13,8,住宅區,6.18,32.17,450,13.99
桃園縣,桃園市,國豐五街-國強一街與國強七街間,10,臨街地,華廈,鋼筋混凝土造,０９５１１,098年01月,9,3,商業區,5.32,44.71,430,9.62
桃園縣,桃園市,國豐五街-國強一街與國強七街間,10,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,098年04月,15,11,住宅區,6.18,40.88,400,9.78
桃園縣,桃園市,國豐五街-國強七街與國強一街之間,8,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,099年07月,13,11,住宅區,7.68,51.97,540,10.39
桃園縣,桃園市,國豐五街-國強七街與國強八街之間,8,臨街地,華廈,鋼筋混凝土造,０９５１１,097年01月,9,4,商業區,5.32,44.71,450,10.06
桃園縣,桃園市,國豐五街-國強七街與國強八街間,8,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,097年04月,13,5,住宅區,6.36,32.01,465,14.53
桃園縣,桃園市,國豐五街-國強七街與國強八街間,8,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,097年04月,13,13,住宅區,6.27,31.50,460,14.60
桃園縣,桃園市,國豐五街-國強七街與國強八街間,10,臨街地,華廈,鋼筋混凝土造,０９５１１,097年07月,9,5,商業區,5.32,44.71,500,11.18
桃園縣,桃園市,國豐五街-國強八街與國強七街之間,6,臨街地,華廈,鋼筋混凝土造,０９５１１,096年07月,9,2,商業區,6.48,52.10,530,10.17
桃園縣,桃園市,國豐五街-國強八街與國強七街之間,8,臨街地,華廈,鋼筋混凝土造,０９５１１,097年01月,9,8,商業區,5.32,44.71,495,11.07
桃園縣,桃園市,國豐五街-國強八街與國強七街間,8,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,097年04月,13,6,住宅區,7.68,36.91,535,14.49
桃園縣,桃園市,國豐五街-國豐五街1至50號,9,臨街地,華廈,鋼筋混凝土造,０９５１１,101年04月,9,8,商業區,5.38,44.98,658,14.63
桃園縣,桃園市,國豐六街-國強一街與國強七街之間,12,臨街地,公寓,鋼筋混凝土造,０７９０９,098年04月,6,3,住宅區,11.64,40.12,320,7.98
桃園縣,桃園市,國豐六街-國強一街與國強七街之間,10,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,098年10月,13,11,住宅區,4.30,33.39,420,12.58
桃園縣,桃園市,國豐六街-國強一街與國強七街間,8,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,097年04月,13,1,住宅區,4.69,33.46,630,18.83
桃園縣,桃園市,國豐六街-國強一街與國強七街間,8,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,097年04月,13,1,住宅區,4.68,26.06,510,19.57
桃園縣,桃園市,國豐六街-國強七街與國強六街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,100年01月,12,6,住宅區,4.97,37.84,350,9.25
桃園縣,桃園市,國豐六街-國強七街與龍鳳三街之間,9,臨街地,住宅大樓,鋼筋混凝土造,０８８０２,098年10月,12,2,住宅區,4.97,37.56,280,7.45
桃園縣,桃園市,國豐六街-國強十三街與國強十一街之間,12,臨街地,透天住宅,鋼筋混凝土造,０９３０６,096年04月,5,全,住宅區,52.63,165.51,1800,10.88
桃園縣,桃園市,國豐六街-國豐六街51號至100號,12,臨街地,透天住宅,鋼筋混凝土造,０８８０３,100年07月,5,全,住宅區,28.11,98.30,1230,12.51
桃園縣,桃園市,國豐六街-國豐六街51號至100號,12,臨街地,住宅大樓,鋼筋混凝土造,０９６１０,100年07月,13,10,住宅區,4.76,35.85,485,13.53
桃園縣,桃園市,紹興街-林森路、桃鶯路、桃園龜山交界間,7,臨街地,公寓,鋼筋混凝土造,０６９０８,094年12月,5,1,住宅區,9.44,26.52,248,9.35
桃園縣,桃園市,紹興街-林森路與萬壽路3段間,8,臨街地,公寓,鋼筋混凝土造,０７７０７,095年09月,5,5,住宅區,5.87,25.40,185,7.28
桃園縣,桃園市,紹興街-桃鶯路與山鶯路之間,8,裡地,公寓,鋼筋混凝土造,０７７０７,100年01月,5,3,住宅區,4.45,13.32,155,11.64
桃園縣,桃園市,紹興街-桃鶯路與山鶯路間,8,裡地,住宅大樓,鋼筋混凝土造,０８１１２,099年07月,12,7,住宅區,9.75,44.03,420,9.54
桃園縣,桃園市,紹興街-桃鶯路與山鶯路間,8,裡地,公寓,鋼筋混凝土造,０７７０７,099年07月,5,4,住宅區,6.11,27.65,178,6.44
桃園縣,桃園市,紹興街-桃鶯路與林森路71巷間,7,臨街地,透天住宅,鋼筋混凝土造,０６５１１,095年12月,2,全,住宅區,25.41,33.78,460,13.62
桃園縣,桃園市,紹興街-桃鶯路與建國東路間,7,裡地,公寓,鋼筋混凝土造,０６９０８,096年04月,5,1,住宅區,7.62,21.11,170,8.05
桃園縣,桃園市,紹興街-桃鶯路與龜山鄉界之間,8,裡地,住宅大樓,鋼筋混凝土造,０８１１２,097年12月,12,6,住宅區,9.86,42.73,340,7.96
桃園縣,桃園市,紹興街-桃鶯路與龜山鄉界間,8,臨街地,公寓,鋼筋混凝土造,０７７０７,097年04月,5,2,住宅區,7.50,29.74,230,7.73
桃園縣,桃園市,紹興街-桃鶯路與龜山鄉界間,8,裡地,住宅大樓,鋼筋混凝土造,０８１１２,097年07月,12,6,住宅區,9.63,42.79,370,8.65
桃園縣,桃園市,紹興街-桃鶯路橋與龜山鄉界間,7,臨街地,住宅大樓,鋼筋混凝土造,０８１１２,097年01月,12,3,住宅區,10.09,42.18,330,7.82
桃園縣,桃園市,莊一街-中正路與敬二路間,12,臨街地,住宅大樓,鋼筋混凝土造,０８９１０,097年07月,14,5,住宅區,4.78,43.14,625,14.49
桃園縣,桃園市,莊一街-中正路與敬二路間,8,臨街地,住宅大樓,鋼筋混凝土造,０９５０３,098年10月,15,10,住宅區,28.03,130.88,3465,26.47
桃園縣,桃園市,莊一街-中正路與敬三街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８９１０,099年01月,14,6,住宅區,4.17,46.76,580,12.40
桃園縣,桃園市,莊一街-中埔七街與莊敬國小間,12,臨街地,住宅大樓,鋼筋混凝土造,０９５０３,096年01月,15,4,住宅區,27.43,129.19,1600,12.38
桃園縣,桃園市,莊一街-莊一街151至200號,8,臨街地,住宅大樓,鋼筋混凝土造,０９４１０,101年01月,11,11,住宅區,6.44,32.12,624,19.43
桃園縣,桃園市,莊一街-莊一街1至50號,12,臨街地,住宅大樓,鋼筋混凝土造,０８９１０,100年12月,14,10,住宅區,6.07,113.64,1158,10.19
桃園縣,桃園市,莊二街-中正路與同安街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８２０２,099年01月,12,2,住宅區,4.77,44.56,330,7.41
桃園縣,桃園市,莊二街-中正路與莊敬路1段之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８２０２,094年01月,12,9,住宅區,3.66,23.12,190,8.22
桃園縣,桃園市,莊二街-中正路與敬二街之間,6,裡地,住宅大樓,鋼筋混凝土造,０８２０２,092年12月,12,7,住宅區,5.09,34.63,280,8.09
桃園縣,桃園市,莊二街-中正路與敬二街之間,15,臨街地,集合住宅,鋼筋混凝土造,０８９０９,094年01月,14,7,住宅區,6.41,39.56,590,14.91
桃園縣,桃園市,莊二街-中正路與敬三街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８９０９,098年10月,14,3,住宅區,7.16,62.79,850,13.54
桃園縣,桃園市,莊二街-中正路與敬三街間,12,臨街地,住宅大樓,鋼筋混凝土造,０９７０１,098年01月,12,5,住宅區,10.62,68.77,1100,16.00
桃園縣,桃園市,莊二街-位於敬二街與中正路之間,8,裡地,透天住宅,鋼筋混凝土造,０８７０１,093年04月,5,全,住宅區,17.54,65.73,635,9.66
桃園縣,桃園市,莊二街-莊二街151至200號,9,臨街地,住宅大樓,鋼筋混凝土造,０８９０９,101年01月,14,5,住宅區,7.41,66.72,900,13.49
桃園縣,桃園市,莊二街-莊二街151號至200號,12,臨街地,華廈,鋼筋混凝土造,０９７０１,100年07月,10,4,住宅區,7.26,76.79,625,8.14
桃園縣,桃園市,莊二街-莊二街1至50號,12,臨街地,華廈,鋼筋混凝土造,０９１０４,101年04月,8,7,住宅區,9.30,62.39,1000,16.03
桃園縣,桃園市,莊二街-莊二街201至250號,12,臨街地,華廈,鋼筋混凝土造,０９３０２,100年04月,8,5,住宅區,4.22,24.12,325,13.47
桃園縣,桃園市,莊二街-莊三街與同安街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０８９０９,099年04月,14,4,住宅區,8.91,81.60,990,12.13
桃園縣,桃園市,莊二街-敬二街與敬三街之間,6,裡地,透天住宅,鋼筋混凝土造,０９２０７,092年12月,5,全,住宅區,24.56,133.98,1100,8.21
桃園縣,桃園市,莊二街-敬二街與敬三街之間,6,裡地,透天住宅,鋼筋混凝土造,０９２０７,092年12月,5,全,住宅區,24.18,70.79,650,9.18
桃園縣,桃園市,莊二街-敬二街與敬三街之間,12,臨街地,住宅大樓,鋼筋混凝土造,０９７０１,097年04月,12,8,住宅區,10.55,59.72,950,15.91
桃園縣,桃園市,莊二街-敬二街與敬三街之間,12,裡地,透天住宅,鋼筋混凝土造,０９２０７,098年04月,5,全,住宅區,22.09,65.94,850,12.89
桃園縣,桃園市,莊二街-敬二街與敬三街間,12,臨街地,住宅大樓,鋼筋混凝土造,０９７０１,097年04月,12,5,住宅區,11.88,59.73,1020,17.08
桃園縣,桃園市,莊二街-敬三街與中正路之間,12,裡地,透天住宅,鋼筋混凝土造,０７４０７,096年07月,2,全,住宅區,28.74,43.49,590,13.57
桃園縣,桃園市,莊二街-敬三街與中正路間,12,臨街地,住宅大樓,鋼筋混凝土造,０９７０１,097年04月,12,10,住宅區,10.62,60.15,950,15.79
桃園縣,桃園市,莊敬路1段-中正路與同安街之間,20,臨街地,住宅大樓,鋼筋混凝土造,０９００２,099年01月,14,6,住宅區,6.11,55.28,450,8.14
桃園縣,桃園市,莊敬路1段-同安街與經國路間,20,裡地,住宅大樓,鋼筋混凝土造,０８８０５,099年01月,16,15,住宅區,5.47,58.53,630,10.76
桃園縣,桃園市,莊敬路1段-位於中正公園附近,20,臨街地,集合住宅,鋼筋混凝土造,０８４０６,093年04月,17,11,住宅區,4.78,42.70,333,7.80
桃園縣,桃園市,莊敬路1段-莊敬路1段551至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０８３１２,100年04月,13,7,住宅區,4.16,36.74,370,10.07
桃園縣,桃園市,莊敬路1段-經國路與同安街之間,15,裡地,住宅大樓,鋼筋混凝土造,０８６０４,099年07月,28,13,住宅區,6.57,43.49,385,8.85
桃園縣,桃園市,莊敬路2段-中正路路與敬三街間,20,臨街地,住宅大樓,鋼筋混凝土造,０８７１２,098年07月,14,12,住宅區,5.43,49.10,430,8.76
桃園縣,桃園市,莊敬路2段-中正路與敬二街之間,18,裡地,透天住宅,鋼筋混凝土造,０７６０４,094年04月,2,全,住宅區,26.92,43.96,650,14.79
桃園縣,桃園市,莊敬路2段-中正路與寶慶路間,20,臨街地,華廈,鋼筋混凝土造,０９２０８,098年07月,7,1,住宅區,4.12,34.66,400,11.54
桃園縣,桃園市,莊敬路2段-莊敬二街與中正路之間,15,臨街地,住宅大樓,鋼筋混凝土造,０８７１２,099年07月,14,1,住宅區,2.61,19.73,870,44.10
桃園縣,桃園市,莊敬路2段-莊敬路2段151至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０９２０８,100年04月,14,12,住宅區,2.92,23.26,295,12.68
桃園縣,桃園市,莊敬路2段-莊敬路2段151至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０９２０８,101年04月,13,2,住宅區,4.46,33.50,600,17.91
桃園縣,桃園市,莊敬路2段-莊敬路2段與敬二街交叉口,20,臨街地,集合住宅,鋼筋混凝土造,０８３０７,094年01月,17,11,住宅區,3.83,39.46,450,11.40
桃園縣,桃園市,莊敬路-中正路與同安街,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,095年09月,17,15,住宅區,3.65,34.55,325,9.41
桃園縣,桃園市,莊敬路-中正路與同安街間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,095年04月,17,10,住宅區,7.17,56.61,510,9.01
桃園縣,桃園市,莊敬路-中正路與同安街間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,095年09月,17,15,住宅區,2.53,24.21,225,9.29
桃園縣,桃園市,莊敬路-中正路與同安街間,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,097年01月,17,12,住宅區,6.04,47.89,430,8.98
桃園縣,桃園市,莊敬路-同安街與南崁溪間,18,臨街地,住宅大樓,鋼筋混凝土造,０９５０１,096年01月,14,7,住宅區,24.96,121.01,1400,11.57
桃園縣,桃園市,莊敬路-同安街與經國路間,20,裡地,住宅大樓,鋼筋混凝土造,０８６０４,097年07月,28,全,住宅區,8.36,66.58,640,9.61
桃園縣,桃園市,莊敬路-同安街與經國路間,20,裡地,住宅大樓,鋼筋混凝土造,０８８０５,097年07月,16,14,住宅區,6.48,53.16,760,14.30
桃園縣,桃園市,莊敬路-同安街與經國路間,20,臨街地,住宅大樓,鋼筋混凝土造,０８８０５,098年04月,19,10,住宅區,4.66,48.91,430,8.79
桃園縣,桃園市,莊敬路-同安街與經國路間,20,裡地,住宅大樓,鋼筋混凝土造,０８８０５,098年10月,16,15,住宅區,6.89,58.53,520,8.88
桃園縣,桃園市,莊敬路-位於新埔十街與經國路之間,20,裡地,住宅大樓,鋼筋混凝土造,０８４０５,093年04月,16,1,住宅區,6.62,28.93,385,13.31
桃園縣,桃園市,莊敬路-莊敬路1段152巷,15,裡地,住宅大樓,鋼筋混凝土造,０８３０３,100年12月,12,5,住宅區,3.49,30.19,380,12.59
桃園縣,桃園市,莊敬路-莊敬路1段210巷,20,裡地,住宅大樓,鋼筋混凝土造,０８６０４,100年07月,23,18,住宅區,4.50,29.91,370,12.37
桃園縣,桃園市,莊敬路-莊敬路1段210巷,20,裡地,住宅大樓,鋼筋混凝土造,０８６０４,101年01月,28,9,住宅區,2.61,17.11,180,10.52
桃園縣,桃園市,莊敬路-莊敬路1段301至350號,15,臨街地,住宅大樓,鋼筋混凝土造,０９００２,100年12月,14,6,住宅區,2.94,45.30,450,9.93
桃園縣,桃園市,莊敬路-莊敬路1段351至400號,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,101年01月,17,8,住宅區,7.17,43.96,750,17.06
桃園縣,桃園市,莊敬路-莊敬路1段351至400號,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,101年01月,17,15,住宅區,2.53,24.21,330,13.63
桃園縣,桃園市,莊敬路-莊敬路1段351號至400號,20,臨街地,住宅大樓,鋼筋混凝土造,０８４０６,100年07月,17,1,住宅區,8.43,48.77,850,17.43
桃園縣,桃園市,莊敬路-莊敬路2段151至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０９２０８,101年01月,14,2,住宅區,5.66,43.09,700,16.25
桃園縣,桃園市,莊敬路-莊敬路2段151至200號,20,臨街地,住宅大樓,鋼筋混凝土造,０９２０８,101年01月,14,3,住宅區,4.46,34.29,610,17.79
桃園縣,桃園市,莊敬路-莊敬路2段51號至100號,20,臨街地,住宅大樓,鋼筋混凝土造,０８７１２,100年07月,14,9,住宅區,4.88,46.71,552,11.82
桃園縣,桃園市,莊敬路-新埔十街與經國路間,20,裡地,透天住宅,鋼筋混凝土造,０７７１１,097年07月,2,全,住宅區,27.83,38.31,695,18.14
桃園縣,桃園市,莊敬路-新埔十街與經國路間,20,裡地,住宅大樓,鋼筋混凝土造,０８４０５,097年07月,16,11,住宅區,8.44,47.41,520,10.97
桃園縣,桃園市,莊敬路-經國路與同安街之間,20,裡地,住宅大樓,鋼筋混凝土造,０８６０４,099年04月,28,8,住宅區,2.61,17.05,150,8.80
桃園縣,桃園市,莊敬路-經國路與同安街之間,20,裡地,住宅大樓,鋼筋混凝土造,０８６０４,099年04月,28,6,住宅區,2.61,17.19,155,9.02
桃園縣,桃園市,莊敬路-經國路與新埔十街之間,6,裡地,透天住宅,鋼筋混凝土造,０７７１１,093年01月,2,全,住宅區,27.83,43.18,600,13.90
桃園縣,桃園市,莊敬路-寶慶路與中正路間,20,臨街地,住宅大樓,鋼筋混凝土造,０９２０８,097年12月,13,11,住宅區,5.66,43.15,493,11.43
桃園縣,桃園市,莊敬路-寶慶路與敬二路之間,20,臨街地,住宅大樓,鋼筋混凝土造,０９２０８,099年12月,13,7,住宅區,4.12,40.38,510,12.63
桃園縣,桃園市,頂興路-位於萬壽路與興一街之間,10,裡地,公寓,鋼筋混凝土造,０６９０１,093年04月,5,2,住宅區,5.86,26.45,180,6.81
桃園縣,桃園市,博愛路-三民路3段與南華街之間,7,臨街地,透天住宅,加強磚造,０６１１１,099年07月,4,全,住宅區,32.37,100.33,780,7.77
桃園縣,桃園市,博愛路-三民路與民族路之間,7,臨街地,透天住宅,加強磚造,０５９０９,096年04月,3,全,住宅區,31.76,76.59,800,10.45
桃園縣,桃園市,博愛路-三民路與民族路之間,7,臨街地,透天住宅,加強磚造,０５６０９,099年01月,3,全,住宅區,31.76,76.59,1000,13.06
桃園縣,桃園市,博愛路-民生路與永樂街之間,6,裡地,公寓,鋼筋混凝土造,０８７０９,093年12月,5,4,商業區,1.86,7.51,65,8.66
桃園縣,桃園市,博愛路-民族路與民權路之間,9,臨街地,透天住宅,加強磚造,０５８０３,094年12月,4,全,商業區,10.59,36.48,588,16.12
桃園縣,桃園市,博愛路-民族路與民權路之間,9,臨街地,透天住宅,加強磚造,０６２０８,098年07月,3,全,商業區,27.83,70.56,2000,28.34
桃園縣,桃園市,博愛路-民權路與中正路之間,6,臨街地,住宅大樓,鋼筋混凝土造,０７１１０,093年12月,10,10,商業區,4.75,27.49,230,8.37
桃園縣,桃園市,博愛路-南華街與民族路之間,7,臨街地,華廈,鋼筋混凝土造,０７７０５,099年04月,8,7,住宅區,2.59,26.94,200,7.42
桃園縣,桃園市,博愛路-博愛路101至150號,9,臨街地,華廈,鋼筋混凝土造,０７２０８,101年04月,7,5,商業區,1.01,5.59,53,9.48
桃園縣,桃園市,博愛路-博愛路６９巷,7,裡地,套房,鋼筋混凝土造,０８７０９,101年07月,5,4,商業區,1.93,7.77,80,10.30
桃園縣,桃園市,富國路-中山高速公路與莊敬路2段之間,20,裡地,透天住宅,鋼筋混凝土造,０９５０５,097年01月,4,全,農業區,24.35,69.80,780,11.17
